period,haiti_imports_kg,haiti_imports_teu,yoy_change_pct,yoy_change_pct_teu,yoy_change_pct_shipment,yoy_change_pct_container,yoy_change_pct_vrac,haiti_imports_shipment,haiti_imports_container,haiti_imports_vrac
YTD_2020,923226784.0500001,30984.3,92322678305.0,3098430.0,1058500.0,1713300.0,126300.0,,,
YTD_2021,5558806470.7699995,147869.9,502.10628274720267,377.24137708452344,746.7076051015588,385.1514620907021,3939.034045922407,,,
YTD_2022,4201679804.03,106156.65,-24.413993793023913,-28.209425988656246,-32.849459966080516,-27.705393342236018,-32.91317899358987,,,
YTD_2023,3867949510.25,95276.0,-7.94278263326744,-10.24961695758108,-26.666998986424737,-7.365373094588298,-46.56809747830406,,,
YTD_2024,3923611902.54,78347.75,1.4390671890234237,-17.767590998782484,-26.67331309194725,-17.849315560665396,-37.32910423274636,,,
YTD_2025,4091681070.4,101476.0,4.28353190974873,29.519992597107127,34.17588529757123,28.488956921058385,8.891797556719023,,,
2026_01,402810077.67,11400.5,28.906067609218102,32.88844853712554,46.2548492987168,38.9452736318408,94.81668773704172,4901.0,6982.0,1541.0
YTD_2026,402810077.67,11400.5,28.906067609218102,32.88844853712554,46.2548492987168,38.9452736318408,94.81668773704172,4901.0,6982.0,1541.0
