country_origin,hs_code,hs_description,period_value,ytd_value,share_of_total,period_value_teu,ytd_value_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,share_of_total_shipment,period_value_container,ytd_value_container,share_of_total_container,period_value_vrac,ytd_value_vrac,share_of_total_vrac
PERU,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",5410.0,5410.0,0.0013430647096252923,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PERU,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",2206710.01,2206710.01,0.5478288981160583,83.0,83.0,0.7280382439366695,13,13,0.26525198938992045,83,83,1.1887711257519336,0,0,0.0
PERU,9999,Commodities not specified according to kind,17780.0,17780.0,0.004413990857141903,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
POLAND,0203,"Meat of swine; fresh, chilled or frozen",445827.55,445827.55,0.1106793436199086,32.0,32.0,0.2806894434454629,14,14,0.28565598857376046,16,16,0.22916069894013177,0,0,0.0
POLAND,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16605.0,16605.0,0.0041222901115208835,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
POLAND,4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",24352.0,24352.0,0.006045528984989855,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PORTUGAL,3506,"Prepared glues and other prepared adhesives, n.e.c. or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding 1kg net weight",25780.8,25780.8,0.0064002370916650154,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
PUERTO RICO,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",15241.0,15241.0,0.00378366899064678,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
QATAR,1904,Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flou,3500.0,3500.0,0.0008688958380200597,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
SAUDI ARABIA,1704,"Sugar confectionery (including white chocolate), not containing cocoa",20310.0,20310.0,0.005042078420053547,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SENEGAL,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",252037.0,252037.0,0.06256968580773194,18.0,18.0,0.1578878119380729,2,2,0.040807998367680065,9,9,0.1289028931538241,0,0,0.0
SENEGAL,6309,Textiles; worn clothing and other worn articles,22089.0,22089.0,0.005483725761721457,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SINGAPORE,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",10205.0,10205.0,0.0025334520077127743,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
SLOVENIA,0203,"Meat of swine; fresh, chilled or frozen",23874.0,23874.0,0.005926862639111687,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SOUTH AFRICA,1209,"Seeds, fruit and spores; of a kind used for sowing",20500.0,20500.0,0.00508924705126035,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SOUTH AFRICA,3305,Hair preparations; for use on the hair,25280.0,25280.0,0.006275910510042031,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SOUTH AFRICA,9999,Commodities not specified according to kind,25000.0,25000.0,0.0062063988430004265,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SOUTH KOREA,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",24995.5,24995.5,0.006205281691208687,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SOUTH KOREA,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",45313.0,45313.0,0.011249222030915133,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
SOUTH KOREA,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",22874.0,22874.0,0.00567860668539167,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SOUTH KOREA,3901,"Polymers of ethylene, in primary forms",96384.0,96384.0,0.023927901843350124,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
SOUTH KOREA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",37905.78,37905.78,0.009410335565401148,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
SOUTH KOREA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",43563.36,43563.36,0.010814863484048443,7.0,7.0,0.061400815753695014,4,4,0.08161599673536013,4,4,0.057290174735032943,0,0,0.0
SOUTH KOREA,8506,Cells and batteries; primary,207292.0,207292.0,0.05146147315852977,12.0,12.0,0.10525854129204859,11,11,0.22444399102224036,12,12,0.17187052420509882,0,0,0.0
SOUTH KOREA,8710,"Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles",36126.0,36126.0,0.008968494584089336,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
SOUTH KOREA,9999,Commodities not specified according to kind,19737.0,19737.0,0.004899827758571977,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SPAIN,0203,"Meat of swine; fresh, chilled or frozen",52255.490000000005,52255.490000000005,0.012972736507056817,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
SPAIN,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",238020.0,238020.0,0.05908988210443846,19.0,19.0,0.1666593570457436,9,9,0.1836359926545603,9,9,0.1289028931538241,0,0,0.0
SPAIN,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",74200.0,74200.0,0.018420591766025264,6.0,6.0,0.052629270646024295,3,3,0.0612119975515201,3,3,0.042967631051274706,0,0,0.0
SPAIN,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",4279.78,4279.78,0.0010624808656118545,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SPAIN,2106,Food preparations not elsewhere specified or included,50586.729999999996,50586.729999999996,0.012558456901726998,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,3,3,0.042967631051274706,0,0,0.0
SPAIN,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",38283.1,38283.1,0.009504007501858786,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
SPAIN,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal",3335.0,3335.0,0.0008279336056562569,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SPAIN,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",289680.04000000004,289680.04000000004,0.0719147946038527,26.0,26.0,0.22806017279943863,1,1,0.020403999183840033,13,13,0.18619306788885706,0,0,0.0
SPAIN,3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",15429.0,15429.0,0.003830341109946143,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
SPAIN,3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specif",12889.5,12889.5,0.0031998951154741597,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SPAIN,4011,"New pneumatic tyres, of rubber",3645.02,3645.02,0.0009048979164285366,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SPAIN,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",43320.0,43320.0,0.01075444791515114,2.0,2.0,0.017543090215341433,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
SPAIN,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",40314.56,40314.56,0.010008329541602851,17.0,17.0,0.1491162668304022,7,7,0.14282799428688023,10,10,0.14322543683758235,0,0,0.0
SPAIN,8704,Vehicles; for the transport of goods,20421.6,20421.6,0.0050697837844887,8.0,8.0,0.07017236086136573,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
SPAIN,9999,Commodities not specified according to kind,3010.0,3010.0,0.0007472504206972513,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
SURINAME,1006,Rice,1040000.0,1040000.0,0.25818619186881775,40.0,40.0,0.3508618043068287,4,4,0.08161599673536013,40,40,0.5729017473503294,0,0,0.0
TAIWAN,2106,Food preparations not elsewhere specified or included,722880.0,722880.0,0.17945926382512592,40.0,40.0,0.3508618043068287,1,1,0.020403999183840033,40,40,0.5729017473503294,0,0,0.0
TAIWAN,5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",37823.8,37823.8,0.009389983542315182,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
TAIWAN,9403,"Furniture and parts thereof, n.e.c. in chapter 94",12184.8,12184.8,0.003024949144887664,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TAIWAN,9999,Commodities not specified according to kind,24555.4,24555.4,0.006096024245976507,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
THAILAND,4011,"New pneumatic tyres, of rubber",47980.0,47980.0,0.011911320659486418,10.0,10.0,0.08771545107670717,5,5,0.10201999591920016,5,5,0.07161271841879117,0,0,0.0
THAILAND,4412,"Plywood, veneered panels and similar laminated wood",137100.0,137100.0,0.03403589125501434,10.0,10.0,0.08771545107670717,1,1,0.020403999183840033,5,5,0.07161271841879117,0,0,0.0
THAILAND,8704,Vehicles; for the transport of goods,68258.96,68258.96,0.016945693214736497,34.0,34.0,0.2982325336608044,2,2,0.040807998367680065,17,17,0.24348324262389,0,0,0.0
THAILAND,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",8677.75,8677.75,0.002154303102393878,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TOGO,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",28000.0,28000.0,0.006951166704160477,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TRINIDAD AND TOBAGO,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",37787.0,37787.0,0.009380847723218285,3.0,3.0,0.026314635323012148,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
TRINIDAD AND TOBAGO,2804,"Hydrogen, rare gases and other non-metals",97599.99,97599.99,0.02422977860051413,5.0,5.0,0.043857725538353584,3,3,0.0612119975515201,5,5,0.07161271841879117,0,0,0.0
TRINIDAD AND TOBAGO,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,101295.0,101295.0,0.025147086832069128,5.0,5.0,0.043857725538353584,4,4,0.08161599673536013,5,5,0.07161271841879117,0,0,0.0
TRINIDAD AND TOBAGO,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",64528.0,64528.0,0.01601946018164526,8.0,8.0,0.07017236086136573,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
TRINIDAD AND TOBAGO,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",403488.0,403488.0,0.10016829825458225,48.0,48.0,0.42103416516819436,2,2,0.040807998367680065,24,24,0.34374104841019765,0,0,0.0
TURKEY,1005,Maize (corn),168371.0,168371.0,0.04179910318379299,7.0,7.0,0.061400815753695014,2,2,0.040807998367680065,7,7,0.10025780578630765,0,0,0.0
TURKEY,1108,Starches; inulin,42300.0,42300.0,0.010501226842356721,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
TURKEY,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",99189.95999999999,99189.95999999999,0.024624498119250344,27.0,27.0,0.23683171790710933,1,1,0.020403999183840033,12,12,0.17187052420509882,0,0,0.0
TURKEY,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",17630.62,17630.62,0.004376906382775207,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",20789.84,20789.84,0.005161201556886559,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",38103772.0,38103772.0,9.459488258190081,1.0,1.0,0.008771545107670716,3,3,0.0612119975515201,1,1,0.014322543683758236,2,2,0.12978585334198572
TURKEY,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp",5650.0,5650.0,0.0014026461385180963,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",17780.0,17780.0,0.004413990857141903,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,8438,"Machinery n.e.c. in this chapter, for the industrial preparation or manufacture of food or drink; other than machinery for extraction or preparation of animal or fixed vegetable fats or oils",4020.0,4020.0,0.0009979889339544687,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",190.0,190.0,4.716863120680324e-05,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
TURKEY,8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels",8920.0,8920.0,0.0022144431071825523,2.25,2.25,0.01973597649225911,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,8501,Electric motors and generators (excluding generating sets),940.0,940.0,0.00023336059649681603,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
TURKEY,9999,Commodities not specified according to kind,3940.0,3940.0,0.0009781284576568672,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
UNITED ARAB EMIRATES,3006,Pharmaceutical goods,1005.5,1005.5,0.0002496213614654771,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
UNITED ARAB EMIRATES,6309,Textiles; worn clothing and other worn articles,308453.0,308453.0,0.07657529369280042,22.0,22.0,0.19297399236875576,11,11,0.22444399102224036,11,11,0.15754798052134059,0,0,0.0
UNITED ARAB EMIRATES,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",31569.8,31569.8,0.007837390807750194,12.0,12.0,0.10525854129204859,2,2,0.040807998367680065,6,6,0.08593526210254941,0,0,0.0
UNITED KINGDOM,3203,"Colouring matter of vegetable or animal origin (including dyeing extracts, not animal black); whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",11304.0,11304.0,0.0028062853008510727,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
UNITED KINGDOM,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",9133.0,9133.0,0.0022673216253249156,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
UNITED KINGDOM,4911,"Printed matter, n.e.c., including printed pictures and photographs",27748.0,27748.0,0.006888606203823033,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,4,4,0.057290174735032943,0,0,0.0
UNITED KINGDOM,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",38808.0,38808.0,0.009634317051966422,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
US VIRGIN ISLANDS,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",55437537.0,55437537.0,13.762698619823734,0.0,0.0,0.0,16,16,0.3264639869414405,0,0,0.0,16,16,1.0382868267358858
USA,0203,"Meat of swine; fresh, chilled or frozen",73239.0,73239.0,0.01818201779450033,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
USA,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",7077394.05,7077394.05,1.757005209735124,518.0,518.0,4.543660365773431,130,130,2.6525198938992043,259,259,3.709538814093383,0,0,0.0
USA,0702,Meat and edible meat offal,76178.56,76178.56,0.01891178106581754,4.0,4.0,0.035086180430682866,4,4,0.08161599673536013,4,4,0.057290174735032943,0,0,0.0
USA,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",371190.12,371190.12,0.09215015725204757,21.0,21.0,0.18420244726108503,2,2,0.040807998367680065,21,21,0.30077341735892293,0,0,0.0
USA,1001,Wheat and meslin,27253035.97,27253035.97,6.76572843649828,18.0,18.0,0.1578878119380729,11,11,0.22444399102224036,13,13,0.18619306788885706,9,9,0.5840363400389358
USA,1006,Rice,30570331.0,30570331.0,7.589266677941603,10.0,10.0,0.08771545107670717,6,6,0.1224239951030402,10,10,0.14322543683758235,5,5,0.3244646333549643
USA,1007,Grain sorghum,269745.0,269745.0,0.066965802236206,12.0,12.0,0.10525854129204859,1,1,0.020403999183840033,12,12,0.17187052420509882,0,0,0.0
USA,1103,Cereal groats; meal and pellets,453600.0,453600.0,0.11260890060739974,20.0,20.0,0.17543090215341434,4,4,0.08161599673536013,20,20,0.2864508736751647,0,0,0.0
USA,1209,"Seeds, fruit and spores; of a kind used for sowing",24901.73,24901.73,0.00618200273042836,5.0,5.0,0.043857725538353584,2,2,0.040807998367680065,3,3,0.042967631051274706,0,0,0.0
USA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",33483.05,33483.05,0.008312366511205017,4.0,4.0,0.035086180430682866,6,6,0.1224239951030402,2,2,0.028645087367516472,4,4,0.25957170668397145
USA,2102,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading no. 3002); prepared baking powders",9.0,9.0,2.2343035834801537e-06,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",39085.9,39085.9,0.009703307381505214,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
USA,2106,Food preparations not elsewhere specified or included,3877598.17,3877598.17,0.9626368318363429,277.5,277.5,2.4341037673786237,60,60,1.224239951030402,216,216,3.093669435691779,1,1,0.06489292667099286
USA,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",14856.51,14856.51,0.0036882170590009705,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,2309,Preparations of a kind used in animal feeding,14741.75,14741.75,0.0036597272057520614,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",47469.3,47469.3,0.011784536343921606,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
USA,2507,Kaolin and other kaolinic clays; whether or not calcined,45132.0,45132.0,0.01120428770329181,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
USA,2709,Petroleum oils and oils obtained from bituminous minerals; crude,19615.35,19615.35,0.004869627421801936,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",27275710.419999998,27275710.419999998,6.771357503708107,88.0,88.0,0.771895969475023,36,36,0.7345439706182412,48,48,0.6874820968203953,2,2,0.12978585334198572
USA,2711,Petroleum gases and other gaseous hydrocarbons,345358.01,345358.01,0.08573718214739719,22.0,22.0,0.19297399236875576,4,4,0.08161599673536013,11,11,0.15754798052134059,0,0,0.0
USA,2815,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium,2000817.0,2000817.0,0.4967147325542234,0.0,0.0,0.0,2,2,0.040807998367680065,0,0,0.0,2,2,0.12978585334198572
USA,2902,Cyclic hydrocarbons,19716.0,19716.0,0.004894614383543857,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,3002,"Human blood; animal blood for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions, immunological products, modified or obtained by biotechnological processes; vaccines, toxin",217.0,217.0,5.3871541957243704e-05,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale",536.0,536.0,0.00013306519119392915,0.0,0.0,0.0,3,3,0.0612119975515201,0,0,0.0,3,3,0.1946787800129786
USA,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal",18289.0,18289.0,0.004540353137585392,2.0,2.0,0.017543090215341433,6,6,0.1224239951030402,1,1,0.014322543683758236,5,5,0.3244646333549643
USA,3006,Pharmaceutical goods,41501.93,41501.93,0.010303101213371387,12.0,12.0,0.10525854129204859,28,28,0.5713119771475209,6,6,0.08593526210254941,22,22,1.427644386761843
USA,3209,"Paints and varnishes (including enamels and lacquers) based on synthetic or chemically modified natural polymers, dispersed or dissolved in an aqueous medium",11949.0,11949.0,0.0029664103910004838,1.0,1.0,0.008771545107670716,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,3303,Perfumes and toilet waters,16597.87,16597.87,0.00412052004657086,2.0,2.0,0.017543090215341433,2,2,0.040807998367680065,2,2,0.028645087367516472,0,0,0.0
USA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",94167.82,94167.82,0.023377721963834898,14.0,14.0,0.12280163150739003,7,7,0.14282799428688023,7,7,0.10025780578630765,0,0,0.0
USA,3305,Hair preparations; for use on the hair,26000.0,26000.0,0.006454654796720444,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,3402,"Organic surface-active agents (not soap); surface-active, washing (including auxiliary washing) and cleaning preparations, containing soap or not, excluding those of heading no. 3401",16990.03,16990.03,0.004217876101381701,2.0,2.0,0.017543090215341433,1,1,0.020403999183840033,1,1,0.014322543683758236,0,0,0.0
USA,3507,Enzymes; prepared enzymes not elsewhere specified or included,235.0,235.0,5.834014912420401e-05,0.0,0.0,0.0,1,1,0.020403999183840033,0,0,0.0,1,1,0.06489292667099286
USA,3816,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801",92402.22,92402.22,0.022939401251946833,4.0,4.0,0.035086180430682866,2,2,0.040807998367680065,4,4,0.057290174735032943,0,0,0.0
USA,3822,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference m",686.0,686.0,0.0001703035842519317,0.0,0.0,0.0,2,2,0.040807998367680065,0,0,0.0,2,2,0.12978585334198572
USA,3901,"Polymers of ethylene, in primary forms",825309.0,825309.0,0.20488787290871355,65.0,65.0,0.5701504319985966,14,14,0.28565598857376046,33,33,0.4726439415640218,0,0,0.0
USA,3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",74707.44,74707.44,0.01854656676718095,6.0,6.0,0.052629270646024295,1,1,0.020403999183840033,3,3,0.042967631051274706,0,0,0.0
USA,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",166897.5,166897.5,0.04143329803598655,14.0,14.0,0.12280163150739003,1,1,0.020403999183840033,7,7,0.10025780578630765,0,0,0.0
USA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",24269.5,24269.5,0.006025047868807954,4.0,4.0,0.035086180430682866,1,1,0.020403999183840033,2,2,0.028645087367516472,0,0,0.0
USA,4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",933290.0,933290.0,0.2316947990473547,30.0,30.0,0.2631463532301215,9,9,0.1836359926545603,15,15,0.21483815525637354,3,3,0.1946787800129786
