country_origin,hs_code,hs_description,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac
MEXICO,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",39780.0,39780.0,719241.42,-94.46917281265586,0.009875621838982279,6.0,6.0,86.0,-93.02325581395348,0.052629270646024295,1,1,23.0,-95.65217391304348,0.020403999183840033,3,3,44.0,-93.18181818181819,0.042967631051274706,0,0,0.0,0.0,0.0
BELGIUM,3006,Pharmaceutical goods,39247.3,39247.3,72373.88,-45.77145787955544,0.009743375892435627,11.0,11.0,20.5,-46.34146341463415,0.09648699618437788,6,6,11.0,-45.45454545454545,0.1224239951030402,6,6,11.0,-45.45454545454545,0.08593526210254941,0,0,0.0,0.0,0.0
USA,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",39085.9,39085.9,269811.28,-85.51361529436427,0.009703307381505214,4.0,4.0,30.0,-86.66666666666667,0.035086180430682866,2,2,14.0,-85.71428571428571,0.040807998367680065,2,2,14.0,-85.71428571428571,0.028645087367516472,0,0,1.0,-100.0,0.0
UNITED KINGDOM,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",38808.0,38808.0,,,0.009634317051966422,6.0,6.0,,,0.052629270646024295,1,1,,,0.020403999183840033,3,3,,,0.042967631051274706,0,0,,,0.0
CHINA,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",38355.0,38355.0,81810.0,-53.11697836450312,0.009521857104931255,4.0,4.0,10.0,-60.0,0.035086180430682866,2,2,5.0,-60.0,0.040807998367680065,2,2,5.0,-60.0,0.028645087367516472,0,0,0.0,0.0,0.0
SPAIN,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",38283.1,38283.1,430559.8,-91.1085289430179,0.009504007501858786,4.0,4.0,35.0,-88.57142857142857,0.035086180430682866,1,1,15.0,-93.33333333333333,0.020403999183840033,2,2,24.0,-91.66666666666667,0.028645087367516472,0,0,0.0,0.0,0.0
SOUTH KOREA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",37905.78,37905.78,179900.0,-78.92952751528627,0.009410335565401148,6.0,6.0,21.0,-71.42857142857143,0.052629270646024295,3,3,11.0,-72.72727272727273,0.0612119975515201,3,3,11.0,-72.72727272727273,0.042967631051274706,0,0,0.0,0.0,0.0
TAIWAN,5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",37823.8,37823.8,40268.1,-6.070065386745329,0.009389983542315182,2.0,2.0,4.0,-50.0,0.017543090215341433,1,1,2.0,-50.0,0.020403999183840033,2,2,2.0,0.0,0.028645087367516472,0,0,0.0,0.0,0.0
TRINIDAD AND TOBAGO,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",37787.0,37787.0,37690.0,0.25736269567524545,0.009380847723218285,3.0,3.0,4.0,-25.0,0.026314635323012148,2,2,2.0,0.0,0.040807998367680065,2,2,2.0,0.0,0.028645087367516472,0,0,0.0,0.0,0.0
CHINA,8704,Vehicles; for the transport of goods,37180.0,37180.0,89482.04000000001,-58.449762656282765,0.009230156359310234,18.0,18.0,38.0,-52.63157894736842,0.1578878119380729,2,2,4.0,-50.0,0.040807998367680065,9,9,19.0,-52.63157894736842,0.1289028931538241,0,0,0.0,0.0,0.0
NETHERLANDS,3006,Pharmaceutical goods,36544.409999999996,36544.409999999996,232994.08,-84.31530535024753,0.009072367357685327,11.0,11.0,64.0,-82.8125,0.09648699618437788,7,7,31.0,-77.41935483870968,0.14282799428688023,7,7,34.0,-79.41176470588235,0.10025780578630765,0,0,0.0,0.0,0.0
SOUTH KOREA,8710,"Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles",36126.0,36126.0,,,0.008968494584089336,2.0,2.0,,,0.017543090215341433,1,1,,,0.020403999183840033,2,2,,,0.028645087367516472,0,0,,,0.0
GUADELOUPE,9999,Commodities not specified according to kind,35000.0,35000.0,63000.0,-44.44444444444444,0.008688958380200597,3.0,3.0,6.0,-50.0,0.026314635323012148,2,2,3.0,-33.333333333333336,0.040807998367680065,2,2,3.0,-33.333333333333336,0.028645087367516472,0,0,0.0,0.0,0.0
CANADA,2106,Food preparations not elsewhere specified or included,34524.0,34524.0,179169.63,-80.73110939616272,0.00857078854622987,2.0,2.0,13.0,-84.61538461538461,0.017543090215341433,2,2,6.0,-66.66666666666667,0.040807998367680065,2,2,8.0,-75.0,0.028645087367516472,0,0,0.0,0.0,0.0
VIETNAM,0906,Cinnamon and cinnamon-tree flowers,34464.0,34464.0,352999.0,-90.23679953767575,0.008555893189006668,4.0,4.0,42.0,-90.47619047619048,0.035086180430682866,1,1,13.0,-92.3076923076923,0.020403999183840033,2,2,21.0,-90.47619047619048,0.028645087367516472,0,0,0.0,0.0,0.0
PANAMA,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",34417.0,34417.0,29520.1,16.588358440520192,0.008544225159181826,10.0,10.0,10.0,0.0,0.08771545107670717,2,2,4.0,-50.0,0.040807998367680065,5,5,5.0,0.0,0.07161271841879117,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",33920.0,33920.0,118520.0,-71.38035774552819,0.00842084195018298,2.0,2.0,7.0,-71.42857142857143,0.017543090215341433,2,2,7.0,-71.42857142857143,0.040807998367680065,2,2,7.0,-71.42857142857143,0.028645087367516472,0,0,0.0,0.0,0.0
USA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",33483.05,33483.05,866164.7000000001,-96.13433218878579,0.008312366511205017,4.0,4.0,106.25,-96.23529411764706,0.035086180430682866,6,6,216.0,-97.22222222222223,0.1224239951030402,2,2,54.0,-96.29629629629629,0.028645087367516472,4,4,168.0,-97.61904761904762,0.25957170668397145
USA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",33365.0,33365.0,267850.76,-87.54343650172954,0.00828305989586837,8.0,8.0,52.0,-84.61538461538461,0.07017236086136573,4,4,23.0,-82.6086956521739,0.08161599673536013,5,5,28.0,-82.14285714285714,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,3912,"Cellulose and its chemical derivatives, n.e.c. or included, in primary forms",33363.5,33363.5,135615.76,-75.3985082559726,0.00828268751193779,8.0,8.0,34.0,-76.47058823529412,0.07017236086136573,4,4,14.0,-71.42857142857143,0.08161599673536013,4,4,17.0,-76.47058823529412,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",32403.0,32403.0,4255333.45,-99.23853205910338,0.008044237668389713,4.0,4.0,360.0,-98.88888888888889,0.035086180430682866,1,1,47.0,-97.87234042553192,0.020403999183840033,2,2,183.0,-98.90710382513662,0.028645087367516472,0,0,0.0,0.0,0.0
CHINA,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp",32159.010000000002,32159.010000000002,813317.8500000001,-96.04594808782323,0.007983665698241566,6.0,6.0,158.0,-96.20253164556962,0.052629270646024295,1,1,36.0,-97.22222222222223,0.020403999183840033,3,3,79.0,-96.20253164556962,0.042967631051274706,0,0,0.0,0.0,0.0
UNITED ARAB EMIRATES,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",31569.8,31569.8,132816.52000000002,-76.23051710735984,0.007837390807750194,12.0,12.0,43.25,-72.25433526011561,0.10525854129204859,2,2,22.0,-90.9090909090909,0.040807998367680065,6,6,26.0,-76.92307692307692,0.08593526210254941,0,0,0.0,0.0,0.0
USA,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",30836.38,30836.38,588933.26,-94.76402810056949,0.00765531492617286,4.0,4.0,60.25,-93.3609958506224,0.035086180430682866,8,8,119.0,-93.27731092436974,0.16323199347072026,2,2,38.0,-94.73684210526316,0.028645087367516472,6,6,112.0,-94.64285714285714,0.3893575600259572
COSTA RICA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",30318.0,30318.0,1458652.0,-97.92150560928857,0.007526624004883477,4.0,4.0,173.0,-97.6878612716763,0.035086180430682866,1,1,18.0,-94.44444444444444,0.020403999183840033,2,2,85.0,-97.6470588235294,0.028645087367516472,0,0,0.0,0.0,0.0
USA,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",29936.0,29936.0,505170.08999999997,-94.0740751298241,0.007431790230562431,0.0,0.0,2.0,-100.0,0.0,2,2,46.0,-95.65217391304348,0.040807998367680065,0,0,1.0,-100.0,0.0,2,2,45.0,-95.55555555555556,0.12978585334198572
CHINA,0701,Potatoes; fresh or chilled,29844.6,29844.6,458438.0,-93.48993757062024,0.007409099636392421,8.0,8.0,140.0,-94.28571428571429,0.07017236086136573,4,4,16.0,-75.0,0.08161599673536013,4,4,70.0,-94.28571428571429,0.057290174735032943,0,0,0.0,0.0,0.0
NORWAY,0305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",29689.0,29689.0,90080.0,-67.0415186500888,0.007370471009993587,2.0,2.0,6.0,-66.66666666666667,0.017543090215341433,1,1,3.0,-66.66666666666667,0.020403999183840033,1,1,3.0,-66.66666666666667,0.014322543683758236,0,0,0.0,0.0,0.0
HONDURAS,6309,Textiles; worn clothing and other worn articles,29665.24,29665.24,182408.58,-83.73692728708266,0.007364572448533199,4.0,4.0,24.0,-83.33333333333333,0.035086180430682866,2,2,12.0,-83.33333333333333,0.040807998367680065,2,2,12.0,-83.33333333333333,0.028645087367516472,0,0,0.0,0.0,0.0
MOROCCO,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",29120.0,29120.0,921758.0,-96.84081939077285,0.007229213372326897,2.0,2.0,64.0,-96.875,0.017543090215341433,1,1,19.0,-94.73684210526316,0.020403999183840033,1,1,32.0,-96.875,0.014322543683758236,0,0,0.0,0.0,0.0
GUATEMALA,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",29120.0,29120.0,58400.0,-50.136986301369866,0.007229213372326897,2.0,2.0,4.0,-50.0,0.017543090215341433,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,3005,"Wadding, gauze, bandages (dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or in forms or packings for retail sale, for medical, surgical or veterinary us",29000.0,29000.0,56923.5,-49.05443270354072,0.0071994226578804945,4.0,4.0,6.0,-33.333333333333336,0.035086180430682866,2,2,3.0,-33.333333333333336,0.040807998367680065,2,2,3.0,-33.333333333333336,0.028645087367516472,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",28700.0,28700.0,,,0.007124945871764489,2.0,2.0,,,0.017543090215341433,1,1,,,0.020403999183840033,1,1,,,0.014322543683758236,0,0,,,0.0
INDIA,3305,Hair preparations; for use on the hair,28601.0,28601.0,214712.0,-86.67936584820598,0.007100368532346208,2.0,2.0,16.0,-87.5,0.017543090215341433,1,1,8.0,-87.5,0.020403999183840033,1,1,8.0,-87.5,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,8706,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705",28490.0,28490.0,51957.0,-45.16619512289008,0.007072812121483286,8.0,8.0,12.0,-33.333333333333336,0.07017236086136573,1,1,3.0,-66.66666666666667,0.020403999183840033,4,4,6.0,-33.333333333333336,0.057290174735032943,0,0,0.0,0.0,0.0
FRANCE,2106,Food preparations not elsewhere specified or included,28402.95,28402.95,344677.80000000005,-91.75956501985333,0.007051201440711958,2.25,2.25,33.25,-93.23308270676692,0.01973597649225911,1,1,15.0,-93.33333333333333,0.020403999183840033,1,1,16.0,-93.75,0.014322543683758236,0,0,0.0,0.0,0.0
BRAZIL,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or st",28353.04,28353.04,233851.46000000002,-87.87561984859961,0.0070388109860617925,10.0,10.0,90.0,-88.88888888888889,0.08771545107670717,2,2,11.0,-81.81818181818181,0.040807998367680065,5,5,45.0,-88.88888888888889,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with con",28175.0,28175.0,419499.16000000003,-93.28365758825356,0.0069946114960614805,4.0,4.0,40.0,-90.0,0.035086180430682866,2,2,15.0,-86.66666666666667,0.040807998367680065,2,2,22.0,-90.9090909090909,0.028645087367516472,0,0,0.0,0.0,0.0
PERU,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",28080.0,28080.0,187156.8,-84.9965376625375,0.006971027180458079,2.0,2.0,14.5,-86.20689655172414,0.017543090215341433,1,1,6.0,-83.33333333333333,0.020403999183840033,1,1,7.0,-85.71428571428571,0.014322543683758236,0,0,0.0,0.0,0.0
INDIA,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",28050.0,28050.0,2593780.2500000005,-98.9185668292447,0.0069635795018464786,2.0,2.0,205.0,-99.02439024390245,0.017543090215341433,1,1,70.0,-98.57142857142857,0.020403999183840033,1,1,98.0,-98.9795918367347,0.014322543683758236,0,0,0.0,0.0,0.0
TOGO,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",28000.0,28000.0,,,0.006951166704160477,2.0,2.0,,,0.017543090215341433,1,1,,,0.020403999183840033,1,1,,,0.014322543683758236,0,0,,,0.0
NETHERLANDS,6309,Textiles; worn clothing and other worn articles,27900.0,27900.0,,,0.0069263411087884755,2.25,2.25,,,0.01973597649225911,1,1,,,0.020403999183840033,1,1,,,0.014322543683758236,0,0,,,0.0
BRAZIL,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",27804.21,27804.21,56223.14,-50.54667882298997,0.006902560670981635,2.25,2.25,4.5,-50.0,0.01973597649225911,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
PERU,1902,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",27790.0,27790.0,16030.0,73.36244541484716,0.006899032953879274,2.0,2.0,2.0,0.0,0.017543090215341433,1,1,1.0,0.0,0.020403999183840033,1,1,1.0,0.0,0.014322543683758236,0,0,0.0,0.0,0.0
UNITED KINGDOM,4911,"Printed matter, n.e.c., including printed pictures and photographs",27748.0,27748.0,96057.98,-71.11327970877589,0.006888606203823033,4.0,4.0,14.0,-71.42857142857143,0.035086180430682866,1,1,3.0,-66.66666666666667,0.020403999183840033,4,4,14.0,-71.42857142857143,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,3006,Pharmaceutical goods,27477.0,27477.0,408983.37,-93.28163392071419,0.0068213288403649085,6.0,6.0,70.0,-91.42857142857143,0.052629270646024295,3,3,24.0,-87.5,0.0612119975515201,3,3,43.0,-93.02325581395348,0.042967631051274706,0,0,0.0,0.0,0.0
COLOMBIA,2005,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006",27466.0,27466.0,355289.0,-92.26939195978485,0.006818598024873989,2.0,2.0,25.0,-92.0,0.017543090215341433,1,1,14.0,-92.85714285714286,0.020403999183840033,1,1,14.0,-92.85714285714286,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,4203,"Articles of apparel and clothing accessories, of leather or of composition leather",27288.0,27288.0,41640.0,-34.46685878962536,0.006774408465111826,2.0,2.0,4.0,-50.0,0.017543090215341433,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
BRAZIL,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",27256.8,27256.8,551134.22,-95.05441705289141,0.006766662879355761,2.0,2.0,41.5,-95.18072289156626,0.017543090215341433,1,1,10.0,-90.0,0.020403999183840033,1,1,20.0,-95.0,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,2835,"Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined",27216.0,27216.0,573793.1,-95.25682689457228,0.006756534036443984,2.0,2.0,30.0,-93.33333333333333,0.017543090215341433,1,1,14.0,-92.85714285714286,0.020403999183840033,1,1,21.0,-95.23809523809524,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,27200.0,27200.0,54440.0,-50.03673769287289,0.0067525619411844635,1.0,1.0,2.0,-50.0,0.008771545107670716,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
INDIA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",27178.45,27178.45,206657.0,-86.8485219469943,0.006747212025381797,2.0,2.0,15.0,-86.66666666666667,0.017543090215341433,1,1,8.0,-87.5,0.020403999183840033,1,1,8.0,-87.5,0.014322543683758236,0,0,0.0,0.0,0.0
FRANCE,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",27100.0,27100.0,83255.9,-67.44975431170643,0.006727736345812463,2.0,2.0,9.0,-77.77777777777777,0.017543090215341433,1,1,7.0,-85.71428571428571,0.020403999183840033,1,1,7.0,-85.71428571428571,0.014322543683758236,0,0,0.0,0.0,0.0
JAPAN,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",27095.0,27095.0,71740.0,-62.231669919152495,0.006726495066043862,10.0,10.0,19.0,-47.36842105263158,0.08771545107670717,1,1,7.0,-85.71428571428571,0.020403999183840033,5,5,10.0,-50.0,0.07161271841879117,0,0,3.0,-100.0,0.0
ESTONIA,0203,"Meat of swine; fresh, chilled or frozen",27040.0,27040.0,54080.0,-50.0,0.006712840988589261,2.0,2.0,4.25,-52.94117647058823,0.017543090215341433,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,7009,"Glass mirrors; whether or not framed, including rear-view mirrors",27000.0,27000.0,30239.2,-10.711923595862325,0.006702910750440461,1.0,1.0,2.0,-50.0,0.008771545107670716,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
IRELAND,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",26950.0,26950.0,213970.0,-87.40477637051923,0.00669049795275446,2.25,2.25,16.0,-85.9375,0.01973597649225911,1,1,7.0,-85.71428571428571,0.020403999183840033,1,1,8.0,-87.5,0.014322543683758236,0,0,0.0,0.0,0.0
INDONESIA,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",26940.51,26940.51,53240.9,-49.39884562432266,0.0066881420037536565,2.0,2.0,4.0,-50.0,0.017543090215341433,1,1,1.0,0.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
HAITI,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",26793.0,26793.0,26793.0,0.0,0.006651521768020417,8.0,8.0,8.0,0.0,0.07017236086136573,1,1,1.0,0.0,0.020403999183840033,4,4,4.0,0.0,0.057290174735032943,0,0,0.0,0.0,0.0
CANADA,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",26711.25,26711.25,433630.23,-93.84008582611965,0.006631226843803806,2.0,2.0,34.0,-94.11764705882354,0.017543090215341433,1,1,8.0,-87.5,0.020403999183840033,1,1,17.0,-94.11764705882354,0.014322543683758236,0,0,0.0,0.0,0.0
BRAZIL,1704,"Sugar confectionery (including white chocolate), not containing cocoa",26633.6,26633.6,1131979.69,-97.64716626673751,0.006611949768997446,2.0,2.0,87.25,-97.70773638968481,0.017543090215341433,1,1,20.0,-95.0,0.020403999183840033,1,1,43.0,-97.67441860465117,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",26630.0,26630.0,24400.0,9.139344262295081,0.006611056047564054,2.0,2.0,2.0,0.0,0.017543090215341433,1,1,1.0,0.0,0.020403999183840033,1,1,1.0,0.0,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,9603,"Brooms, brushes (including parts of machines), hand operated floor sweepers, mops and feather dusters; knots and tufts for broom or brush making; paint pads and rollers; squeegees",26533.9,26533.9,605680.7999999999,-95.6191611158881,0.00658719865041156,4.0,4.0,78.0,-94.87179487179488,0.035086180430682866,2,2,34.0,-94.11764705882354,0.040807998367680065,2,2,39.0,-94.87179487179488,0.028645087367516472,0,0,0.0,0.0,0.0
CHINA,2936,"Provitamins, vitamins; natural or reproduced by synthesis (including natural concentrates) derivatives thereof used as vitamins, and intermixtures of the fore-going, whether or not in any solvent",26500.0,26500.0,64980.2,-59.21834651170664,0.006578782773580452,2.0,2.0,4.0,-50.0,0.017543090215341433,1,1,3.0,-66.66666666666667,0.020403999183840033,1,1,3.0,-66.66666666666667,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,3504,"Peptones and their derivatives; other protein substances and their derivatives n.e.c. or included; hide powder, whether or not chromed",26480.0,26480.0,,,0.006573817654506052,2.0,2.0,,,0.017543090215341433,1,1,,,0.020403999183840033,1,1,,,0.014322543683758236,0,0,,,0.0
CHINA,5402,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex",26460.0,26460.0,149634.97,-82.31696775158909,0.006568852535431651,2.0,2.0,18.0,-88.88888888888889,0.017543090215341433,1,1,9.0,-88.88888888888889,0.020403999183840033,1,1,9.0,-88.88888888888889,0.014322543683758236,0,0,0.0,0.0,0.0
PANAMA,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp",26384.61,26384.61,17594.2,49.961976105762126,0.006550136519080699,6.0,6.0,4.0,50.0,0.052629270646024295,1,1,1.0,0.0,0.020403999183840033,3,3,2.0,50.0,0.042967631051274706,0,0,0.0,0.0,0.0
CHINA,3303,Perfumes and toilet waters,26355.0,26355.0,1247107.38,-97.88670964323858,0.00654278566029105,2.0,2.0,98.0,-97.95918367346938,0.017543090215341433,1,1,49.0,-97.95918367346938,0.020403999183840033,1,1,49.0,-97.95918367346938,0.014322543683758236,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",26275.3,26275.3,,,0.0065229996607795646,4.0,4.0,,,0.035086180430682866,2,2,,,0.040807998367680065,2,2,,,0.028645087367516472,0,0,,,0.0
ISRAEL,7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading no. 7203),26260.7,26260.7,,,0.006519375123855252,4.0,4.0,,,0.035086180430682866,1,1,,,0.020403999183840033,2,2,,,0.028645087367516472,0,0,,,0.0
PANAMA,8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",26232.0,26232.0,27781.3,-5.576772865200691,0.006512250177983487,2.0,2.0,3.0,-33.333333333333336,0.017543090215341433,1,1,2.0,-50.0,0.020403999183840033,1,1,2.0,-50.0,0.014322543683758236,0,0,0.0,0.0,0.0
JAPAN,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",26190.0,26190.0,8490.0,208.48056537102474,0.006501823427927247,2.0,2.0,6.0,-66.66666666666667,0.017543090215341433,1,1,1.0,0.0,0.020403999183840033,1,1,3.0,-66.66666666666667,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",26144.2,26144.2,253560.0,-89.68914655308409,0.00649045330524687,2.0,2.0,26.0,-92.3076923076923,0.017543090215341433,1,1,11.0,-90.9090909090909,0.020403999183840033,1,1,13.0,-92.3076923076923,0.014322543683758236,0,0,0.0,0.0,0.0
CHINA,2916,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",26135.2,26135.2,111188.8,-76.49475486739671,0.00648821900166339,2.0,2.0,8.0,-75.0,0.017543090215341433,1,1,4.0,-75.0,0.020403999183840033,1,1,4.0,-75.0,0.014322543683758236,0,0,0.0,0.0,0.0
BRAZIL,2309,Preparations of a kind used in animal feeding,26070.08,26070.08,428917.62,-93.921891108134,0.006472052573957142,2.0,2.0,34.5,-94.20289855072464,0.017543090215341433,1,1,16.0,-93.75,0.020403999183840033,1,1,16.0,-93.75,0.014322543683758236,0,0,0.0,0.0,0.0
NETHERLANDS,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",26040.54,26040.54,25863.31,0.6852564501604765,0.006464719093084253,2.25,2.25,2.0,12.5,0.01973597649225911,1,1,1.0,0.0,0.020403999183840033,1,1,1.0,0.0,0.014322543683758236,0,0,0.0,0.0,0.0
INDIA,9609,"Pencils (not of heading no. 9608), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",26002.28,26002.28,25876.76,0.48506845524710374,0.006455220820294925,2.0,2.0,2.0,0.0,0.017543090215341433,1,1,1.0,0.0,0.020403999183840033,1,1,1.0,0.0,0.014322543683758236,0,0,0.0,0.0,0.0
USA,3305,Hair preparations; for use on the hair,26000.0,26000.0,269353.57000000007,-90.34725992308178,0.006454654796720444,2.0,2.0,22.0,-90.9090909090909,0.017543090215341433,1,1,11.0,-90.9090909090909,0.020403999183840033,1,1,11.0,-90.9090909090909,0.014322543683758236,0,0,1.0,-100.0,0.0
