country_origin,hs_code,hs_description,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac
COLOMBIA,9999,Commodities not specified according to kind,161456.58,161456.58,1801085.4,-91.03559553589184,0.04008255725227223,19.5,19.5,226.75,-91.40022050716648,0.17104512959957896,6,6,67.0,-91.04477611940298,0.1224239951030402,11,11,107.0,-89.7196261682243,0.15754798052134059,0,0,1.0,-100.0,0.0
FRANCE,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",158999.22,158999.22,763020.3600000001,-79.161864042527,0.03947250300183881,12.0,12.0,64.0,-81.25,0.10525854129204859,8,8,37.0,-78.37837837837837,0.16323199347072026,9,9,43.0,-79.06976744186046,0.1289028931538241,0,0,0.0,0.0,0.0
CHINA,2002,Tomatoes; prepared or preserved otherwise than by vinegar or acetic acid,158390.41999999998,158390.41999999998,3412919.3699999996,-95.35909282263532,0.03932136477721406,7.0,7.0,215.0,-96.74418604651163,0.061400815753695014,2,2,21.0,-90.47619047619048,0.040807998367680065,7,7,135.0,-94.81481481481481,0.10025780578630765,0,0,0.0,0.0,0.0
CHINA,7311,"Containers for compressed or liquefied gas, of iron or steel",151914.6,151914.6,2341068.55,-93.51088630018971,0.037713703906994904,16.0,16.0,256.0,-93.75,0.14034472172273146,5,5,73.0,-93.15068493150685,0.10201999591920016,8,8,125.0,-93.6,0.11458034947006589,0,0,0.0,0.0,0.0
CHINA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",149754.85,149754.85,1734335.6300000004,-91.36529011976765,0.0371775331109481,20.0,20.0,255.0,-92.15686274509804,0.17543090215341434,6,6,88.0,-93.18181818181819,0.1224239951030402,10,10,129.0,-92.24806201550388,0.14322543683758235,0,0,0.0,0.0,0.0
CHINA,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",149004.99,149004.99,797928.5199999999,-81.32602278710378,0.036991375901491604,22.0,22.0,87.0,-74.71264367816092,0.19297399236875576,8,8,30.0,-73.33333333333333,0.16323199347072026,11,11,50.0,-78.0,0.15754798052134059,0,0,0.0,0.0,0.0
CHINA,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",147119.0,147119.0,1128020.5999999999,-86.95777364349551,0.03652316765533519,12.0,12.0,106.0,-88.67924528301887,0.10525854129204859,6,6,51.0,-88.23529411764706,0.1224239951030402,6,6,51.0,-88.23529411764706,0.08593526210254941,0,0,0.0,0.0,0.0
CHINA,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",145400.0,145400.0,12638927.98,-98.8495859757245,0.03609641567089048,10.75,10.75,887.0,-98.7880496054115,0.0942941099074602,4,4,223.0,-98.20627802690584,0.08161599673536013,5,5,436.0,-98.85321100917432,0.07161271841879117,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",143535.99,143535.99,2510143.27,-94.28176105661093,0.03563366409059683,56.75,56.75,770.75,-92.63704184236134,0.49778518486031315,17,17,258.0,-93.4108527131783,0.3468679861252806,28,28,365.0,-92.32876712328768,0.4010312231452306,0,0,0.0,0.0,0.0
BELGIUM,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",141420.88,141420.88,632927.6000000001,-77.65607314327895,0.035108575440324086,8.0,8.0,36.0,-77.77777777777777,0.07017236086136573,2,2,7.0,-71.42857142857143,0.040807998367680065,8,8,36.0,-77.77777777777777,0.11458034947006589,0,0,0.0,0.0,0.0
BRAZIL,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",141240.0,141240.0,4171944.0,-96.61452790353849,0.03506367090341521,10.0,10.0,324.0,-96.91358024691358,0.08771545107670717,1,1,37.0,-97.29729729729729,0.020403999183840033,5,5,152.0,-96.71052631578948,0.07161271841879117,0,0,0.0,0.0,0.0
VIETNAM,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",141020.0,141020.0,1287069.0,-89.04332246367522,0.03500905459359681,12.0,12.0,112.0,-89.28571428571429,0.10525854129204859,4,4,45.0,-91.11111111111111,0.08161599673536013,6,6,54.0,-88.88888888888889,0.08593526210254941,0,0,0.0,0.0,0.0
COLOMBIA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",139420.01,139420.01,241020.94,-42.1543995305968,0.034611847550204314,12.0,12.0,28.0,-57.142857142857146,0.10525854129204859,3,3,10.0,-70.0,0.0612119975515201,6,6,13.0,-53.84615384615385,0.08593526210254941,0,0,0.0,0.0,0.0
THAILAND,4412,"Plywood, veneered panels and similar laminated wood",137100.0,137100.0,127200.0,7.783018867924528,0.03403589125501434,10.0,10.0,10.0,0.0,0.08771545107670717,1,1,1.0,0.0,0.020403999183840033,5,5,5.0,0.0,0.07161271841879117,0,0,0.0,0.0,0.0
CANADA,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",136524.0,136524.0,1011624.15,-86.50447401833972,0.03389289582567161,10.0,10.0,76.0,-86.84210526315789,0.08771545107670717,5,5,37.0,-86.48648648648648,0.10201999591920016,5,5,37.0,-86.48648648648648,0.07161271841879117,0,0,0.0,0.0,0.0
NORWAY,1517,"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils of heading no. 1516",134940.0,134940.0,642724.0,-79.00498503245561,0.0334996583949791,10.0,10.0,51.25,-80.48780487804878,0.08771545107670717,5,5,24.0,-79.16666666666667,0.10201999591920016,5,5,24.0,-79.16666666666667,0.07161271841879117,0,0,0.0,0.0,0.0
HAITI,4412,"Plywood, veneered panels and similar laminated wood",133680.0,133680.0,140000.0,-4.514285714285714,0.03318685589329188,10.0,10.0,10.0,0.0,0.08771545107670717,1,1,1.0,0.0,0.020403999183840033,5,5,5.0,0.0,0.07161271841879117,0,0,0.0,0.0,0.0
BRAZIL,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",130885.0,130885.0,19896916.6,-99.34218450712108,0.03249298050264443,5.0,5.0,476.0,-98.94957983193277,0.043857725538353584,1,1,45.0,-97.77777777777777,0.020403999183840033,5,5,366.0,-98.63387978142076,0.07161271841879117,0,0,11.0,-100.0,0.0
PANAMA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",127300.0,127300.0,72604.5,75.333484839094,0.03160298290855817,5.0,5.0,3.0,66.66666666666667,0.043857725538353584,1,1,1.0,0.0,0.020403999183840033,5,5,3.0,66.66666666666667,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",123973.5,123973.5,1317676.9899999998,-90.59151059471714,0.030777159478508533,17.0,17.0,188.0,-90.95744680851064,0.1491162668304022,7,7,76.0,-90.78947368421052,0.14282799428688023,9,9,95.0,-90.52631578947368,0.1289028931538241,0,0,0.0,0.0,0.0
BELGIUM,2106,Food preparations not elsewhere specified or included,120348.0,120348.0,178338.5,-32.517095299108156,0.029877107518296614,6.0,6.0,13.5,-55.55555555555556,0.052629270646024295,1,1,7.0,-85.71428571428571,0.020403999183840033,6,6,7.0,-14.285714285714286,0.08593526210254941,0,0,0.0,0.0,0.0
ARGENTINA,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",117700.0,117700.0,166970.02000000002,-29.508303346912225,0.029219725752846006,5.0,5.0,7.0,-28.571428571428573,0.043857725538353584,1,1,1.0,0.0,0.020403999183840033,5,5,7.0,-28.571428571428573,0.07161271841879117,0,0,0.0,0.0,0.0
INDIA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",116161.4,116161.4,1239915.8399999999,-90.63150931276111,0.028837759142452388,10.0,10.0,98.0,-89.79591836734694,0.08771545107670717,5,5,49.0,-89.79591836734694,0.10201999591920016,5,5,49.0,-89.79591836734694,0.07161271841879117,0,0,0.0,0.0,0.0
COLOMBIA,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",116000.0,116000.0,435200.0,-73.34558823529412,0.028797690631521978,8.0,8.0,30.0,-73.33333333333333,0.07017236086136573,2,2,6.0,-66.66666666666667,0.040807998367680065,4,4,15.0,-73.33333333333333,0.057290174735032943,0,0,0.0,0.0,0.0
VIETNAM,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or arti",115691.28,115691.28,1600566.1500000001,-92.77185263476926,0.028721049053489534,10.0,10.0,132.0,-92.42424242424242,0.08771545107670717,2,2,30.0,-93.33333333333333,0.040807998367680065,5,5,66.0,-92.42424242424242,0.07161271841879117,0,0,0.0,0.0,0.0
NETHERLANDS,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",114177.99,114177.99,747754.56,-84.73055249572802,0.02834536580128457,8.0,8.0,55.25,-85.52036199095022,0.07017236086136573,2,2,19.0,-89.47368421052632,0.040807998367680065,4,4,26.0,-84.61538461538461,0.057290174735032943,0,0,0.0,0.0,0.0
VIETNAM,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",113417.0,113417.0,137878.85,-17.74155354501434,0.028156445503063173,8.0,8.0,10.0,-20.0,0.07017236086136573,2,2,4.0,-50.0,0.040807998367680065,4,4,5.0,-20.0,0.057290174735032943,0,0,0.0,0.0,0.0
PAKISTAN,1704,"Sugar confectionery (including white chocolate), not containing cocoa",112820.0,112820.0,182960.01,-38.336251730637755,0.028008236698692325,8.0,8.0,20.0,-60.0,0.07017236086136573,1,1,4.0,-75.0,0.020403999183840033,4,4,7.0,-42.857142857142854,0.057290174735032943,0,0,0.0,0.0,0.0
INDIA,6305,"Sacks and bags, of a kind used for the packing of goods",112343.3,112343.3,1286844.8,-91.26986408928256,0.027889893085553993,8.0,8.0,95.25,-91.60104986876641,0.07017236086136573,4,4,48.0,-91.66666666666667,0.08161599673536013,4,4,48.0,-91.66666666666667,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,3506,"Prepared glues and other prepared adhesives, n.e.c. or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding 1kg net weight",108915.0,108915.0,906280.8400000001,-87.9822020732558,0.027038797199415657,14.0,14.0,128.0,-89.0625,0.12280163150739003,6,6,55.0,-89.0909090909091,0.1224239951030402,7,7,66.0,-89.39393939393939,0.10025780578630765,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",108705.0,108705.0,337819.0,-67.82152572827461,0.026986663449134453,0.0,0.0,0.0,0.0,0.0,12,12,28.0,-57.142857142857146,0.2448479902060804,0,0,0.0,0.0,0.0,12,12,28.0,-57.142857142857146,0.7787151200519143
HAITI,2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",104416.0,104416.0,,,0.025921893663629302,4.0,4.0,,,0.035086180430682866,1,1,,,0.020403999183840033,4,4,,,0.057290174735032943,0,0,,,0.0
INDIA,1704,"Sugar confectionery (including white chocolate), not containing cocoa",103350.36,103350.36,2649404.3300000005,-96.09910956852706,0.0256573421891071,8.0,8.0,208.25,-96.15846338535414,0.07017236086136573,3,3,88.0,-96.5909090909091,0.0612119975515201,4,4,104.0,-96.15384615384616,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",102850.0,102850.0,1013596.61,-89.85296527382822,0.025533124840103755,14.0,14.0,134.0,-89.55223880597015,0.12280163150739003,7,7,60.0,-88.33333333333333,0.14282799428688023,7,7,67.0,-89.55223880597015,0.10025780578630765,0,0,0.0,0.0,0.0
PERU,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",102000.0,102000.0,1405445.96,-92.74251711535035,0.02532210727944174,12.0,12.0,181.75,-93.39752407152682,0.10525854129204859,2,2,44.0,-95.45454545454545,0.040807998367680065,6,6,91.0,-93.4065934065934,0.08593526210254941,0,0,0.0,0.0,0.0
TRINIDAD AND TOBAGO,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,101295.0,101295.0,503865.0,-79.89640082164865,0.025147086832069128,5.0,5.0,29.0,-82.75862068965517,0.043857725538353584,4,4,24.0,-83.33333333333333,0.08161599673536013,5,5,26.0,-80.76923076923077,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",100580.0,100580.0,2265999.4000000004,-95.56134039576533,0.024969583825159316,8.0,8.0,199.0,-95.97989949748744,0.07017236086136573,3,3,87.0,-96.55172413793103,0.0612119975515201,4,4,105.0,-96.19047619047619,0.057290174735032943,0,0,0.0,0.0,0.0
INDIA,4011,"New pneumatic tyres, of rubber",100545.54,100545.54,1200244.2199999997,-91.6229098774581,0.024961028924994123,12.0,12.0,171.5,-93.00291545189505,0.10525854129204859,5,5,73.0,-93.15068493150685,0.10201999591920016,6,6,79.0,-92.40506329113924,0.08593526210254941,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",100525.28,100525.28,10682074.160000002,-99.05893482394622,0.024955999259371756,10.0,10.0,155.0,-93.54838709677419,0.08771545107670717,2,2,39.0,-94.87179487179488,0.040807998367680065,5,5,79.0,-93.67088607594937,0.07161271841879117,0,0,4.0,-100.0,0.0
FRANCE,0405,Butter and other fats and oils derived from milk; dairy spreads,100319.83,100319.83,632690.32,-84.14392842299216,0.024904995073679978,8.0,8.0,50.0,-84.0,0.07017236086136573,5,5,31.0,-83.87096774193549,0.10201999591920016,5,5,31.0,-83.87096774193549,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",99699.99,99699.99,792088.0,-87.41301597802264,0.024751116103326164,10.0,10.0,72.0,-86.11111111111111,0.08771545107670717,2,2,26.0,-92.3076923076923,0.040807998367680065,5,5,34.0,-85.29411764705883,0.07161271841879117,0,0,1.0,-100.0,0.0
TURKEY,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",99189.95999999999,99189.95999999999,136383.06,-27.27105551085304,0.024624498119250344,27.0,27.0,34.0,-20.58823529411765,0.23683171790710933,1,1,5.0,-80.0,0.020403999183840033,12,12,16.0,-25.0,0.17187052420509882,0,0,0.0,0.0,0.0
CHINA,2842,"Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides",98967.0,98967.0,1461047.2,-93.22629686433129,0.02456914697180893,6.0,6.0,68.0,-91.17647058823529,0.052629270646024295,4,4,22.0,-81.81818181818181,0.08161599673536013,4,4,66.0,-93.93939393939394,0.057290174735032943,0,0,0.0,0.0,0.0
BRAZIL,2203,Beer made from malt,98908.99,98908.99,194912.0,-49.25454051058939,0.02455474564393363,6.0,6.0,14.75,-59.32203389830509,0.052629270646024295,3,3,6.0,-50.0,0.0612119975515201,4,4,7.0,-42.857142857142854,0.057290174735032943,0,0,0.0,0.0,0.0
FRANCE,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), wei",97985.58,97985.58,447386.68,-78.0982348423963,0.02432550361370903,10.0,10.0,48.0,-79.16666666666667,0.08771545107670717,5,5,22.0,-77.27272727272727,0.10201999591920016,5,5,22.0,-77.27272727272727,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",97854.0,97854.0,196015.26,-50.0783765508869,0.02429283809531855,10.0,10.0,14.0,-28.571428571428573,0.08771545107670717,5,5,6.0,-16.666666666666668,0.10201999591920016,5,5,8.0,-37.5,0.07161271841879117,0,0,0.0,0.0,0.0
TRINIDAD AND TOBAGO,2804,"Hydrogen, rare gases and other non-metals",97599.99,97599.99,306054.0,-68.11020604207101,0.02422977860051413,5.0,5.0,16.0,-68.75,0.043857725538353584,3,3,11.0,-72.72727272727273,0.0612119975515201,5,5,15.0,-66.66666666666667,0.07161271841879117,0,0,0.0,0.0,0.0
USA,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",97476.82,97476.82,241002.65000000002,-59.55363146421834,0.024199200914694432,0.0,0.0,4.0,-100.0,0.0,9,9,14.0,-35.714285714285715,0.1836359926545603,0,0,2.0,-100.0,0.0,9,9,13.0,-30.76923076923077,0.5840363400389358
SOUTH KOREA,3901,"Polymers of ethylene, in primary forms",96384.0,96384.0,456245.12,-78.8745137701418,0.023927901843350124,8.0,8.0,38.0,-78.94736842105263,0.07017236086136573,1,1,7.0,-85.71428571428571,0.020403999183840033,4,4,19.0,-78.94736842105263,0.057290174735032943,0,0,0.0,0.0,0.0
INDONESIA,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",96379.52,96379.52,131485.88,-26.699718631384602,0.02392678965667746,8.0,8.0,10.0,-20.0,0.07017236086136573,1,1,2.0,-50.0,0.020403999183840033,4,4,6.0,-33.333333333333336,0.057290174735032943,0,0,0.0,0.0,0.0
USA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",94167.82,94167.82,1317021.8199999998,-92.84994230391717,0.023377721963834898,14.0,14.0,154.0,-90.9090909090909,0.12280163150739003,7,7,68.0,-89.70588235294117,0.14282799428688023,7,7,80.0,-91.25,0.10025780578630765,0,0,2.0,-100.0,0.0
USA,3816,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801",92402.22,92402.22,1167791.31,-92.08743726650955,0.022939401251946833,4.0,4.0,50.0,-92.0,0.035086180430682866,2,2,28.0,-92.85714285714286,0.040807998367680065,4,4,50.0,-92.0,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",91315.99,91315.99,267044.99,-65.80501660038632,0.02266973818733754,5.0,5.0,19.0,-73.6842105263158,0.043857725538353584,2,2,8.0,-75.0,0.040807998367680065,4,4,13.0,-69.23076923076923,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools us",90825.0,90825.0,357018.0,-74.56010621313212,0.02254784699662055,7.0,7.0,32.0,-78.125,0.061400815753695014,3,3,13.0,-76.92307692307692,0.0612119975515201,4,4,16.0,-75.0,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,2106,Food preparations not elsewhere specified or included,90076.0,90076.0,365245.0,-75.33819764815398,0.022361903287284258,6.0,6.0,27.0,-77.77777777777777,0.052629270646024295,3,3,10.0,-70.0,0.0612119975515201,4,4,21.0,-80.95238095238095,0.057290174735032943,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",89760.0,89760.0,605783.99,-85.182837202416,0.02228345440590873,8.0,8.0,57.0,-85.96491228070175,0.07017236086136573,1,1,8.0,-87.5,0.020403999183840033,4,4,30.0,-86.66666666666667,0.057290174735032943,0,0,0.0,0.0,0.0
OMAN,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",88839.8,88839.8,176430.69,-49.646062144857,0.022055009277295572,8.0,8.0,16.0,-50.0,0.07017236086136573,1,1,4.0,-75.0,0.020403999183840033,4,4,8.0,-50.0,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",87682.25,87682.25,247817.5,-64.61821703471304,0.021767640598066965,20.0,20.0,68.0,-70.58823529411765,0.17543090215341434,10,10,31.0,-67.74193548387096,0.20403999183840033,10,10,34.0,-70.58823529411765,0.14322543683758235,0,0,0.0,0.0,0.0
INDIA,3605,Matches; other than pyrotechnic articles of heading no. 3604,85865.84,85865.84,1093985.12,-92.1510961684744,0.021316706001170388,10.0,10.0,130.0,-92.3076923076923,0.08771545107670717,2,2,41.0,-95.1219512195122,0.040807998367680065,5,5,60.0,-91.66666666666667,0.07161271841879117,0,0,0.0,0.0,0.0
CHINA,3406,"Candles, tapers and the like",85500.0,85500.0,500740.52,-82.9252883309703,0.021225884043061458,6.0,6.0,36.0,-83.33333333333333,0.052629270646024295,1,1,16.0,-93.75,0.020403999183840033,3,3,18.0,-83.33333333333333,0.042967631051274706,0,0,0.0,0.0,0.0
COLOMBIA,3214,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",84384.0,84384.0,57024.0,47.97979797979798,0.02094883039870992,6.75,6.75,4.5,50.0,0.05920792947677733,1,1,1.0,0.0,0.020403999183840033,3,3,2.0,50.0,0.042967631051274706,0,0,0.0,0.0,0.0
CHINA,8301,"Padlocks and locks (key, combination, electrically operated) of base metal; clasps and frames with clasps incorporating locks, of base metal, keys for any or the foregoing articles, of base metal",84300.0,84300.0,226845.41,-62.83812839766077,0.020927976898597437,8.0,8.0,17.0,-52.94117647058823,0.07017236086136573,4,4,11.0,-63.63636363636363,0.08161599673536013,4,4,11.0,-63.63636363636363,0.057290174735032943,0,0,0.0,0.0,0.0
GERMANY,0203,"Meat of swine; fresh, chilled or frozen",83754.0,83754.0,825217.04,-89.85067007341486,0.020792429147866307,6.0,6.0,61.75,-90.2834008097166,0.052629270646024295,3,3,29.0,-89.65517241379311,0.0612119975515201,3,3,30.0,-90.0,0.042967631051274706,0,0,0.0,0.0,0.0
JAPAN,9999,Commodities not specified according to kind,83707.6,83707.6,3610.0,2218.770083102493,0.0207809100716137,8.0,8.0,1.0,700.0,0.07017236086136573,3,3,1.0,200.0,0.0612119975515201,4,4,1.0,300.0,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,7220,Stainless steel; flat-rolled products of width less than 600mm,83550.0,83550.0,330594.0,-74.72730902557215,0.020741784933307424,3.0,3.0,16.0,-81.25,0.026314635323012148,1,1,4.0,-75.0,0.020403999183840033,3,3,12.0,-75.0,0.042967631051274706,0,0,0.0,0.0,0.0
GUATEMALA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",83468.5,83468.5,754945.3600000001,-88.9437693874958,0.020721552073079245,8.0,8.0,76.0,-89.47368421052632,0.07017236086136573,2,2,16.0,-87.5,0.040807998367680065,4,4,36.0,-88.88888888888889,0.057290174735032943,0,0,0.0,0.0,0.0
USA,6309,Textiles; worn clothing and other worn articles,82435.6,82435.6,4503585.49,-98.16955623062904,0.02046512849848184,8.0,8.0,286.25,-97.20524017467248,0.07017236086136573,4,4,158.0,-97.46835443037975,0.08161599673536013,4,4,139.0,-97.12230215827338,0.057290174735032943,0,0,26.0,-100.0,0.0
CHINA,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",81954.99,81954.99,135571.3,-39.548422121791255,0.020345814204564463,16.0,16.0,34.0,-52.94117647058823,0.14034472172273146,4,4,14.0,-71.42857142857143,0.08161599673536013,8,8,18.0,-55.55555555555556,0.11458034947006589,0,0,0.0,0.0,0.0
CHINA,6305,"Sacks and bags, of a kind used for the packing of goods",80759.7,80759.7,517430.0,-84.39214966275631,0.02004907634564246,6.0,6.0,37.0,-83.78378378378379,0.052629270646024295,4,4,18.0,-77.77777777777777,0.08161599673536013,4,4,19.0,-78.94736842105263,0.057290174735032943,0,0,0.0,0.0,0.0
ITALY,8428,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426 or 8427 (e.g. lifts, escalators, conveyors, teleferics)",80700.0,80700.0,103900.0,-22.329162656400385,0.020034255465205375,8.0,8.0,10.0,-20.0,0.07017236086136573,2,2,2.0,0.0,0.040807998367680065,4,4,5.0,-20.0,0.057290174735032943,0,0,0.0,0.0,0.0
INDIA,8506,Cells and batteries; primary,80311.0,80311.0,507320.0,-84.1695576756288,0.01993768389920829,3.0,3.0,20.0,-85.0,0.026314635323012148,2,2,15.0,-86.66666666666667,0.040807998367680065,3,3,19.0,-84.21052631578948,0.042967631051274706,0,0,0.0,0.0,0.0
HAITI,3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",77092.20000000001,77092.20000000001,,,0.019138597635374302,6.0,6.0,,,0.052629270646024295,1,1,,,0.020403999183840033,3,3,,,0.042967631051274706,0,0,,,0.0
PANAMA,6309,Textiles; worn clothing and other worn articles,76655.56,76655.56,551561.5,-86.10208290462623,0.01903019915574199,9.5,9.5,73.75,-87.11864406779661,0.0833296785228718,4,4,32.0,-87.5,0.08161599673536013,5,5,34.0,-85.29411764705883,0.07161271841879117,0,0,0.0,0.0,0.0
USA,0702,Meat and edible meat offal,76178.56,76178.56,146333.31,-47.94175024128136,0.01891178106581754,4.0,4.0,8.0,-50.0,0.035086180430682866,4,4,8.0,-50.0,0.08161599673536013,4,4,8.0,-50.0,0.057290174735032943,0,0,0.0,0.0,0.0
CHINA,9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",75468.0,75468.0,164148.09999999998,-54.024444998144965,0.018735380315342248,14.0,14.0,20.0,-30.0,0.12280163150739003,5,5,8.0,-37.5,0.10201999591920016,7,7,10.0,-30.0,0.10025780578630765,0,0,0.0,0.0,0.0
PANAMA,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,75200.0,75200.0,206800.0,-63.63636363636363,0.018668847719745283,4.0,4.0,11.0,-63.63636363636363,0.035086180430682866,4,4,11.0,-63.63636363636363,0.08161599673536013,4,4,11.0,-63.63636363636363,0.057290174735032943,0,0,0.0,0.0,0.0
USA,3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",74707.44,74707.44,742422.02,-89.93733510221047,0.01854656676718095,6.0,6.0,55.0,-89.0909090909091,0.052629270646024295,1,1,7.0,-85.71428571428571,0.020403999183840033,3,3,29.0,-89.65517241379311,0.042967631051274706,0,0,0.0,0.0,0.0
