Port_of_Origin,Period_kg,Prior_kg,YoY_Pct_kg,Share_kg,Period_teu,Prior_teu,YoY_Pct_teu,Share_teu,Period_shipment,Prior_shipment,YoY_Pct_shipment,Share_shipment,Period_container,Prior_container,YoY_Pct_container,Share_container,Period_vrac,Prior_vrac,YoY_Pct_vrac,Share_vrac,country
DAMIETTA,76358998.14,162288185.6,-52.948516949837654,1.866201124334825,172.25,48.5,255.15463917525773,0.16974457014466474,44,49.0,-10.204081632653061,0.1013311224724794,90,31.0,190.3225806451613,0.15317063208414172,16,37.0,-56.75675675675676,0.12821540187515024,EGYPT
NINGBO,72840115.5,42957543.11,69.56303882063428,1.7802002220295043,8125.5,4711.25,72.47015123374901,8.007312073790846,2725,1553.0,75.46683837733418,6.275620653125144,4085,2372.0,72.21753794266442,6.952244800707989,1,1.0,0.0,0.00801346261719689,CHINA
TIANJIN,70446978.88,21284023.38,230.98525416109555,1.7217123638894258,2878.0,1316.75,118.56844503512436,2.8361385943474318,637,303.0,110.23102310231023,1.4669982957947585,2159,828.0,160.7487922705314,3.6743932741073557,3,0.0,0.0,0.024040387851590673,CHINA
COLON,69995425.56,11644154.72,501.1207102888788,1.7106764763842481,502.75,163.5,207.49235474006116,0.4954373447908865,198,83.0,138.55421686746988,0.45599005112615726,251,84.0,198.80952380952382,0.42717587392355083,11,3.0,266.66666666666663,0.0881480887891658,PANAMA
QASIM,63270722.62,117799327.11,-46.28940234869225,1.546325862924959,723.0,408.0,77.20588235294117,0.7124837399976349,101,72.0,40.27777777777778,0.23260098567546403,645,358.0,80.16759776536313,1.0977228632696825,42,49.0,-14.285714285714285,0.3365654299222694,PAKISTAN
DUMAI,60903718.0,54317898.0,12.124585527959864,1.4884766664877451,0.0,0.0,0.0,0.0,81,67.0,20.8955223880597,0.1865413845516098,0,0.0,0.0,0.0,81,67.0,20.8955223880597,0.6490904719929482,INDONESIA
SAN PEDRO DE MACORIS,58239986.0,116450371.0,-49.987290293819676,1.4233755025854569,0.0,0.0,0.0,0.0,74,91.0,-18.681318681318682,0.17042052415826078,0,0.0,0.0,0.0,74,91.0,-18.681318681318682,0.5929962336725699,DOMINICAN REPUBLIC
CALLAO,56219320.85,45938315.09,22.380023603081604,1.3739907847828434,2812.0,2420.75,16.162346380254053,2.771098584887067,597,415.0,43.855421686746986,1.3748790935470498,2494,2135.0,16.814988290398126,4.2445284046427725,0,0.0,0.0,0.0,PERU
QINGDAO,53225113.76,35514008.67,49.87075735260836,1.3008128650358557,4323.5,2738.0,57.9072315558802,4.260613346998305,1270,820.0,54.87804878048781,2.9247846713647463,2337,1486.0,57.267833109017495,3.977330746451547,1,0.0,0.0,0.00801346261719689,CHINA
BUENAVENTURA,49804885.19,65432947.26,-23.88408703019501,1.217223051676682,3046.0,3973.5,-23.342141688687555,3.0016949820647247,324,343.0,-5.539358600583091,0.7461655382064392,2013,2661.0,-24.351747463359636,3.4259164709486365,0,0.0,0.0,0.0,COLOMBIA
ASBAS,43563590.0,40822096.24,6.715710393416087,1.0646868426561227,0.0,0.0,0.0,0.0,5,4.0,25.0,0.011514900280963566,0,0.0,0.0,0.0,5,4.0,25.0,0.040067313085984456,TURKEY
KARACHI,42283281.0,25196458.89,67.81437893553144,1.0333963051491308,4.5,476.5,-99.05561385099685,0.004434546099570342,9,27.0,-66.66666666666666,0.020726820505734423,2,464.0,-99.56896551724138,0.0034037918240920387,7,7.0,0.0,0.056094238320378235,PAKISTAN
PUERTO QUETZAL,42247385.91,28823509.24,46.57266593816041,1.0325190351619933,1321.0,421.5,213.4045077105575,1.3017856438960937,104,55.0,89.0909090909091,0.23950992584404218,802,304.0,163.8157894736842,1.3649205214609075,30,22.0,36.36363636363637,0.24040387851590675,GUATEMALA
PORT SAID,38837782.03,635156.5,6014.679142856918,0.9491888874467738,160.75,36.0,346.52777777777777,0.15841184122354054,62,12.0,416.6666666666667,0.14278476348394822,77,23.0,234.7826086956522,0.1310459852275435,3,0.0,0.0,0.024040387851590673,EGYPT
SANTOS,38046243.58,48061359.6,-20.83818706618529,0.9298438203122372,2169.75,2809.5,-22.770955686065136,2.1381903110094997,443,420.0,5.476190476190476,1.020220164893372,1442,1813.0,-20.463320463320464,2.4541339051703597,2,2.0,0.0,0.01602692523439378,BRAZIL
ALIAGA,33987959.14,17014582.38,99.75782173737962,0.8306600283652451,25.25,14.25,77.19298245614034,0.024882730892033585,21,12.0,75.0,0.04836258118004698,20,12.0,66.66666666666666,0.03403791824092039,7,5.0,40.0,0.056094238320378235,TURKEY
MUNDRA,29581518.86,14935337.53,98.06394599774406,0.722967366005096,1754.75,928.25,89.03851333153784,1.729226615160235,440,277.0,58.844765342960294,1.013311224724794,1232,613.0,100.97879282218598,2.096735763640696,0,5.0,-100.0,0.0,INDIA
CAUCEDO,29249062.83,22116755.73,32.248432758722686,0.7148421963186058,2992.75,2472.5,21.041456016177957,2.9492195198864755,1014,726.0,39.66942148760331,2.3352217769794112,1670,1269.0,31.599684791174155,2.842166173116852,6,0.0,0.0,0.048080775703181346,DOMINICAN REPUBLIC
WILLEMSTAD,28936083.0,6271620.0,361.3813177456542,0.707193021697833,7.0,8.0,-12.5,0.006898182821553866,12,5.0,140.0,0.02763576067431256,4,4.0,0.0,0.0068075836481840775,8,1.0,700.0,0.06410770093757512,NETHERLAND ANTILLES
SHANGHAI,28315061.18,16383777.91,72.82376101251728,0.6920153524387945,2751.0,1830.25,50.307335063515914,2.710985848870669,863,653.0,32.159264931087286,1.9874717884943116,1452,928.0,56.46551724137932,2.47115286429082,5,11.0,-54.54545454545454,0.040067313085984456,CHINA
