Port_of_Origin,Period_kg,Prior_kg,YoY_Pct_kg,Share_kg,Period_teu,Prior_teu,YoY_Pct_teu,Share_teu,Period_shipment,Prior_shipment,YoY_Pct_shipment,Share_shipment,Period_container,Prior_container,YoY_Pct_container,Share_container,Period_vrac,Prior_vrac,YoY_Pct_vrac,Share_vrac,country
NOUADHIBOU,888812.0,574425.0,54.73073073073073,0.021722416403121822,88.0,40.0,120.0,0.08672001261382002,7,4.0,75.0,0.016120860393348993,31,20.0,55.00000000000001,0.052758773273426596,0,0.0,0.0,0.0,MAURITANIA
BARCELONA,872473.44,3169396.19,-72.47193510382809,0.021323104733446577,62.5,171.75,-63.6098981077147,0.06159091804958808,41,55.0,-25.454545454545453,0.09442218230390124,42,125.0,-66.4,0.07147962830593281,0,0.0,0.0,0.0,SPAIN
CALDERA,857653.64,448015.0,91.43413501780074,0.020960911303777557,62.0,25.0,148.0,0.061098190705191374,11,7.0,57.14285714285714,0.02533278061811985,49,24.0,104.16666666666667,0.08339289969025494,0,0.0,0.0,0.0,COSTA RICA
DUNKERQUE,857076.0,944710.0,-9.276285844333183,0.02094679387893282,78.0,82.25,-5.167173252279635,0.07686546572588593,33,36.0,-8.333333333333332,0.07599834185435954,33,36.0,-8.333333333333332,0.05616256509751864,0,0.0,0.0,0.0,FRANCE
GDYNIA,856526.66,864301.7,-0.8995747665427387,0.02093336810134781,77.25,68.0,13.602941176470587,0.07612637470929087,35,25.0,40.0,0.08060430196674497,37,31.0,19.35483870967742,0.06297014874570271,0,0.0,0.0,0.0,POLAND
CASABLANCA,847243.4,1545448.0,-45.17813604857621,0.020706486781902924,34.0,60.0,-43.333333333333336,0.03350545941897591,5,3.0,66.66666666666666,0.011514900280963566,34,60.0,-43.333333333333336,0.057864461009564654,0,0.0,0.0,0.0,MOROCCO
OAKLAND - CA,842473.37,665461.4299999999,26.599879725561266,0.020589908047687608,63.25,53.75,17.674418604651162,0.062330009066183134,21,16.0,31.25,0.04836258118004698,40,28.0,42.857142857142854,0.06807583648184078,0,0.0,0.0,0.0,USA
SEMARANG,841024.7,335288.0,150.83650473622677,0.020554502795541246,58.0,22.0,163.63636363636365,0.05715637195001774,17,8.0,112.5,0.039150660955276126,30,12.0,150.0,0.05105687736138058,0,0.0,0.0,0.0,INDONESIA
HAMBURG,829486.94,6273115.34,-86.77711320385193,0.020272521873727318,109.75,138.25,-20.61482820976492,0.10815365209507666,44,66.0,-33.33333333333333,0.1013311224724794,67,74.0,-9.45945945945946,0.1140270261070833,0,6.0,-100.0,0.0,GERMANY
TEKIRDAG,782884.6,79135.26000000001,889.2993338241384,0.019133568490064787,51.0,9.0,466.6666666666667,0.05025818912846387,24,5.0,380.0,0.05527152134862512,37,5.0,640.0,0.06297014874570271,0,0.0,0.0,0.0,TURKEY
JIANGMEN,757394.36,527647.7,43.541677524605916,0.018510591294104886,78.0,85.25,-8.504398826979472,0.07686546572588593,35,34.0,2.941176470588235,0.08060430196674497,38,39.0,-2.564102564102564,0.06467204465774873,0,0.0,0.0,0.0,CHINA
RIO DE JANEIRO,732375.0,294140.0,148.98857686815802,0.017899122326472124,52.0,22.0,136.36363636363635,0.05124364381725728,18,4.0,350.0,0.041453641011468846,26,11.0,136.36363636363635,0.044249293713196504,0,0.0,0.0,0.0,BRAZIL
ABIDJAN,727364.01,461671.02,57.55028548250657,0.017776654570217845,68.75,39.5,74.0506329113924,0.06775000985454689,25,10.0,150.0,0.05757450140481783,36,19.0,89.47368421052632,0.06126825283365669,0,0.0,0.0,0.0,IVORY COAST
CHENNAI,703852.73,1328242.11,-47.008702351712074,0.01720204282518021,71.0,151.0,-52.980132450331126,0.06996728290433206,26,54.0,-51.85185185185185,0.059877481461010545,36,78.0,-53.84615384615385,0.06126825283365669,0,0.0,0.0,0.0,INDIA
DUBLIN,676365.0,398652.0,69.66301435838777,0.016530247308201837,54.0,37.0,45.94594594594595,0.053214553194844104,24,14.0,71.42857142857143,0.05527152134862512,27,16.0,68.75,0.04595118962524252,0,0.0,0.0,0.0,IRELAND
JACKSONVILLE - FL,665264.74,309664.5,114.8340348990601,0.01625895881310623,60.75,38.0,59.86842105263158,0.059866372344199614,12,10.0,20.0,0.02763576067431256,29,18.0,61.111111111111114,0.04935498144933456,0,0.0,0.0,0.0,USA
FREDRIKSTAD,642724.0,379912.0,69.17707258523026,0.015708066903102197,51.25,28.25,81.41592920353983,0.050504552800662225,24,14.0,71.42857142857143,0.05527152134862512,24,14.0,71.42857142857143,0.04084550188910446,0,0.0,0.0,0.0,NORWAY
QINZHOU,609398.74,1091207.71,-44.153735863908075,0.014893603130715798,44.0,74.0,-40.54054054054054,0.04336000630691001,16,26.0,-38.46153846153847,0.03684768089908341,23,41.0,-43.90243902439025,0.03914360597705844,0,0.0,0.0,0.0,CHINA
HELSINGBORG,606953.0,564193.01,7.5789648652329085,0.014833829654779637,48.5,43.5,11.494252873563218,0.04779455240648035,23,21.0,9.523809523809524,0.052968541292432406,24,21.0,14.285714285714285,0.04084550188910446,0,0.0,0.0,0.0,SWEDEN
PIPAVAV,594246.51,1095401.64,-45.75081063417067,0.014523285167529125,54.0,108.5,-50.23041474654379,0.053214553194844104,17,24.0,-29.166666666666668,0.039150660955276126,28,55.0,-49.09090909090909,0.04765308553728854,0,0.0,0.0,0.0,INDIA
ZHONGSHAN,593003.34,289705.98,104.69143923090576,0.014492902300961312,157.0,75.0,109.33333333333333,0.15471638614056527,40,25.0,60.0,0.09211920224770853,79,38.0,107.89473684210526,0.13444977705163552,0,0.0,0.0,0.0,CHINA
BASSENS,572134.55,321723.68,77.83414326231754,0.013982872568904023,69.0,34.5,100.0,0.06799637352674524,31,17.0,82.35294117647058,0.07139238174197411,46,19.0,142.10526315789474,0.07828721195411688,0,0.0,0.0,0.0,FRANCE
KATTUPALLI,557960.23,1043337.27,-46.52158548884198,0.013636454562316467,86.0,145.0,-40.689655172413794,0.0847491032362332,39,63.0,-38.095238095238095,0.08981622219151582,43,75.0,-42.66666666666667,0.07318152421797883,0,0.0,0.0,0.0,INDIA
CAI MEP,548835.41,731761.6,-24.99805811072895,0.01341344548993273,50.0,76.0,-34.21052631578947,0.04927273443967046,12,26.0,-53.84615384615385,0.02763576067431256,25,40.0,-37.5,0.04254739780115049,0,0.0,0.0,0.0,VIETNAM
SAN VICENTE - CL,525670.0,190542.0,175.88143296491063,0.012847286749761534,39.5,13.75,187.27272727272728,0.03892546020733967,9,3.0,200.0,0.020726820505734423,19,7.0,171.42857142857142,0.032336022328874364,0,0.0,0.0,0.0,CHILE
PORT OF COLOMBO,521664.0,2450.0,21192.408163265307,0.012749380780770444,20.0,2.0,900.0,0.019709093775868186,2,2.0,0.0,0.004605960112385427,20,2.0,900.0,0.03403791824092039,0,0.0,0.0,0.0,SRI LANKA
BALTIMORE - MD,509697.09,168036.64,203.32497126817103,0.01245691150483956,76.5,17.5,337.14285714285717,0.07538728369269582,36,10.0,260.0,0.08290728202293769,42,10.0,320.0,0.07147962830593281,0,0.0,0.0,0.0,USA
PAITA,503910.0,429970.0,17.196548596413702,0.012315475994582789,37.5,33.75,11.11111111111111,0.036954550829752845,18,16.0,12.5,0.041453641011468846,18,16.0,12.5,0.030634126416828344,0,0.0,0.0,0.0,PERU
PHILADELPHIA - PA,502943.04,280165.82,79.51620222623872,0.012291843654149533,56.0,30.25,85.12396694214877,0.05518546257243093,31,18.0,72.22222222222221,0.07139238174197411,31,18.0,72.22222222222221,0.052758773273426596,0,0.0,0.0,0.0,USA
NANJING,492177.51,861599.79,-42.876319642557014,0.012028735904186322,116.0,214.0,-45.794392523364486,0.11431274390003549,24,52.0,-53.84615384615385,0.05527152134862512,58,110.0,-47.27272727272727,0.09870996289866912,0,0.0,0.0,0.0,CHINA
GUAYAQUIL,482618.82,238113.04,102.68475006660702,0.011795123121676236,65.5,32.25,103.10077519379846,0.06454728211596832,25,13.0,92.3076923076923,0.05757450140481783,34,17.0,100.0,0.057864461009564654,0,0.0,0.0,0.0,ECUADOR
KEELUNG,479335.0,65453.42,632.3299531178051,0.011714867110919291,23.0,10.0,130.0,0.022665457842248413,4,4.0,0.0,0.009211920224770853,22,5.0,340.0,0.03744171006501242,0,0.0,0.0,0.0,TAIWAN
WUHAN,458009.99,317922.21,44.0635399458251,0.011193687438479297,40.0,29.0,37.93103448275862,0.03941818755173637,12,9.0,33.33333333333333,0.02763576067431256,21,14.0,50.0,0.035739814152966405,0,0.0,0.0,0.0,CHINA
TANJUNG PELEPAS,439955.12,816637.82,-46.126041529646514,0.010752429439887658,39.0,64.0,-39.0625,0.038432732862942964,9,9.0,0.0,0.020726820505734423,21,37.0,-43.24324324324324,0.035739814152966405,0,0.0,0.0,0.0,MALAYSIA
CHORNOMORSK,422897.95,666396.0,-36.539542554277034,0.010335555062180294,32.0,51.0,-37.254901960784316,0.031534550041389095,6,15.0,-60.0,0.01381788033715628,16,24.0,-33.33333333333333,0.02723033459273631,0,0.0,0.0,0.0,UKRAINE
LAS PALMAS,417929.61,0.0,0.0,0.010214129664782096,18.0,0.0,0.0,0.017738184398281367,4,0.0,0.0,0.009211920224770853,17,0.0,0.0,0.028932230504782327,0,0.0,0.0,0.0,SPAIN
DURBAN,412799.11,246406.8,67.52748300777414,0.010088741104145859,28.0,22.0,27.27272727272727,0.027592731286215463,11,10.0,10.0,0.02533278061811985,19,12.0,58.333333333333336,0.032336022328874364,0,0.0,0.0,0.0,SOUTH AFRICA
LIVORNO,402759.0,666688.23,-39.58810402277538,0.009843362497474091,25.25,60.75,-58.43621399176955,0.024882730892033585,7,22.0,-68.18181818181817,0.016120860393348993,20,40.0,-50.0,0.03403791824092039,0,0.0,0.0,0.0,ITALY
LONDON,398197.76,493786.6,-19.358330096442465,0.009731886555886247,44.5,46.25,-3.783783783783784,0.04385273365130671,23,24.0,-4.166666666666666,0.052968541292432406,36,27.0,33.33333333333333,0.06126825283365669,0,0.0,0.0,0.0,UNITED KINGDOM
ALGECIRAS,382729.67,448334.75,-14.63305710744037,0.009353849027206429,125.0,150.0,-16.666666666666664,0.12318183609917616,46,29.0,58.620689655172406,0.10593708258486481,74,79.0,-6.329113924050633,0.12594029749140542,0,0.0,0.0,0.0,SPAIN
COCHIN,360544.73,210176.48,71.54380452084837,0.008811652809605549,24.0,15.0,60.0,0.02365091253104182,16,5.0,220.00000000000003,0.03684768089908341,16,9.0,77.77777777777779,0.02723033459273631,0,0.0,0.0,0.0,INDIA
AD DAMMAM,358344.0,39280.0,812.2810590631364,0.008757867337029974,18.0,3.0,500.0,0.017738184398281367,4,2.0,100.0,0.009211920224770853,17,2.0,750.0,0.028932230504782327,0,0.0,0.0,0.0,SAUDI ARABIA
AARHUS,353991.4,234615.04,50.88180195097467,0.008651490522094726,34.25,20.25,69.1358024691358,0.03375182309117427,13,5.0,160.0,0.029938740730505273,16,16.0,0.0,0.02723033459273631,0,0.0,0.0,0.0,DENMARK
SINGAPORE,342857.32,19006.0,1703.9425444596443,0.008379375471864002,30.0,3.0,900.0,0.02956364066380228,8,2.0,300.0,0.018423840449541706,16,2.0,700.0,0.02723033459273631,0,0.0,0.0,0.0,SINGAPORE
GENOA,322842.31,392578.47,-17.763623155391066,0.007890211979997726,42.5,52.5,-19.047619047619047,0.04188182427371989,19,26.0,-26.923076923076923,0.04375662106766155,23,28.0,-17.857142857142858,0.03914360597705844,0,0.0,0.0,0.0,ITALY
LOS ANGELES - CA,310812.51,977376.84,-68.19931706177937,0.007596205683000978,45.25,70.75,-36.042402826855124,0.04459182466790177,27,29.0,-6.896551724137931,0.06218046151720326,29,32.0,-9.375,0.04935498144933456,1,1.0,0.0,0.00801346261719689,USA
LA SPEZIA,308879.87,622908.28,-50.41326629981544,0.007548972285120066,45.0,54.0,-16.666666666666664,0.04434546099570342,18,24.0,-25.0,0.041453641011468846,28,30.0,-6.666666666666667,0.04765308553728854,0,0.0,0.0,0.0,ITALY
MONTREAL,306313.48,174718950.4,-99.82468216567308,0.007486250143392896,45.25,36.25,24.82758620689655,0.04459182466790177,11,28.0,-60.71428571428571,0.02533278061811985,24,19.0,26.31578947368421,0.04084550188910446,0,10.0,-100.0,0.0,CANADA
ODESSA,305431.5,0.0,0.0,0.0074646946999254084,26.0,0.0,0.0,0.02562182190862864,11,0.0,0.0,0.02533278061811985,11,0.0,0.0,0.01872085503250621,0,0.0,0.0,0.0,UKRAINE
OSAKA,291172.04,0.0,0.0,0.007116195885998887,16.0,0.0,0.0,0.015767275020694548,3,0.0,0.0,0.00690894016857814,15,0.0,0.0,0.02552843868069029,0,0.0,0.0,0.0,JAPAN
NAGOYA,278440.0,125827.99,121.28621779621528,0.006805026961028024,22.0,24.0,-8.333333333333332,0.021680003153455005,12,16.0,-25.0,0.02763576067431256,12,12.0,0.0,0.02042275094455223,6,11.0,-45.45454545454545,0.048080775703181346,JAPAN
TANGIER,274986.48,159396.2,72.51758824865333,0.006720623510695996,26.0,14.5,79.3103448275862,0.02562182190862864,12,7.0,71.42857142857143,0.02763576067431256,12,7.0,71.42857142857143,0.02042275094455223,0,0.0,0.0,0.0,MOROCCO
YOKOHAMA,269853.09,188587.18,43.09195884895253,0.006595164318943836,83.25,28.0,197.32142857142858,0.08203910284205132,17,17.0,0.0,0.039150660955276126,43,15.0,186.66666666666666,0.07318152421797883,0,7.0,-100.0,0.0,JAPAN
FOS-SUR-MER,254108.81,223064.7,13.91708773284163,0.006210376752926115,49.25,56.0,-12.053571428571429,0.04853364342307541,10,7.0,42.857142857142854,0.023029800561927133,27,29.0,-6.896551724137931,0.04595118962524252,0,0.0,0.0,0.0,FRANCE
PROGRESO,249199.99,25170.0,890.0675009932459,0.00609040601435826,11.0,1.0,1000.0,0.010840001576727503,4,1.0,300.0,0.009211920224770853,10,1.0,900.0,0.017018959120460194,0,0.0,0.0,0.0,MEXICO
LIANYUNGANG,228866.8,899466.6,-74.55527531539249,0.005593466256587446,46.0,112.0,-58.92857142857143,0.04533091568449683,22,22.0,0.0,0.0506655612362397,23,65.0,-64.61538461538461,0.03914360597705844,0,0.0,0.0,0.0,CHINA
LEIXOES,218400.0,0.0,0.0,0.00533765941778667,16.0,0.0,0.0,0.015767275020694548,3,0.0,0.0,0.00690894016857814,8,0.0,0.0,0.013615167296368155,0,0.0,0.0,0.0,PORTUGAL
CHITTAGONG,212850.0,106425.0,100.0,0.005202018347417091,20.0,10.0,100.0,0.019709093775868186,3,2.0,50.0,0.00690894016857814,10,5.0,100.0,0.017018959120460194,0,0.0,0.0,0.0,BANGLADESH
TORONTO,211350.1,172653.0,22.413221895941575,0.005165361042651806,16.0,2.0,700.0,0.015767275020694548,2,4.0,-50.0,0.004605960112385427,8,1.0,700.0,0.013615167296368155,0,3.0,-100.0,0.0,CANADA
CORONEL,207403.0,26147.0,693.2191073545722,0.005068894579794912,13.0,2.0,550.0,0.01281091095431432,6,1.0,500.0,0.01381788033715628,8,1.0,700.0,0.013615167296368155,0,0.0,0.0,0.0,CHILE
HUTCHISON PORTS SOHAR,205590.69,218601.28,-5.951744655840989,0.005024602026958607,18.25,20.75,-12.048192771084338,0.01798454807047972,5,6.0,-16.666666666666664,0.011514900280963566,9,10.0,-10.0,0.015317063208414172,0,0.0,0.0,0.0,OMAN
PENANG,203343.8,125723.82,61.73848360636829,0.0049696884117148765,18.0,12.0,50.0,0.017738184398281367,9,7.0,28.57142857142857,0.020726820505734423,9,7.0,28.57142857142857,0.015317063208414172,0,0.0,0.0,0.0,MALAYSIA
NAPOLI,197818.0,379471.5,-47.87012990435382,0.004834638785291774,17.0,31.75,-46.45669291338583,0.016752729709487955,9,16.0,-43.75,0.020726820505734423,9,17.0,-47.05882352941176,0.015317063208414172,0,0.0,0.0,0.0,ITALY
MANILA,196328.5,0.0,0.0,0.004798235654784479,20.0,0.0,0.0,0.019709093775868186,4,0.0,0.0,0.009211920224770853,10,0.0,0.0,0.017018959120460194,0,0.0,0.0,0.0,PHILIPPINES
HUANGPU,195985.7,217635.0,-9.947526822432048,0.004789857680203814,20.0,18.0,11.11111111111111,0.019709093775868186,7,7.0,0.0,0.016120860393348993,10,9.0,11.11111111111111,0.017018959120460194,0,0.0,0.0,0.0,CHINA
IZMIT,194420.03,0.0,0.0,0.004751592967655069,14.0,0.0,0.0,0.013796365643107732,1,0.0,0.0,0.0023029800561927133,7,0.0,0.0,0.011913271384322134,0,0.0,0.0,0.0,TURKEY
DERINCE,192149.02000000002,0.0,0.0,0.004696089863651462,7.0,0.0,0.0,0.006898182821553866,1,0.0,0.0,0.0023029800561927133,7,0.0,0.0,0.011913271384322134,0,0.0,0.0,0.0,TURKEY
VALPARAISO - CL,188325.39,823181.62,-77.12225523208353,0.004602640986913221,21.0,52.0,-59.61538461538461,0.020694548464661598,10,11.0,-9.090909090909092,0.023029800561927133,11,41.0,-73.17073170731707,0.01872085503250621,0,0.0,0.0,0.0,CHILE
GEMLIK,176744.64,202370.96,-12.663042167710218,0.004319609396700158,25.0,30.0,-16.666666666666664,0.02463636721983523,7,5.0,40.0,0.016120860393348993,13,15.0,-13.333333333333334,0.022124646856598252,0,0.0,0.0,0.0,TURKEY
VUNG TAU,166441.22,225320.31,-26.1312839486152,0.004067795537733072,39.0,23.0,69.56521739130434,0.038432732862942964,19,9.0,111.11111111111111,0.04375662106766155,20,11.0,81.81818181818183,0.03403791824092039,0,0.0,0.0,0.0,VIETNAM
VENICE,158590.0,0.0,0.0,0.0038759130360200914,12.0,0.0,0.0,0.01182545626552091,6,0.0,0.0,0.01381788033715628,6,0.0,0.0,0.010211375472276116,0,0.0,0.0,0.0,ITALY
JINGZHOU,153550.8,82085.1,87.06293834081944,0.0037527558320910137,10.0,6.0,66.66666666666666,0.009854546887934093,6,3.0,100.0,0.01381788033715628,6,3.0,100.0,0.010211375472276116,0,0.0,0.0,0.0,CHINA
MARSEILLE,153013.3,89475.17,71.01202490031591,0.0037396194221227886,34.0,20.0,70.0,0.03350545941897591,13,7.0,85.71428571428571,0.029938740730505273,20,10.0,100.0,0.03403791824092039,0,0.0,0.0,0.0,FRANCE
BARRANQUILLA,144996.38,249602.85,-41.90916489935912,0.00354368724016472,16.75,34.0,-50.73529411764706,0.016506366037289607,6,14.0,-57.14285714285714,0.01381788033715628,8,18.0,-55.55555555555556,0.013615167296368155,0,0.0,0.0,0.0,COLOMBIA
AL AQABAH,137240.0,82940.0,65.46901374487581,0.0033541226121659457,5.0,3.0,66.66666666666666,0.0049272734439670465,1,2.0,-50.0,0.0023029800561927133,5,3.0,66.66666666666666,0.008509479560230097,0,0.0,0.0,0.0,JORDAN
PECEM,130274.94,55434.01,135.00904949867416,0.003183897712420299,48.0,22.0,118.18181818181819,0.04730182506208364,6,2.0,200.0,0.01381788033715628,24,11.0,118.18181818181819,0.04084550188910446,0,0.0,0.0,0.0,BRAZIL
PHILIPSBURG,128230.0,101330.0,26.546925885719926,0.0031339197213497466,20.0,13.0,53.84615384615385,0.019709093775868186,7,6.0,16.666666666666664,0.016120860393348993,7,6.0,16.666666666666664,0.011913271384322134,0,0.0,0.0,0.0,NETHERLANDS ANTILLES
NOT AVAILABLE,127218.05,238980.96,-46.76644951129161,0.0031091878328523607,25.0,68.0,-63.23529411764706,0.02463636721983523,5,6.0,-16.666666666666664,0.011514900280963566,8,13.0,-38.46153846153847,0.013615167296368155,0,0.0,0.0,0.0,NOT AVAILABLE
MONTEVIDEO,126708.39,254755.07,-50.26266209343744,0.0030967318278209074,12.25,10.5,16.666666666666664,0.012071819937719263,8,25.0,-68.0,0.018423840449541706,8,7.0,14.285714285714285,0.013615167296368155,0,18.0,-100.0,0.0,URUGUAY
BEIRUT,116000.0,64433.0,80.0319711948846,0.0028350205698866927,9.0,4.0,125.0,0.008869092199140683,8,4.0,100.0,0.018423840449541706,8,4.0,100.0,0.013615167296368155,0,0.0,0.0,0.0,LEBANON
AMBARLI,114107.01,570778.7,-80.00853745943918,0.0027887562113643664,16.0,65.5,-75.57251908396947,0.015767275020694548,7,26.0,-73.07692307692307,0.016120860393348993,8,33.0,-75.75757575757575,0.013615167296368155,0,0.0,0.0,0.0,TURKEY
DA-NANG,113303.61,51350.96,120.64555365664052,0.0027691212499346514,10.0,4.0,150.0,0.009854546887934093,4,1.0,300.0,0.009211920224770853,5,2.0,150.0,0.008509479560230097,0,0.0,0.0,0.0,VIETNAM
RIGA,110847.04,114997.0,-3.6087550110002926,0.002709083090612526,37.0,7.0,428.57142857142856,0.03646182348535614,4,1.0,300.0,0.009211920224770853,20,4.0,400.0,0.03403791824092039,0,0.0,0.0,0.0,LATVIA
ABU DHABI,105100.0,0.0,0.0,0.0025686263956473396,5.0,0.0,0.0,0.0049272734439670465,1,0.0,0.0,0.0023029800561927133,5,0.0,0.0,0.008509479560230097,0,0.0,0.0,0.0,SAUDI ARABIA
SANSHUI,104495.39,10294.5,915.060372043324,0.0025538498285201054,7.0,2.0,250.0,0.006898182821553866,2,1.0,100.0,0.004605960112385427,5,1.0,400.0,0.008509479560230097,0,0.0,0.0,0.0,CHINA
YICHANG,104190.0,82080.0,26.937134502923975,0.002546386148073229,8.0,4.0,100.0,0.007883637510347274,3,2.0,50.0,0.00690894016857814,5,4.0,25.0,0.008509479560230097,0,0.0,0.0,0.0,CHINA
LA GUAIRA,102013.0,87133.0,17.077341535353998,0.0024931806327228552,16.0,13.0,23.076923076923077,0.015767275020694548,4,3.0,33.33333333333333,0.009211920224770853,8,7.0,14.285714285714285,0.013615167296368155,0,0.0,0.0,0.0,VENEZUELA
GAOLAN,101579.0,0.0,0.0,0.002482573745418279,12.0,0.0,0.0,0.01182545626552091,2,0.0,0.0,0.004605960112385427,6,0.0,0.0,0.010211375472276116,0,0.0,0.0,0.0,CHINA
SEATTLE - WA,100992.13,285608.41000000003,-64.63965119234409,0.0024682307409195775,20.0,38.0,-47.368421052631575,0.019709093775868186,10,9.0,11.11111111111111,0.023029800561927133,10,15.0,-33.33333333333333,0.017018959120460194,0,0.0,0.0,0.0,USA
YANGZHOU,98330.6,1108086.0,-91.12608588142076,0.002403183393528452,10.0,37.0,-72.97297297297297,0.009854546887934093,5,7.0,-28.57142857142857,0.011514900280963566,5,37.0,-86.48648648648648,0.008509479560230097,0,2.0,-100.0,0.0,CHINA
GOTHENBURG,96232.91,10270.0,837.0293086660176,0.0023519162012935763,10.0,1.0,900.0,0.009854546887934093,5,1.0,400.0,0.011514900280963566,5,1.0,400.0,0.008509479560230097,0,0.0,0.0,0.0,SWEDEN
BEIJIAO,90371.83,108059.51,-16.36846215571401,0.002208672387830201,24.0,28.0,-14.285714285714285,0.02365091253104182,12,13.0,-7.6923076923076925,0.02763576067431256,12,14.0,-14.285714285714285,0.02042275094455223,0,0.0,0.0,0.0,CHINA
AELESUND,90080.0,193930.0,-53.55025009023875,0.002201540111512011,6.0,15.5,-61.29032258064516,0.005912728132760455,3,7.0,-57.14285714285714,0.00690894016857814,3,7.0,-57.14285714285714,0.005105687736138058,0,0.0,0.0,0.0,NORWAY
GIBRALTAR,87428.58,0.0,0.0,0.002136739850827451,32.0,0.0,0.0,0.031534550041389095,4,0.0,0.0,0.009211920224770853,16,0.0,0.0,0.02723033459273631,0,0.0,0.0,0.0,UNITED KINGDOM
POINTE A PITRE,82503.0,310976.0,-73.46965682239144,0.002016359500666912,9.0,27.5,-67.27272727272727,0.008869092199140683,5,29.0,-82.75862068965517,0.011514900280963566,5,15.0,-66.66666666666666,0.008509479560230097,0,14.0,-100.0,0.0,GUADELOUPE
OSLO,81761.4,175734.2,-53.47439485313616,0.001998234920885636,6.75,16.75,-59.70149253731343,0.006651819149355513,3,7.0,-57.14285714285714,0.00690894016857814,3,7.0,-57.14285714285714,0.005105687736138058,0,0.0,0.0,0.0,NORWAY
PORT OF SINES,80523.9,49381.0,63.06656406310118,0.0019679906281680954,9.0,5.0,80.0,0.008869092199140683,6,3.0,100.0,0.01381788033715628,6,3.0,100.0,0.010211375472276116,0,0.0,0.0,0.0,PORTUGAL
BURGAS,73499.03,0.0,0.0,0.001796303982040682,4.0,0.0,0.0,0.003941818755173637,2,0.0,0.0,0.004605960112385427,4,0.0,0.0,0.0068075836481840775,0,0.0,0.0,0.0,BULGARIA
FREDERICIA,70407.0,85219.9,-17.381972989876772,0.0017207352867587276,8.0,7.5,6.666666666666667,0.007883637510347274,5,5.0,0.0,0.011514900280963566,6,5.0,20.0,0.010211375472276116,0,0.0,0.0,0.0,DENMARK
KOBE,70123.0,47252.0,48.40218403453822,0.0017137943743290047,9.0,6.0,50.0,0.008869092199140683,3,3.0,0.0,0.00690894016857814,5,3.0,66.66666666666666,0.008509479560230097,0,0.0,0.0,0.0,JAPAN
NANCHANG,62649.96,0.0,0.0,0.0015311545284705044,24.0,0.0,0.0,0.02365091253104182,1,0.0,0.0,0.0023029800561927133,12,0.0,0.0,0.02042275094455223,0,0.0,0.0,0.0,CHINA
TEMA,59728.0,0.0,0.0,0.0014597423155016586,6.0,0.0,0.0,0.005912728132760455,3,0.0,0.0,0.00690894016857814,4,0.0,0.0,0.0068075836481840775,0,0.0,0.0,0.0,GHANA
COPENHAGEN,59405.0,111567.3,-46.754111643823954,0.001451848249604474,12.25,26.5,-53.77358490566038,0.012071819937719263,5,7.0,-28.57142857142857,0.011514900280963566,6,14.0,-57.14285714285714,0.010211375472276116,0,0.0,0.0,0.0,DENMARK
JEDDAH,58944.0,28500.0,106.82105263157895,0.0014405814868224242,4.0,2.25,77.77777777777779,0.003941818755173637,3,1.0,200.0,0.00690894016857814,3,1.0,200.0,0.005105687736138058,0,0.0,0.0,0.0,SAUDI ARABIA
LISBOA,58160.0,0.0,0.0,0.00142142065814319,5.0,0.0,0.0,0.0049272734439670465,2,0.0,0.0,0.004605960112385427,3,0.0,0.0,0.005105687736138058,0,0.0,0.0,0.0,PORTUGAL
MANZANILLO - MX,57323.7,1097006.02,-94.77453186628821,0.0014009816262242568,7.0,154.75,-95.47657512116317,0.006898182821553866,3,45.0,-93.33333333333333,0.00690894016857814,4,69.0,-94.20289855072464,0.0068075836481840775,0,0.0,0.0,0.0,MEXICO
BANJUL,56000.0,0.0,0.0,0.0013686306199453,4.0,0.0,0.0,0.003941818755173637,1,0.0,0.0,0.0023029800561927133,2,0.0,0.0,0.0034037918240920387,0,0.0,0.0,0.0,THE GAMBIA
TALLINN,54080.0,108160.0,-50.0,0.0013217061415471754,4.25,8.75,-51.42857142857142,0.004188182427371989,2,4.0,-50.0,0.004605960112385427,2,4.0,-50.0,0.0034037918240920387,0,0.0,0.0,0.0,ESTONIA
VANCOUVER,51172.89,322055.19,-84.11052155377467,0.00125065686009094,4.0,29.0,-86.20689655172413,0.003941818755173637,2,11.0,-81.81818181818183,0.004605960112385427,2,12.0,-83.33333333333334,0.0034037918240920387,0,0.0,0.0,0.0,CANADA
XIAOCHAN BEACH,51033.0,0.0,0.0,0.0012472379719226515,2.0,0.0,0.0,0.0019709093775868184,1,0.0,0.0,0.0023029800561927133,2,0.0,0.0,0.0034037918240920387,0,0.0,0.0,0.0,CHINA
SALVADOR,50605.92,100609.35,-49.70057951870279,0.0012368002082589688,2.0,5.0,-60.0,0.0019709093775868184,1,3.0,-66.66666666666666,0.0023029800561927133,2,4.0,-50.0,0.0034037918240920387,0,0.0,0.0,0.0,BRAZIL
FELIXSTOWE,49540.0,51480.0,-3.7684537684537687,0.00121074930200161,4.0,4.0,0.0,0.003941818755173637,2,2.0,0.0,0.004605960112385427,2,2.0,0.0,0.0034037918240920387,0,0.0,0.0,0.0,UNITED KINGDOM
RIJEKA,49194.14,13958.98,252.41930284304445,0.0012022965415334978,4.0,2.25,77.77777777777779,0.003941818755173637,2,1.0,100.0,0.004605960112385427,2,1.0,100.0,0.0034037918240920387,0,0.0,0.0,0.0,CROATIA
