country,hs_code,hs_desc,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac,anomaly_score_weight_kg,is_anomaly_weight_kg,zscore_weight_kg,is_significant_weight_kg,metric
USA,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",52031.4,52031.4,2.0,2601469.9999999995,0.0012716387006896,6.0,6.0,0.0,600.0,0.0059127281327604,5,5,1.0,400.0,0.0115149002809635,3,3,0.0,300.0,0.005105687736138,2,2,2.0,0.0,0.0160269252343937,-0.7684594038028357,-1,32.811162617340116,True,weight_kg
