country,hs_code,hs_desc,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac,anomaly_score_weight_kg,is_anomaly_weight_kg,zscore_weight_kg,is_significant_weight_kg,hs_chapter
PERU,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",436759.98,436759.98,861833.8,-49.322017771872034,0.0106743407534767,54.0,54.0,104.0,-48.07692307692308,0.0532145531948441,7,7,9.0,-22.22222222222222,0.0161208603933489,27,27,52.0,-48.07692307692308,0.0459511896252425,0,0,0.0,0.0,0.0,-0.34434000434472845,1,0.03623773225114276,False,19
CANADA,207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",433630.23,433630.23,949501.81,-54.33076320307384,0.0105978501877129,34.0,34.0,82.5,-58.78787878787879,0.0335054594189759,8,8,34.0,-76.47058823529412,0.0184238404495417,17,17,35.0,-51.42857142857143,0.0289322305047823,0,0,0.0,0.0,0.0,-0.3479551249700084,1,0.036300973859627245,False,20
SPAIN,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",430559.8,430559.8,153823.01,179.9059776557486,0.0105228093928129,35.0,35.0,15.0,133.33333333333334,0.0344909141077693,15,15,6.0,150.0,0.0345447008428907,24,24,9.0,166.66666666666666,0.0408455018891044,0,0,0.0,0.0,0.0,-0.35218261021056263,1,0.03334344518072987,False,22
ITALY,207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",429750.0,429750.0,351801.0,22.15712860395508,0.0105030180164552,34.0,34.0,26.25,29.52380952380953,0.0335054594189759,15,15,12.0,25.0,0.0345447008428907,16,16,13.0,23.07692307692308,0.0272303345927363,0,0,0.0,0.0,0.0,-0.34282456304740555,1,0.03533521958564667,False,20
BRAZIL,2309,Preparations of a kind used in animal feeding,428917.62,428917.62,829069.53,-48.26518108800838,0.0104826747886796,34.5,34.5,62.5,-44.8,0.0339981867633726,16,16,31.0,-48.38709677419355,0.0368476808990834,16,16,31.0,-48.38709677419355,0.0272303345927363,0,0,0.0,0.0,0.0,-0.3449676168811327,1,0.03622438838036494,False,23
INDIA,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",428695.6,428695.6,738111.0299999999,-41.91990329693352,0.0104772486570682,16.0,16.0,32.0,-50.0,0.0157672750206945,15,15,20.0,-25.0,0.0345447008428907,16,16,28.0,-42.85714285714285,0.0272303345927363,0,0,0.0,0.0,0.0,-0.3444105020719428,1,0.03614427139712026,False,85
CHINA,7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",427600.24,427600.24,255396.0,67.42636533070213,0.0104504782421421,21.0,21.0,16.0,31.25,0.0206945484646615,10,10,6.0,66.66666666666667,0.0230298005619271,16,16,12.0,33.333333333333336,0.0272303345927363,0,0,0.0,0.0,0.0,-0.34707564063258595,1,0.03476363945948772,False,73
CHINA,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with con",419499.16,419499.16,58610.20999999999,615.7441681236087,0.0102524892038809,40.0,40.0,4.0,900.0,0.0394181875517363,15,15,2.0,650.0,0.0345447008428907,22,22,4.0,450.0,0.0374417100650124,0,0,0.0,0.0,0.0,-0.38160652950484336,1,0.027840448755227478,False,85
BRAZIL,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",419347.0,419347.0,55542.240000000005,655.0055597325567,0.0102487704389678,34.5,34.5,4.0,762.5,0.0339981867633726,9,9,2.0,350.0,0.0207268205057344,15,15,2.0,650.0,0.0255284386806902,0,0,0.0,0.0,0.0,-0.38508124645731256,1,0.027344725107301255,False,22
INDIA,2837,"Cyanides, cyanide oxides and complex cyanides",413385.6,413385.6,49593.0,733.5563486782409,0.0101030748215082,33.75,33.75,4.5,650.0,0.0332590957467775,9,9,2.0,350.0,0.0207268205057344,15,15,2.0,650.0,0.0255284386806902,0,0,0.0,0.0,0.0,-0.39357400954098654,1,0.026352924204483475,False,28
SPAIN,2104,Soups and broths and preparations therefor; homogenised composite food preparations,411838.04,411838.04,167833.76,145.38450428566932,0.010065252714326,17.0,17.0,7.0,142.85714285714286,0.0167527297094879,17,17,7.0,142.85714285714286,0.0391506609552761,17,17,7.0,142.85714285714286,0.0289322305047823,0,0,0.0,0.0,0.0,-0.34820580191782563,1,0.03377932149609979,False,21
CHINA,2102,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading no. 3002); prepared baking powders",410410.02,410410.02,781273.26,-47.46908143253233,0.0100303521447207,31.0,31.0,59.0,-47.45762711864407,0.0305490953525956,12,12,22.0,-45.45454545454545,0.0276357606743125,16,16,29.0,-44.82758620689656,0.0272303345927363,0,0,0.0,0.0,0.0,-0.3439984775285046,1,0.036214336637185374,False,21
USA,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",409167.8000000001,409167.8000000001,176531.19,131.78215702279016,0.0099999924959938,42.0,42.0,23.0,82.6086956521739,0.0413890969293231,31,31,27.0,14.814814814814817,0.0713923817419741,23,23,13.0,76.92307692307692,0.0391436059770584,22,22,24.0,-8.333333333333334,0.1762961775783316,-0.34789688511814315,1,0.033951067960735465,False,49
CHINA,3006,Pharmaceutical goods,408983.37,408983.37,111194.78,267.80806617001264,0.009995485057686,70.0,70.0,38.75,80.64516129032258,0.0689818282155386,24,24,20.0,20.0,0.0552715213486251,43,43,22.0,95.45454545454544,0.0731815242179788,0,0,0.0,0.0,0.0,-0.3540900507370945,1,0.032233572550318744,False,30
CHINA,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",404912.9,404912.9,389234.4,4.028035548759307,0.0098960034526937,16.0,16.0,15.0,6.666666666666667,0.0157672750206945,8,8,9.0,-11.11111111111111,0.0184238404495417,15,15,14.0,7.142857142857143,0.0255284386806902,0,0,0.0,0.0,0.0,-0.34127654005071656,1,0.03556412181693863,False,85
SWEDEN,207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",400232.9099999999,400232.9099999999,212610.0,88.24745308310989,0.0097816252809966,32.0,32.0,16.5,93.93939393939394,0.031534550041389,15,15,8.0,87.5,0.0345447008428907,15,15,8.0,87.5,0.0255284386806902,0,0,0.0,0.0,0.0,-0.3442122170923644,1,0.03450074746428744,False,20
SOUTH KOREA,302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",397749.0,397749.0,2164911.0,-81.62746644088371,0.0097209189366539,28.25,28.25,163.0,-82.66871165644172,0.0278390949584138,6,6,32.0,-81.25,0.0138178803371562,14,14,76.0,-81.57894736842105,0.0238265427686442,0,0,0.0,0.0,0.0,-0.34893562506775483,1,0.03664562851273238,False,30
COLOMBIA,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",393799.2400000001,393799.2400000001,51997.32,657.3452631789486,0.0096243874638426,31.0,31.0,4.5,588.8888888888889,0.0305490953525956,16,16,2.0,700.0,0.0368476808990834,16,16,2.0,700.0,0.0272303345927363,0,0,0.0,0.0,0.0,-0.37898140737539404,1,0.02731518345633118,False,21
CHINA,9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or incl",389440.46,389440.46,271958.91000000003,43.19827212132888,0.0095178596107425,48.0,48.0,32.25,48.83720930232558,0.0473018250620836,25,25,16.0,56.25,0.0575745014048178,26,26,16.0,62.5,0.0442492937131965,0,0,0.0,0.0,0.0,-0.3360238883291927,1,0.03506954911413454,False,94
SOUTH KOREA,5401,"Sewing thread of man-made filaments, whether or not put up for retail sale",389349.48,389349.48,249886.4,55.8105923331562,0.0095156360747817,34.0,34.0,22.0,54.54545454545455,0.0335054594189759,9,9,7.0,28.571428571428573,0.0207268205057344,17,17,11.0,54.54545454545455,0.0289322305047823,0,0,0.0,0.0,0.0,-0.33755199643726186,1,0.034910302965997606,False,54
USA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",389072.67,389072.67,513435.11,-24.22164701591989,0.0095088708847477,57.0,57.0,74.5,-23.48993288590604,0.0561709172612243,39,39,65.0,-40.0,0.0898162221915158,30,30,37.0,-18.91891891891892,0.0510568773613805,11,11,55.0,-80.0,0.0881480887891658,-0.3366834406122351,1,0.035920809013184854,False,48
INDIA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",385272.21,385272.21,147280.38,161.59099399390465,0.0094159882789284,58.0,58.0,23.5,146.80851063829786,0.0571563719500177,15,15,7.0,114.28571428571428,0.0345447008428907,29,29,12.0,141.66666666666666,0.0493549814493345,0,0,0.0,0.0,0.0,-0.34686476353005435,1,0.03357469451093673,False,48
TURKEY,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",385155.95,385155.95,164576.2,134.02894829264494,0.0094131469040021,19.0,19.0,7.0,171.42857142857142,0.0187236390870747,9,9,3.0,200.0,0.0207268205057344,17,17,7.0,142.85714285714286,0.0289322305047823,0,0,0.0,0.0,0.0,-0.3427267561303738,1,0.03392269944095617,False,34
INDIA,6309,Textiles; worn clothing and other worn articles,383291.49,383291.49,55940.0,585.1832141580264,0.009367579813901,33.75,33.75,4.25,694.1176470588235,0.0332590957467775,17,17,2.0,750.0,0.0391506609552761,17,17,2.0,750.0,0.0289322305047823,0,0,0.0,0.0,0.0,-0.3743960601416725,1,0.028226318612689972,False,63
INDIA,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",382515.32,382515.32,1977393.9,-80.65558308842765,0.0093486103491102,28.0,28.0,151.25,-81.48760330578513,0.0275927312862154,5,5,41.0,-87.8048780487805,0.0115149002809635,14,14,72.0,-80.55555555555556,0.0238265427686442,0,0,0.0,0.0,0.0,-0.3451703106351406,1,0.03663335728287794,False,48
EGYPT,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,382200.0,382200.0,163800.0,133.33333333333334,0.0093409039811266,14.0,14.0,6.0,133.33333333333334,0.0137963656431077,2,2,1.0,100.0,0.0046059601123854,14,14,6.0,133.33333333333334,0.0238265427686442,0,0,0.0,0.0,0.0,-0.3421645657383695,1,0.03393148244051504,False,28
NETHERLANDS,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",381218.16,381218.16,202840.47,87.93989187660627,0.0093169079759858,34.0,34.0,18.0,88.88888888888889,0.0335054594189759,3,3,2.0,50.0,0.0069089401685781,17,17,9.0,88.88888888888889,0.0289322305047823,0,0,0.0,0.0,0.0,-0.3399226601100054,1,0.03450463080507085,False,76
VIETNAM,1006,Rice,377914.0,377914.0,65367.58,478.1367460750421,0.0092361548590358,16.0,16.0,3.0,433.3333333333333,0.0157672750206945,5,5,3.0,66.66666666666667,0.0115149002809635,16,16,3.0,433.3333333333333,0.0272303345927363,0,0,0.0,0.0,0.0,-0.36518715628698045,1,0.029577912722859527,False,10
COSTA RICA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",374175.88,374175.88,261570.72,43.04960432880255,0.0091447958323746,93.0,93.0,60.0,55.0,0.091647286057787,17,17,12.0,41.66666666666666,0.0391506609552761,42,42,29.0,44.82758620689656,0.0714796283059328,0,0,0.0,0.0,0.0,-0.33619656272061527,1,0.035071426228964656,False,39
CHINA,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",373979.28,373979.28,305215.8,22.529462760446865,0.0091399909613053,26.0,26.0,24.0,8.333333333333334,0.0256218219086286,9,9,9.0,0.0,0.0207268205057344,15,15,13.0,15.384615384615383,0.0255284386806902,0,0,0.0,0.0,0.0,-0.33567320129277406,1,0.035330518406224865,False,48
TRINIDAD AND TOBAGO,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",373144.81,373144.81,62900.8,493.2274470277008,0.0091195966542798,51.0,51.0,13.5,277.77777777777777,0.0502581891284638,10,10,3.0,233.33333333333331,0.0230298005619271,26,26,5.0,420.0,0.0442492937131965,0,0,0.0,0.0,0.0,-0.3662516888378702,1,0.029387373951322182,False,39
CHINA,2106,Food preparations not elsewhere specified or included,365245.0,365245.0,386776.0,-5.566788011665667,0.0089265266211057,27.0,27.0,24.0,12.5,0.026607276597422,10,10,11.0,-9.090909090909092,0.0230298005619271,21,21,20.0,5.0,0.0357398141529664,0,0,0.0,0.0,0.0,-0.33551376884116485,1,0.035685268336245864,False,21
JAPAN,4011,"New pneumatic tyres, of rubber",364229.0,364229.0,62290.0,484.7310964841869,0.0089016957512867,58.25,58.25,16.0,264.0625,0.057402735622216,12,12,6.0,100.0,0.0276357606743125,29,29,8.0,262.5,0.0493549814493345,3,3,2.0,50.0,0.0240403878515906,-0.364895805797088,1,0.02949465088962945,False,40
CHILE,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",363747.61,363747.61,228482.19,59.20173471726616,0.00888993066032,28.0,28.0,22.0,27.272727272727277,0.0275927312862154,15,15,9.0,66.66666666666667,0.0345447008428907,16,16,10.0,60.0,0.0272303345927363,0,0,0.0,0.0,0.0,-0.33940079108695614,1,0.03486748559747354,False,22
CHINA,3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specif",361307.5,361307.5,81212.0,344.8942274540708,0.0088302947806408,22.0,22.0,8.0,175.0,0.021680003153455,12,12,4.0,200.0,0.0276357606743125,14,14,4.0,250.0,0.0238265427686442,0,0,0.0,0.0,0.0,-0.3516431286288909,1,0.03126026438394053,False,38
USA,8706,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705",360678.76,360678.76,228555.76,57.80777522299156,0.0088149284803553,8.0,8.0,4.0,100.0,0.0078836375103472,16,16,8.0,100.0,0.0368476808990834,4,4,1.0,300.0,0.006807583648184,13,13,7.0,85.71428571428571,0.1041750140235595,-0.33553269931840135,1,0.03488508606086123,False,87
USA,4802,"Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4",359210.31,359210.31,73043.91,391.7731129124933,0.0087790398083222,32.0,32.0,6.0,433.3333333333333,0.031534550041389,12,12,1.0,1100.0,0.0276357606743125,16,16,3.0,433.3333333333333,0.0272303345927363,2,2,0.0,200.0,0.0160269252343937,-0.35554898969806,1,0.030668360450895316,False,48
DOMINICAN REPUBLIC,3406,"Candles, tapers and the like",358952.65,358952.65,111994.12,220.5102642888752,0.0087727426410805,26.0,26.0,8.0,225.0,0.0256218219086286,13,13,4.0,225.0,0.0299387407305052,13,13,4.0,225.0,0.0221246468565982,0,0,0.0,0.0,0.0,-0.344107305718222,1,0.03283076582153396,False,34
