country_origin,hs_code,hs_description,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac
CHINA,3402,"Organic surface-active agents (not soap); surface-active, washing (including auxiliary washing) and cleaning preparations, containing soap or not, excluding those of heading no. 3401",226821.2,226821.2,103520.92000000001,119.10663081433201,0.005543472135227443,16.0,16.0,8.0,100.0,0.015767275020694548,9,9,3.0,200.0,0.02072682050573442,9,9,5.0,80.0,0.015317063208414174,0,0,0.0,0.0,0.0
COLOMBIA,8301,"Padlocks and locks (key, combination, electrically operated) of base metal; clasps and frames with clasps incorporating locks, of base metal, keys for any or the foregoing articles, of base metal",224547.9,224547.9,75328.1,198.093141868705,0.005487913064007414,39.25,39.25,12.25,220.40816326530611,0.038679096535141316,19,19,6.0,216.66666666666666,0.04375662106766155,20,20,6.0,233.33333333333334,0.03403791824092039,0,0,0.0,0.0,0.0
USA,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal",223642.32,223642.32,241022.58,-7.211050516511765,0.005465780840492948,36.0,36.0,34.0,5.882352941176471,0.035476368796562734,130,130,154.0,-15.584415584415584,0.29938740730505276,19,19,18.0,5.555555555555555,0.032336022328874364,111,111,139.0,-20.14388489208633,0.8894943505088548
CHINA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",220991.28000000003,220991.28000000003,166842.4,32.45510733482618,0.005400989866944738,16.0,16.0,12.0,33.333333333333336,0.015767275020694548,5,5,4.0,25.0,0.011514900280963566,8,8,6.0,33.333333333333336,0.013615167296368155,0,0,0.0,0.0,0.0
SPAIN,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,216985.0,216985.0,4462.32,4762.605102278636,0.005303077054800551,10.0,10.0,1.0,900.0,0.009854546887934093,2,2,1.0,100.0,0.004605960112385427,10,10,1.0,900.0,0.017018959120460194,0,0,0.0,0.0,0.0
VIETNAM,9999,Commodities not specified according to kind,216433.81999999998,216433.81999999998,190186.87,13.800610946486465,0.005289606307923738,37.0,37.0,28.0,32.142857142857146,0.03646182348535614,7,7,8.0,-12.5,0.016120860393348993,19,19,17.0,11.764705882352942,0.032336022328874364,0,0,0.0,0.0,0.0
CHINA,8529,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8525 to 8528,216108.93,216108.93,109799.6,96.82123614293674,0.005281666050743132,33.0,33.0,22.75,45.05494505494506,0.0325200047301825,7,7,2.0,250.0,0.016120860393348993,19,19,11.0,72.72727272727273,0.032336022328874364,0,0,0.0,0.0,0.0
USA,8407,Reciprocating or rotary internal combustion piston engines,215842.31,215842.31000000003,539053.5,-59.95901890999687,0.005275149902602242,0.0,0.0,5.0,-100.0,0.0,122,122,82.0,48.78048780487805,0.28096356685551105,0,0,3.0,-100.0,0.0,123,123,79.0,55.69620253164557,0.9856559019152176
INDIA,3305,Hair preparations; for use on the hair,214712.0,214712.0,99038.76000000001,116.79592918974348,0.005247525315530271,16.0,16.0,10.25,56.09756097560975,0.015767275020694548,8,8,5.0,60.0,0.018423840449541706,8,8,5.0,60.0,0.013615167296368155,0,0,0.0,0.0,0.0
IRELAND,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",214499.0,214499.0,,,0.005242319631207979,16.0,16.0,,,0.015767275020694548,6,6,,,0.01381788033715628,8,8,,,0.013615167296368155,0,0,,,0.0
IRELAND,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",213970.0,213970.0,240900.0,-11.178912411789124,0.005229390959815996,16.0,16.0,21.75,-26.436781609195403,0.015767275020694548,7,7,7.0,0.0,0.016120860393348993,8,8,9.0,-11.11111111111111,0.013615167296368155,0,0,0.0,0.0,0.0
BANGLADESH,2401,"Tobacco, unmanufactured; tobacco refuse",212850.0,212850.0,106425.0,100.0,0.00520201834741709,20.0,20.0,10.0,100.0,0.019709093775868186,3,3,2.0,50.0,0.00690894016857814,10,10,5.0,100.0,0.017018959120460194,0,0,0.0,0.0,0.0
USA,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",212279.24,212279.24,50332.340000000004,321.75515781702177,0.005188069068619947,41.75,41.75,24.75,68.68686868686869,0.041142733257124836,13,13,8.0,62.5,0.029938740730505273,20,20,9.0,122.22222222222223,0.03403791824092039,2,2,1.0,100.0,0.016026925234393783
MOROCCO,0405,Butter and other fats and oils derived from milk; dairy spreads,209950.48,209950.48,159396.19999999998,31.716113684015074,0.005131154564289522,20.0,20.0,14.5,37.93103448275862,0.019709093775868186,9,9,7.0,28.571428571428573,0.02072682050573442,9,9,7.0,28.571428571428573,0.015317063208414174,0,0,0.0,0.0,0.0
USA,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",209278.31,209278.31,228293.94999999998,-8.32945419709983,0.005114726842078653,18.0,18.0,21.25,-15.294117647058824,0.017738184398281367,8,8,8.0,0.0,0.018423840449541706,10,10,11.0,-9.090909090909092,0.017018959120460194,1,1,1.0,0.0,0.008013462617196892
CANADA,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",209231.22999999998,209231.23,23408.0,793.8449675324675,0.005113576214764599,55.0,55.0,6.0,816.6666666666666,0.05420000788363751,14,14,4.0,250.0,0.032241720786697986,31,31,4.0,675.0,0.052758773273426596,0,0,0.0,0.0,0.0
CHINA,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",209157.94,209157.94,74099.0,182.26823573867392,0.0051117850194407465,97.0,97.0,18.0,438.8888888888889,0.0955891048129607,9,9,5.0,80.0,0.02072682050573442,49,49,9.0,444.44444444444446,0.08339289969025494,0,0,1.0,-100.0,0.0
DOMINICAN REPUBLIC,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",208654.64,208654.64,312640.24,-33.260465767298534,0.005099484451743988,16.0,16.0,24.0,-33.333333333333336,0.015767275020694548,2,2,5.0,-60.0,0.004605960112385427,8,8,12.0,-33.333333333333336,0.013615167296368155,0,0,0.0,0.0,0.0
JAMAICA,7317,"Nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, of iron or steel, with heads of other material or not, but excluding articles with heads of copper",208538.28999999998,208538.29,,,0.005096640877232725,9.0,9.0,,,0.008869092199140683,6,6,,,0.01381788033715628,8,8,,,0.013615167296368155,0,0,,,0.0
TURKEY,7220,Stainless steel; flat-rolled products of width less than 600mm,207379.98,207379.98,,,0.005068331974850783,7.0,7.0,,,0.006898182821553865,3,3,,,0.00690894016857814,7,7,,,0.011913271384322134,1,1,,,0.008013462617196892
CHINA,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless ne",207082.21999999997,207082.21999999997,43269.100000000006,378.59146596531923,0.005061054770325873,44.0,44.0,9.0,388.8888888888889,0.04336000630691001,14,14,7.0,100.0,0.032241720786697986,27,27,9.0,200.0,0.04595118962524252,0,0,0.0,0.0,0.0
PANAMA,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,206800.0,206800.0,207600.0,-0.3853564547206166,0.005054157360797999,11.0,11.0,11.0,0.0,0.010840001576727503,11,11,11.0,0.0,0.025332780618119846,11,11,11.0,0.0,0.01872085503250621,0,0,0.0,0.0,0.0
INDIA,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",206657.0,206657.0,54692.0,277.8559935639582,0.005050662464750639,15.0,15.0,4.0,275.0,0.01478182033190114,8,8,2.0,300.0,0.018423840449541706,8,8,2.0,300.0,0.013615167296368155,0,0,0.0,0.0,0.0
VIETNAM,9001,"Optical fibres and optical fibre bundles; optical fibre cables not of heading no. 8544; sheets, plates of polarising material; lenses, prisms, mirrors, of any material; unmounted; not non optical glas",203210.0,203210.0,183606.58000000002,10.676861363029571,0.004966418362126506,16.0,16.0,17.0,-5.882352941176471,0.015767275020694548,1,1,3.0,-66.66666666666667,0.0023029800561927133,8,8,9.0,-11.11111111111111,0.013615167296368155,0,0,0.0,0.0,0.0
SOUTH KOREA,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",203097.5,203097.5,90435.5,124.57718484444715,0.004963668880970366,18.0,18.0,8.0,125.0,0.017738184398281367,9,9,4.0,125.0,0.02072682050573442,9,9,4.0,125.0,0.015317063208414174,0,0,0.0,0.0,0.0
BELGIUM,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",202181.0,202181.0,,,0.004941269774485012,10.0,10.0,,,0.009854546887934093,2,2,,,0.004605960112385427,10,10,,,0.017018959120460194,0,0,,,0.0
HAITI,4011,"New pneumatic tyres, of rubber",200411.12,200411.12,,,0.00489801420374164,28.0,28.0,,,0.02759273128621546,3,3,,,0.00690894016857814,14,14,,,0.02382654276864427,1,1,,,0.008013462617196892
NETHERLANDS,1507,"Soya-bean oil and its fractions; whether or not refined, but not chemically modified",199210.0,199210.0,,,0.004868659032130413,9.0,9.0,,,0.008869092199140683,5,5,,,0.011514900280963566,9,9,,,0.015317063208414174,0,0,,,0.0
COLOMBIA,1601,"Sausages and similar products of meat, meat offal or blood; food preparations based on these products",197283.66999999998,197283.66999999998,,,0.00482157984959257,14.25,14.25,,,0.014042729315306082,7,7,,,0.016120860393348993,7,7,,,0.011913271384322134,0,0,,,0.0
COLOMBIA,4412,"Plywood, veneered panels and similar laminated wood",197000.0,197000.0,,,0.004814647002307572,14.0,14.0,,,0.01379636564310773,2,2,,,0.004605960112385427,7,7,,,0.011913271384322134,0,0,,,0.0
SPAIN,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",196917.49000000002,196917.49000000002,57648.6,241.58243218395594,0.0048126304717280785,75.25,75.25,24.75,204.04040404040404,0.07415546533170404,31,31,13.0,138.46153846153845,0.07139238174197411,48,48,16.0,200.0,0.08169100377820893,0,0,0.0,0.0,0.0
TURKEY,9999,Commodities not specified according to kind,196776.08000000002,196776.08,149458.51,31.65933475450813,0.004809174435014391,26.0,26.0,33.75,-22.962962962962962,0.02562182190862864,14,14,20.0,-30.0,0.032241720786697986,13,13,13.0,0.0,0.022124646856598252,4,4,7.0,-42.857142857142854,0.032053850468787566
CHINA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",196015.26,196015.26,255718.0,-23.347101103559385,0.004790580121652484,14.0,14.0,24.75,-43.43434343434343,0.01379636564310773,6,6,12.0,-50.0,0.01381788033715628,8,8,12.0,-33.333333333333336,0.013615167296368155,0,0,0.0,0.0,0.0
BRAZIL,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",195821.0,195821.0,,,0.004785832439791224,14.0,14.0,,,0.01379636564310773,4,4,,,0.009211920224770853,7,7,,,0.011913271384322134,0,0,,,0.0
COLOMBIA,2839,Silicates; commercial alkali metal silicates,195160.0,195160.0,1623490.0,-87.97898354778903,0.004769677710509369,14.0,14.0,133.0,-89.47368421052632,0.01379636564310773,3,3,13.0,-76.92307692307692,0.00690894016857814,7,7,58.0,-87.93103448275862,0.011913271384322134,0,0,0.0,0.0,0.0
BRAZIL,2203,Beer made from malt,194912.0,194912.0,28203.0,591.1037832854661,0.0047636166320496115,14.75,14.75,2.25,555.5555555555555,0.014535456659702788,6,6,1.0,500.0,0.01381788033715628,7,7,1.0,600.0,0.011913271384322134,0,0,0.0,0.0,0.0
NETHERLANDS,0406,Cheese and curd,194486.55999999994,194486.55999999994,130623.45,48.89099928075697,0.0047532189497112255,21.0,21.0,14.0,50.0,0.020694548464661594,21,21,14.0,50.0,0.04836258118004698,21,21,14.0,50.0,0.035739814152966405,0,0,0.0,0.0,0.0
CHINA,8438,"Machinery n.e.c. in this chapter, for the industrial preparation or manufacture of food or drink; other than machinery for extraction or preparation of animal or fixed vegetable fats or oils",192892.0,192892.0,117556.0,64.08520194630644,0.004714248170401584,30.0,30.0,16.0,87.5,0.02956364066380228,10,10,5.0,100.0,0.023029800561927133,15,15,8.0,87.5,0.02552843868069029,0,0,0.0,0.0,0.0
PANAMA,3901,"Polymers of ethylene, in primary forms",192768.0,192768.0,,,0.004711217631171705,16.0,16.0,,,0.015767275020694548,2,2,,,0.004605960112385427,8,8,,,0.013615167296368155,0,0,,,0.0
TURKEY,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",192149.02000000002,192149.02000000002,333079.98,-42.31144723858815,0.004696089863651461,7.0,7.0,12.0,-41.666666666666664,0.006898182821553865,1,1,2.0,-50.0,0.0023029800561927133,7,7,12.0,-41.666666666666664,0.011913271384322134,0,0,0.0,0.0,0.0
NETHERLANDS,3814,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers",190580.0,190580.0,99960.0,90.656262505002,0.004657743277663843,14.0,14.0,7.0,100.0,0.01379636564310773,11,11,6.0,83.33333333333333,0.025332780618119846,13,13,7.0,85.71428571428571,0.022124646856598252,0,0,0.0,0.0,0.0
PHILIPPINES,2401,"Tobacco, unmanufactured; tobacco refuse",190228.5,190228.5,,,0.004649152676540437,18.0,18.0,,,0.017738184398281367,3,3,,,0.00690894016857814,9,9,,,0.015317063208414174,0,0,,,0.0
POLAND,2106,Food preparations not elsewhere specified or included,189857.0,189857.0,157843.5,20.28179811015341,0.004640073278767049,14.0,14.0,12.0,16.666666666666668,0.01379636564310773,7,7,6.0,16.666666666666668,0.016120860393348993,7,7,6.0,16.666666666666668,0.011913271384322134,0,0,0.0,0.0,0.0
CHINA,6303,Curtains (including drapes) and interior blinds; curtain or bed valances,189275.0,189275.0,80123.7,136.22848171015568,0.0046258492962526175,22.0,22.0,10.0,120.0,0.021680003153455005,11,11,5.0,120.0,0.025332780618119846,11,11,5.0,120.0,0.01872085503250621,0,0,0.0,0.0,0.0
MALAYSIA,4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper statione",188768.8,188768.8,48654.5,287.9780904130142,0.004613477853041612,16.0,16.0,4.0,300.0,0.015767275020694548,8,8,2.0,300.0,0.018423840449541706,8,8,2.0,300.0,0.013615167296368155,0,0,0.0,0.0,0.0
INDONESIA,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",188031.96000000002,188031.96000000002,,,0.0045954696068630325,14.0,14.0,,,0.01379636564310773,5,5,,,0.011514900280963566,7,7,,,0.011913271384322134,0,0,,,0.0
MEXICO,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or st",187844.33000000005,187844.33000000005,83284.2,125.54617802656453,0.004590883961091241,76.0,76.0,30.5,149.18032786885246,0.0748945563482991,25,25,12.0,108.33333333333333,0.05757450140481783,38,38,14.0,171.42857142857142,0.06467204465774873,0,0,0.0,0.0,0.0
PERU,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",187156.8,187156.8,86660.76,115.96487268286131,0.004574080843053187,14.5,14.5,6.0,141.66666666666666,0.014289092987504434,6,6,3.0,100.0,0.01381788033715628,7,7,3.0,133.33333333333334,0.011913271384322134,0,0,0.0,0.0,0.0
CHINA,9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",186901.40000000002,186901.40000000002,126465.70000000001,47.788214511919044,0.004567838909832937,36.0,36.0,30.0,20.0,0.035476368796562734,16,16,15.0,6.666666666666667,0.03684768089908341,18,18,15.0,20.0,0.030634126416828347,0,0,0.0,0.0,0.0
CHINA,3204,Synthetic organic colouring matter and preparations based thereon; synthetic organic products used as fluorescent brightening agents or as luminophores; whether or not chemically defined,186696.0,186696.0,,,0.0045628189682376365,9.0,9.0,,,0.008869092199140683,7,7,,,0.016120860393348993,8,8,,,0.013615167296368155,0,0,,,0.0
BRAZIL,4407,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",186225.0,186225.0,26501.89,602.6857329797988,0.004551307807130597,15.0,15.0,2.0,650.0,0.01478182033190114,5,5,1.0,400.0,0.011514900280963566,7,7,1.0,600.0,0.011913271384322134,0,0,0.0,0.0,0.0
ARGENTINA,0207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",185905.0,185905.0,51276.0,262.5575317887511,0.00454348706073091,14.25,14.25,4.5,216.66666666666666,0.014042729315306082,6,6,2.0,200.0,0.01381788033715628,7,7,2.0,250.0,0.011913271384322134,0,0,0.0,0.0,0.0
DOMINICAN REPUBLIC,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,185728.26,185728.26,105228.16,76.50052989617988,0.004539167564735032,16.25,16.25,9.25,75.67567567567568,0.0160136386928929,8,8,5.0,60.0,0.018423840449541706,8,8,5.0,60.0,0.013615167296368155,0,0,0.0,0.0,0.0
CHINA,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",184931.0,184931.0,87054.0,112.43251315275576,0.004519682663876861,14.0,14.0,6.0,133.33333333333334,0.01379636564310773,9,9,5.0,80.0,0.02072682050573442,9,9,5.0,80.0,0.015317063208414174,0,0,0.0,0.0,0.0
SOUTH AFRICA,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",184920.0,184920.0,,,0.004519413825719371,10.0,10.0,,,0.009854546887934093,2,2,,,0.004605960112385427,10,10,,,0.017018959120460194,0,0,,,0.0
MEXICO,6811,"Asbestos-cement, of cellulose fibre-cement or the like",184400.88,184400.88,255908.76,-27.942724586684722,0.004506726619872479,14.0,14.0,23.75,-41.05263157894737,0.01379636564310773,2,2,6.0,-66.66666666666667,0.004605960112385427,7,7,10.0,-30.0,0.011913271384322134,0,0,0.0,0.0,0.0
CHINA,3307,"Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or ",184358.25,184358.25,191114.0,-3.5349320300972193,0.004505684749813045,14.0,14.0,15.25,-8.19672131147541,0.01379636564310773,5,5,7.0,-28.571428571428573,0.011514900280963566,7,7,8.0,-12.5,0.011913271384322134,0,0,0.0,0.0,0.0
PAKISTAN,1704,"Sugar confectionery (including white chocolate), not containing cocoa",182960.01,182960.01,16909.2,982.0145837768788,0.004471511998419611,20.0,20.0,2.25,788.8888888888889,0.019709093775868186,4,4,1.0,300.0,0.009211920224770853,7,7,1.0,600.0,0.011913271384322134,0,0,0.0,0.0,0.0
HONDURAS,6309,Textiles; worn clothing and other worn articles,182408.58,182408.58,185563.68,-1.700278847671056,0.0044580351415846745,24.0,24.0,24.0,0.0,0.02365091253104182,12,12,12.0,0.0,0.02763576067431256,12,12,12.0,0.0,0.02042275094455223,0,0,0.0,0.0,0.0
SOUTH KOREA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",179900.0,179900.0,80532.85,123.38710228186385,0.004396725866574275,21.0,21.0,12.25,71.42857142857143,0.020694548464661594,11,11,6.0,83.33333333333333,0.025332780618119846,11,11,6.0,83.33333333333333,0.01872085503250621,0,0,0.0,0.0,0.0
CANADA,2106,Food preparations not elsewhere specified or included,179169.63,179169.63,274864.0,-34.81517041154898,0.004378875746111964,13.0,13.0,19.5,-33.333333333333336,0.01281091095431432,6,6,9.0,-33.333333333333336,0.01381788033715628,8,8,12.0,-33.333333333333336,0.013615167296368155,0,0,0.0,0.0,0.0
BELGIUM,2106,Food preparations not elsewhere specified or included,178338.5,178338.5,215240.2,-17.14442748148348,0.00435856306812705,13.5,13.5,15.0,-10.0,0.013303638298711026,7,7,7.0,0.0,0.016120860393348993,7,7,10.0,-30.0,0.011913271384322134,0,0,0.0,0.0,0.0
PANAMA,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",177912.0,177912.0,,,0.004348139479566217,7.0,7.0,,,0.006898182821553865,1,1,,,0.0023029800561927133,7,7,,,0.011913271384322134,0,0,,,0.0
FRANCE,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",177865.95,177865.95,44332.46,301.20929449888416,0.004347014025279637,40.0,40.0,10.0,300.0,0.03941818755173637,3,3,2.0,50.0,0.00690894016857814,20,20,5.0,300.0,0.03403791824092039,0,0,0.0,0.0,0.0
CHINA,8480,"Moulding boxes for metal foundry, moulding patterns, moulds for metals (excluding ingot moulds), metal carbides, glass, mineral materials, rubber or plastics",177317.0,177317.0,,,0.004333597779229298,0.0,0.0,,,0.0,1,1,,,0.0023029800561927133,0,0,,,0.0,1,1,,,0.008013462617196892
OMAN,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",176430.69,176430.69,132336.28,33.31997091047141,0.004311936511287089,16.0,16.0,14.0,14.285714285714286,0.015767275020694548,4,4,4.0,0.0,0.009211920224770853,8,8,7.0,14.285714285714286,0.013615167296368155,0,0,0.0,0.0,0.0
COLOMBIA,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",175791.77,175791.77,75838.05,131.798905694437,0.004296321413506813,17.75,17.75,6.25,184.0,0.017491820726083015,8,8,3.0,166.66666666666666,0.018423840449541706,8,8,3.0,166.66666666666666,0.013615167296368155,0,0,0.0,0.0,0.0
CHILE,0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled",173750.0,173750.0,102450.0,69.59492435334309,0.004246420896705282,15.75,15.75,10.0,57.5,0.015520911348496196,7,7,4.0,75.0,0.016120860393348993,7,7,4.0,75.0,0.011913271384322134,0,0,0.0,0.0,0.0
SPAIN,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",171914.47,171914.47,62269.99,176.07916750910033,0.004201560850958351,9.0,9.0,3.0,200.0,0.008869092199140683,5,5,2.0,150.0,0.011514900280963566,9,9,3.0,200.0,0.015317063208414174,0,0,0.0,0.0,0.0
CHINA,6204,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",170112.3,170112.3,,,0.004157516118023586,16.0,16.0,,,0.015767275020694548,8,8,,,0.018423840449541706,8,8,,,0.013615167296368155,0,0,,,0.0
HONG KONG,9999,Commodities not specified according to kind,169223.40000000002,169223.40000000002,87170.79999999999,94.12853845553792,0.004135791550915205,22.0,22.0,12.0,83.33333333333333,0.021680003153455005,11,11,6.0,83.33333333333333,0.025332780618119846,11,11,6.0,83.33333333333333,0.01872085503250621,0,0,0.0,0.0,0.0
USA,0208,"Meat and edible meat offal, n.e.c. in chapter 2; fresh, chilled or frozen",167243.56,167243.56,432211.54000000004,-61.30516089413069,0.004087404592940338,12.0,12.0,32.75,-63.3587786259542,0.01182545626552091,5,5,11.0,-54.54545454545455,0.011514900280963566,6,6,16.0,-62.5,0.010211375472276116,0,0,1.0,-100.0,0.0
ARGENTINA,0713,"Vegetables, leguminous; shelled, whether or not skinned or split, dried",166970.02000000002,166970.02000000002,263590.0,-36.65540422626047,0.0040807193211585555,7.0,7.0,11.0,-36.36363636363637,0.006898182821553865,1,1,3.0,-66.66666666666667,0.0023029800561927133,7,7,11.0,-36.36363636363637,0.011913271384322134,0,0,0.0,0.0,0.0
VIETNAM,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless ne",166029.54,166029.54,215650.79,-23.010001493618454,0.004057734147489874,34.0,34.0,34.0,0.0,0.03350545941897592,8,8,9.0,-11.11111111111111,0.018423840449541706,19,19,18.0,5.555555555555555,0.032336022328874364,0,0,0.0,0.0,0.0
MEXICO,3208,"Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium",166014.01,166014.01,,,0.004057354596891164,8.0,8.0,,,0.007883637510347274,5,5,,,0.011514900280963566,8,8,,,0.013615167296368155,0,0,,,0.0
HAITI,7326,"Iron or steel; articles, n.e.c. in chapter 73",165800.01,165800.01,,,0.0040521244727363724,9.0,9.0,,,0.008869092199140683,2,2,,,0.004605960112385427,6,6,,,0.010211375472276116,0,0,,,0.0
CHINA,2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",165078.0,165078.0,83482.0,97.74083035864018,0.004034478669273753,9.0,9.0,4.25,111.76470588235294,0.008869092199140683,5,5,3.0,66.66666666666667,0.011514900280963566,6,6,3.0,100.0,0.010211375472276116,0,0,0.0,0.0,0.0
CHINA,9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",164148.09999999998,164148.09999999998,52400.0,213.25973282442746,0.004011752069032911,20.0,20.0,6.0,233.33333333333334,0.019709093775868186,8,8,3.0,166.66666666666666,0.018423840449541706,10,10,3.0,233.33333333333334,0.017018959120460194,0,0,0.0,0.0,0.0
CHILE,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,163122.0,163122.0,23622.0,590.5511811023622,0.003986674356905664,7.0,7.0,1.0,600.0,0.006898182821553865,4,4,1.0,300.0,0.009211920224770853,7,7,1.0,600.0,0.011913271384322134,0,0,0.0,0.0,0.0
GERMANY,2106,Food preparations not elsewhere specified or included,162614.41,162614.41,213462.21,-23.82051605293508,0.003974268942327485,19.5,19.5,23.25,-16.129032258064516,0.019216366431471482,9,9,12.0,-25.0,0.02072682050573442,9,9,13.0,-30.76923076923077,0.015317063208414174,0,0,0.0,0.0,0.0
CHINA,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",162600.0,162600.0,,,0.003973916764341174,6.0,6.0,,,0.005912728132760455,6,6,,,0.01381788033715628,6,6,,,0.010211375472276116,0,0,,,0.0
CHINA,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",162593.0,162593.0,106466.0,52.718238686529034,0.00397374568551368,16.0,16.0,14.0,14.285714285714286,0.015767275020694548,8,8,6.0,33.333333333333336,0.018423840449541706,8,8,7.0,14.285714285714286,0.013615167296368155,0,0,0.0,0.0,0.0
