country,hs_code,hs_desc,period_value,ytd_value,prev_year_value,yoy_change_pct,share_of_total,period_value_teu,ytd_value_teu,prev_year_value_teu,yoy_change_pct_teu,share_of_total_teu,period_value_shipment,ytd_value_shipment,prev_year_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,period_value_container,ytd_value_container,prev_year_value_container,yoy_change_pct_container,share_of_total_container,period_value_vrac,ytd_value_vrac,prev_year_value_vrac,yoy_change_pct_vrac,share_of_total_vrac,anomaly_score_weight_kg,is_anomaly_weight_kg,zscore_weight_kg,is_significant_weight_kg,hs_chapter
INDIA,2837,"Cyanides, cyanide oxides and complex cyanides",47850.0,47850.0,413385.6,-88.42485079306101,0.0118790473855028,4.5,4.5,33.75,-86.66666666666667,0.0394719529845182,1,1,9.0,-88.88888888888889,0.02040399918384,2,2,15.0,-86.66666666666667,0.0286450873675164,0,0,0.0,0.0,0.0,-0.32872315116951295,1,0.2665743232784107,False,28
HONG KONG,9999,Commodities not specified according to kind,47656.87,47656.87,169223.40000000002,-71.83789594110509,0.0118311017131608,6.0,6.0,22.0,-72.72727272727273,0.0526292706460242,3,3,11.0,-72.72727272727273,0.0612119975515201,3,3,11.0,-72.72727272727273,0.0429676310512747,0,0,0.0,0.0,0.0,-0.3349695135942412,1,0.12085110432823169,False,99
USA,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",47469.3,47469.3,477716.95,-90.063300035722,0.0117845363439216,6.0,6.0,59.0,-89.83050847457628,0.0526292706460242,1,1,17.0,-94.11764705882354,0.02040399918384,3,3,32.0,-90.625,0.0429676310512747,0,0,0.0,0.0,0.0,-0.33340036806854634,1,0.28096877360748285,False,24
CHINA,8529,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8525 to 8528,46932.0,46932.0,216108.93,-78.28317413815338,0.0116511484199878,4.0,4.0,33.0,-87.87878787878788,0.0350861804306828,1,1,7.0,-85.71428571428571,0.02040399918384,2,2,19.0,-89.47368421052632,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33225234287940447,1,0.17747552359543256,False,85
PANAMA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",46850.0,46850.0,324820.0,-85.5766270549843,0.0116307914317827,4.0,4.0,28.0,-85.71428571428571,0.0350861804306828,2,2,8.0,-75.0,0.04080799836768,2,2,14.0,-85.71428571428571,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3332886584069038,1,0.24155150654638666,False,56
VIETNAM,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan whether or not fitted with filters",46818.92,46818.92,113303.61,-58.67835102517916,0.0116230756367411,4.0,4.0,10.0,-60.0,0.0350861804306828,1,1,4.0,-75.0,0.02040399918384,2,2,5.0,-60.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3409063848450457,1,0.005239091021156172,False,84
FRANCE,3006,Pharmaceutical goods,46644.2,46644.2,245513.27,-81.00135279856767,0.0115797003565072,11.0,11.0,64.0,-82.8125,0.0964869961843778,3,3,22.0,-86.36363636363636,0.0612119975515201,6,6,40.0,-85.0,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3322573206081629,1,0.2013558408455001,False,30
PAKISTAN,6309,Textiles; worn clothing and other worn articles,46557.58,46557.58,232447.10000000003,-79.97067719924232,0.0115581964257959,4.0,4.0,22.75,-82.41758241758242,0.0350861804306828,2,2,11.0,-81.81818181818181,0.04080799836768,2,2,11.0,-81.81818181818181,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33233254611870816,1,0.19230093189038325,False,63
USA,8502,Electric generating sets and rotary converters,45912.52,45912.52,295369.63,-84.45591037914087,0.0113980564402893,8.0,8.0,37.0,-78.37837837837837,0.0701723608613657,5,5,44.0,-88.63636363636364,0.1020199959192001,4,4,20.0,-80.0,0.0572901747350329,4,4,30.0,-86.66666666666667,0.2595717066839714,-0.333332492105667,1,0.23170554970905974,False,85
CHINA,3305,Hair preparations; for use on the hair,45612.25,45612.25,814095.98,-94.39719012001508,0.0113235126250658,4.0,4.0,65.0,-93.84615384615384,0.0350861804306828,2,2,29.0,-93.10344827586206,0.04080799836768,2,2,33.0,-93.93939393939394,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33955540581267907,1,0.3190437800988027,False,33
SOUTH KOREA,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",45313.0,45313.0,203097.5,-77.68904097785547,0.0112492220309151,4.0,4.0,18.0,-77.77777777777777,0.0350861804306828,2,2,9.0,-77.77777777777777,0.04080799836768,2,2,9.0,-77.77777777777777,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33436821854872967,1,0.17225581947394666,False,22
USA,2507,Kaolin and other kaolinic clays; whether or not calcined,45132.0,45132.0,324872.0,-86.10775936368785,0.0112042877032918,4.0,4.0,27.0,-85.18518518518519,0.0350861804306828,1,1,9.0,-88.88888888888889,0.02040399918384,2,2,14.0,-85.71428571428571,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3335835868009623,1,0.24621772228059025,False,25
DOMINICAN REPUBLIC,2104,Soups and broths and preparations therefor; homogenised composite food preparations,44940.0,44940.0,1280289.53,-96.48985647801088,0.0111566225601775,4.0,4.0,102.0,-96.07843137254902,0.0350861804306828,2,2,54.0,-96.29629629629628,0.04080799836768,2,2,55.0,-96.36363636363636,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3399271810033448,1,0.3374287145607142,False,21
BRAZIL,2106,Food preparations not elsewhere specified or included,44475.0,44475.0,130460.93,-65.90933392855624,0.0110411835416977,2.0,2.0,8.0,-75.0,0.0175430902153414,2,2,4.0,-50.0,0.04080799836768,2,2,5.0,-60.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.34064291613035486,1,0.06876624921617377,False,21
SOUTH KOREA,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",43563.36,43563.36,1178456.61,-96.30335477519192,0.0108148634840484,7.0,7.0,165.0,-95.75757575757576,0.061400815753695,4,4,75.0,-94.66666666666669,0.0816159967353601,4,4,83.0,-95.18072289156626,0.0572901747350329,0,0,0.0,0.0,0.0,-0.33841919251991653,1,0.33579022041172557,False,56
INDIA,3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",43523.08,43523.08,43126.0,0.9207438668088896,0.0108048637342326,4.0,4.0,4.0,0.0,0.0350861804306828,2,2,2.0,0.0,0.04080799836768,2,2,2.0,0.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.36394495318715137,1,0.5183634648243216,False,33
SPAIN,6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths",43320.0,43320.0,1838636.45,-97.64390616752976,0.0107544479151511,2.0,2.0,73.0,-97.26027397260276,0.0175430902153414,2,2,37.0,-94.5945945945946,0.04080799836768,2,2,73.0,-97.26027397260276,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33954787611157794,1,0.3475675156297553,False,69
CHINA,4421,Wooden articles n.e.c. in heading no. 4414 to 4420,42679.0,42679.0,156893.4,-72.7974535576385,0.0105953158488166,4.0,4.0,16.0,-75.0,0.0350861804306828,2,2,8.0,-75.0,0.04080799836768,2,2,8.0,-75.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33689315997320507,1,0.12928121256072153,False,44
TURKEY,1108,Starches; inulin,42300.0,42300.0,2266700.0,-98.1338509727798,0.0105012268423567,2.0,2.0,107.0,-98.13084112149532,0.0175430902153414,1,1,33.0,-96.96969696969695,0.02040399918384,2,2,107.0,-98.13084112149532,0.0286450873675164,0,0,0.0,0.0,0.0,-0.34222183012530205,1,0.3518718822097689,False,11
CHINA,8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",42149.46,42149.46,241986.39,-82.58188817974434,0.0104638543910837,5.0,5.0,28.0,-82.14285714285714,0.0438577255383535,3,3,18.0,-83.33333333333333,0.0612119975515201,3,3,19.0,-84.21052631578948,0.0429676310512747,0,0,0.0,0.0,0.0,-0.3299690453022389,1,0.2152414940871832,False,85
COLOMBIA,2806,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,42110.0,42110.0,132780.0,-68.28588642867902,0.0104540582111499,2.0,2.0,6.0,-66.66666666666667,0.0175430902153414,1,1,2.0,-50.0,0.02040399918384,2,2,6.0,-66.66666666666667,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33751629770884517,1,0.08964524017099332,False,28
USA,3006,Pharmaceutical goods,41501.93,41501.93,1043134.24,-96.02142002356284,0.0103031012133713,12.0,12.0,129.0,-90.69767441860463,0.1052585412920485,28,28,399.0,-92.98245614035088,0.5713119771475209,6,6,69.0,-91.30434782608695,0.0859352621025494,22,22,339.0,-93.51032448377582,1.427644386761843,-0.33811198885753224,1,0.3333133076867558,False,30
USA,8506,Cells and batteries; primary,40975.8,40975.8,1905349.06,-97.84943342612507,0.0101724863084406,2.0,2.0,98.0,-97.95918367346938,0.0175430902153414,2,2,103.0,-98.05825242718448,0.04080799836768,2,2,97.0,-97.9381443298969,0.0286450873675164,0,0,9.0,-100.0,0.0,-0.3410054415089191,1,0.34937315710957056,False,85
SPAIN,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",40314.56,40314.56,196917.49,-79.52718166375166,0.0100083295416028,17.0,17.0,75.25,-77.40863787375416,0.1491162668304022,7,7,31.0,-77.41935483870968,0.1428279942868802,10,10,48.0,-79.16666666666667,0.1432254368375823,0,0,0.0,0.0,0.0,-0.3302114707219141,1,0.18840464124520126,False,87
MEXICO,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",39780.0,39780.0,719241.42,-94.46917281265586,0.0098756218389822,6.0,6.0,86.0,-93.02325581395348,0.0526292706460242,1,1,23.0,-95.65217391304348,0.02040399918384,3,3,44.0,-93.1818181818182,0.0429676310512747,0,0,0.0,0.0,0.0,-0.33623161470734714,1,0.31967617765302153,False,82
BELGIUM,3006,Pharmaceutical goods,39247.3,39247.3,72373.88,-45.77145787955544,0.0097433758924356,11.0,11.0,20.5,-46.34146341463415,0.0964869961843778,6,6,11.0,-45.45454545454545,0.1224239951030402,6,6,11.0,-45.45454545454545,0.0859352621025494,0,0,0.0,0.0,0.0,-0.342220662321024,1,0.10815327259310321,False,30
USA,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",39085.9,39085.9,269811.28,-85.51361529436427,0.0097033073815052,4.0,4.0,30.0,-86.66666666666667,0.0350861804306828,2,2,14.0,-85.71428571428571,0.04080799836768,2,2,14.0,-85.71428571428571,0.0286450873675164,0,0,1.0,-100.0,0.0,-0.33063264923360747,1,0.2409979223188281,False,21
CHINA,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",38355.0,38355.0,81810.0,-53.11697836450312,0.0095218571049312,4.0,4.0,10.0,-60.0,0.0350861804306828,2,2,5.0,-60.0,0.04080799836768,2,2,5.0,-60.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3400732123462792,1,0.04361985464599684,False,62
SPAIN,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",38283.1,38283.1,430559.8,-91.1085289430179,0.0095040075018587,4.0,4.0,35.0,-88.57142857142857,0.0350861804306828,1,1,15.0,-93.33333333333331,0.02040399918384,2,2,24.0,-91.66666666666669,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33211002036248005,1,0.29015153935745874,False,22
SOUTH KOREA,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",37905.78,37905.78,179900.0,-78.92952751528627,0.0094103355654011,6.0,6.0,21.0,-71.42857142857143,0.0526292706460242,3,3,11.0,-72.72727272727273,0.0612119975515201,3,3,11.0,-72.72727272727273,0.0429676310512747,0,0,0.0,0.0,0.0,-0.33088854112227306,1,0.1831540037948295,False,48
TAIWAN,5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",37823.8,37823.8,40268.1,-6.070065386745329,0.0093899835423151,2.0,2.0,4.0,-50.0,0.0175430902153414,1,1,2.0,-50.0,0.02040399918384,2,2,2.0,0.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3553002050303204,1,0.45694633090269093,False,56
TRINIDAD AND TOBAGO,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",37787.0,37787.0,37690.0,0.2573626956752454,0.0093808477232182,3.0,3.0,4.0,-25.0,0.0263146353230121,2,2,2.0,0.0,0.04080799836768,2,2,2.0,0.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3596701886843509,1,0.5125353884527787,False,22
CHINA,8704,Vehicles; for the transport of goods,37180.0,37180.0,89482.04000000001,-58.449762656282765,0.0092301563593102,18.0,18.0,38.0,-52.63157894736842,0.1578878119380729,2,2,4.0,-50.0,0.04080799836768,9,9,19.0,-52.63157894736842,0.1289028931538241,0,0,0.0,0.0,0.0,-0.34061243229214994,1,0.003230848204589641,False,87
NETHERLANDS,3006,Pharmaceutical goods,36544.41,36544.41,232994.08,-84.31530535024753,0.0090723673576853,11.0,11.0,64.0,-82.8125,0.0964869961843778,7,7,31.0,-77.41935483870968,0.1428279942868802,7,7,34.0,-79.41176470588235,0.1002578057863076,0,0,0.0,0.0,0.0,-0.33259007857816036,1,0.23047027671327502,False,30
GUADELOUPE,9999,Commodities not specified according to kind,35000.0,35000.0,63000.0,-44.44444444444444,0.0086889583802005,3.0,3.0,6.0,-50.0,0.0263146353230121,2,2,3.0,-33.333333333333336,0.04080799836768,2,2,3.0,-33.333333333333336,0.0286450873675164,0,0,0.0,0.0,0.0,-0.34504513083000815,1,0.11981163129007082,False,99
CANADA,2106,Food preparations not elsewhere specified or included,34524.0,34524.0,179169.63,-80.73110939616272,0.0085707885462298,2.0,2.0,13.0,-84.61538461538461,0.0175430902153414,2,2,6.0,-66.66666666666667,0.04080799836768,2,2,8.0,-75.0,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33171999392817936,1,0.1989816414309612,False,21
VIETNAM,906,Cinnamon and cinnamon-tree flowers,34464.0,34464.0,352999.0,-90.23679953767576,0.0085558931890066,4.0,4.0,42.0,-90.47619047619048,0.0350861804306828,1,1,13.0,-92.3076923076923,0.02040399918384,2,2,21.0,-90.47619047619048,0.0286450873675164,0,0,0.0,0.0,0.0,-0.33406631394336617,1,0.28249303807535014,False,90
PANAMA,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",34417.0,34417.0,29520.1,16.588358440520192,0.0085442251591818,10.0,10.0,10.0,0.0,0.0877154510767071,2,2,4.0,-50.0,0.04080799836768,5,5,5.0,0.0,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3731246964477532,1,0.6560099013962957,False,84
DOMINICAN REPUBLIC,3911,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39, in primary forms",33920.0,33920.0,118520.0,-71.38035774552819,0.0084208419501829,2.0,2.0,7.0,-71.42857142857143,0.0175430902153414,2,2,7.0,-71.42857142857143,0.04080799836768,2,2,7.0,-71.42857142857143,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3373134627684106,1,0.11683144313983335,False,39
USA,1511,"Palm oil and its fractions; whether or not refined, but not chemically modified",33483.05,33483.05,866164.7000000001,-96.1343321887858,0.008312366511205,4.0,4.0,106.25,-96.23529411764706,0.0350861804306828,6,6,216.0,-97.22222222222224,0.1224239951030402,2,2,54.0,-96.29629629629628,0.0286450873675164,4,4,168.0,-97.61904761904762,0.2595717066839714,-0.3380703686107112,1,0.3343052874878574,False,15
USA,9403,"Furniture and parts thereof, n.e.c. in chapter 94",33365.0,33365.0,267850.76,-87.54343650172954,0.0082830598958683,8.0,8.0,52.0,-84.61538461538461,0.0701723608613657,4,4,23.0,-82.6086956521739,0.0816159967353601,5,5,28.0,-82.14285714285714,0.0716127184187911,0,0,0.0,0.0,0.0,-0.3291202567079138,1,0.2588307362904491,False,94
CHINA,3912,"Cellulose and its chemical derivatives, n.e.c. or included, in primary forms",33363.5,33363.5,135615.76,-75.3985082559726,0.0082826875119377,8.0,8.0,34.0,-76.47058823529412,0.0701723608613657,4,4,14.0,-71.42857142857143,0.0816159967353601,4,4,17.0,-76.47058823529412,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3339533455855277,1,0.15213254764240083,False,39
CHINA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",32403.0,32403.0,4255333.45,-99.23853205910338,0.0080442376683897,4.0,4.0,360.0,-98.88888888888889,0.0350861804306828,1,1,47.0,-97.87234042553192,0.02040399918384,2,2,183.0,-98.90710382513662,0.0286450873675164,0,0,0.0,0.0,0.0,-0.35178581332767433,1,0.3615769597993103,False,70
CHINA,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp",32159.01,32159.01,813317.8500000001,-96.04594808782323,0.0079836656982415,6.0,6.0,158.0,-96.20253164556962,0.0526292706460242,1,1,36.0,-97.22222222222224,0.02040399918384,3,3,79.0,-96.20253164556962,0.0429676310512747,0,0,0.0,0.0,0.0,-0.3387917493605562,1,0.33352879681725284,False,48
UNITED ARAB EMIRATES,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",31569.8,31569.8,132816.52000000002,-76.23051710735984,0.0078373908077501,12.0,12.0,43.25,-72.25433526011561,0.1052585412920485,2,2,22.0,-90.9090909090909,0.04080799836768,6,6,26.0,-76.92307692307692,0.0859352621025494,0,0,0.0,0.0,0.0,-0.3337942968864276,1,0.1594420875248762,False,87
USA,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",30836.38,30836.38,588933.26,-94.76402810056948,0.0076553149261728,4.0,4.0,60.25,-93.3609958506224,0.0350861804306828,8,8,119.0,-93.27731092436974,0.1632319934707202,2,2,38.0,-94.73684210526316,0.0286450873675164,6,6,112.0,-94.64285714285714,0.3893575600259572,-0.33656824729651463,1,0.322266602602191,False,87
COSTA RICA,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",30318.0,30318.0,1458652.0,-97.92150560928856,0.0075266240048834,4.0,4.0,173.0,-97.6878612716763,0.0350861804306828,1,1,18.0,-94.44444444444444,0.02040399918384,2,2,85.0,-97.6470588235294,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3416751030380201,1,0.35000634087483,False,70
USA,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",29936.0,29936.0,505170.09,-94.0740751298241,0.0074317902305624,0.0,0.0,2.0,-100.0,0.0,2,2,46.0,-95.65217391304348,0.04080799836768,0,0,1.0,-100.0,0.0,2,2,45.0,-95.55555555555556,0.1297858533419857,-0.3373706940227821,1,0.31620508204470305,False,87
CHINA,701,Potatoes; fresh or chilled,29844.6,29844.6,458438.0,-93.48993757062024,0.0074090996363924,8.0,8.0,140.0,-94.28571428571428,0.0701723608613657,4,4,16.0,-75.0,0.0816159967353601,4,4,70.0,-94.28571428571428,0.0572901747350329,0,0,0.0,0.0,0.0,-0.33991426542529485,1,0.31107319338903167,False,70
NORWAY,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",29689.0,29689.0,90080.0,-67.0415186500888,0.0073704710099935,2.0,2.0,6.0,-66.66666666666667,0.0175430902153414,1,1,3.0,-66.66666666666667,0.02040399918384,1,1,3.0,-66.66666666666667,0.0143225436837582,0,0,0.0,0.0,0.0,-0.33769768442303033,1,0.07871295755055395,False,30
HONDURAS,6309,Textiles; worn clothing and other worn articles,29665.24,29665.24,182408.58,-83.73692728708266,0.0073645724485331,4.0,4.0,24.0,-83.33333333333333,0.0350861804306828,2,2,12.0,-83.33333333333333,0.04080799836768,2,2,12.0,-83.33333333333333,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3300549000494821,1,0.22538898759861783,False,63
MOROCCO,302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",29120.0,29120.0,921758.0,-96.84081939077284,0.0072292133723268,2.0,2.0,64.0,-96.875,0.0175430902153414,1,1,19.0,-94.73684210526316,0.02040399918384,1,1,32.0,-96.875,0.0143225436837582,0,0,0.0,0.0,0.0,-0.3391119046220381,1,0.34051206806569906,False,30
GUATEMALA,207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",29120.0,29120.0,58400.0,-50.136986301369866,0.0072292133723268,2.0,2.0,4.0,-50.0,0.0175430902153414,1,1,2.0,-50.0,0.02040399918384,1,1,2.0,-50.0,0.0143225436837582,0,0,0.0,0.0,0.0,-0.33979692466809003,1,0.06980031029693604,False,20
CHINA,3005,"Wadding, gauze, bandages (dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or in forms or packings for retail sale, for medical, surgical or veterinary us",29000.0,29000.0,56923.5,-49.05443270354072,0.0071994226578804,4.0,4.0,6.0,-33.333333333333336,0.0350861804306828,2,2,3.0,-33.333333333333336,0.04080799836768,2,2,3.0,-33.333333333333336,0.0286450873675164,0,0,0.0,0.0,0.0,-0.3392872432542383,1,0.07931098880120402,False,30
INDIA,3305,Hair preparations; for use on the hair,28601.0,28601.0,214712.0,-86.67936584820598,0.0071003685323462,2.0,2.0,16.0,-87.5,0.0175430902153414,1,1,8.0,-87.5,0.02040399918384,1,1,8.0,-87.5,0.0143225436837582,0,0,0.0,0.0,0.0,-0.328744173182271,1,0.2512395202923546,False,33
CHINA,8706,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705",28490.0,28490.0,51957.0,-45.16619512289008,0.0070728121214832,8.0,8.0,12.0,-33.333333333333336,0.0701723608613657,1,1,3.0,-66.66666666666667,0.02040399918384,4,4,6.0,-33.333333333333336,0.0572901747350329,0,0,0.0,0.0,0.0,-0.3406446422667501,1,0.11347075479518051,False,87
FRANCE,2106,Food preparations not elsewhere specified or included,28402.95,28402.95,344677.80000000005,-91.75956501985333,0.0070512014407119,2.25,2.25,33.25,-93.23308270676692,0.0197359764922591,1,1,15.0,-93.33333333333331,0.02040399918384,1,1,16.0,-93.75,0.0143225436837582,0,0,0.0,0.0,0.0,-0.3323203990632179,1,0.29587115899927424,False,21
BRAZIL,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or st",28353.04,28353.04,233851.46,-87.87561984859961,0.0070388109860617,10.0,10.0,90.0,-88.88888888888889,0.0877154510767071,2,2,11.0,-81.81818181818181,0.04080799836768,5,5,45.0,-88.88888888888889,0.0716127184187911,0,0,0.0,0.0,0.0,-0.32788647575487856,1,0.26174910358689363,False,73
CHINA,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with con",28175.0,28175.0,419499.16,-93.28365758825356,0.0069946114960614,4.0,4.0,40.0,-90.0,0.0350861804306828,2,2,15.0,-86.66666666666667,0.04080799836768,2,2,22.0,-90.9090909090909,0.0286450873675164,0,0,0.0,0.0,0.0,-0.334396703468116,1,0.30926093892136397,False,85
PERU,207,"Meat and edible offal of poultry; of the poultry of heading no. 0105, (i.e. fowls of the species Gallus domesticus), fresh, chilled or frozen",28080.0,28080.0,187156.8,-84.9965376625375,0.006971027180458,2.0,2.0,14.5,-86.20689655172414,0.0175430902153414,1,1,6.0,-83.33333333333333,0.02040399918384,1,1,7.0,-85.71428571428571,0.0143225436837582,0,0,0.0,0.0,0.0,-0.32972104737797225,1,0.23645518270028706,False,20
INDIA,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",28050.0,28050.0,2593780.2500000005,-98.9185668292447,0.0069635795018464,2.0,2.0,205.0,-99.02439024390245,0.0175430902153414,1,1,70.0,-98.57142857142856,0.02040399918384,1,1,98.0,-98.9795918367347,0.0143225436837582,0,0,0.0,0.0,0.0,-0.347442743766278,1,0.35876593368491516,False,22
BRAZIL,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",27804.21,27804.21,56223.14,-50.54667882298997,0.0069025606709816,2.25,2.25,4.5,-50.0,0.0197359764922591,1,1,2.0,-50.0,0.02040399918384,1,1,2.0,-50.0,0.0143225436837582,0,0,0.0,0.0,0.0,-0.3382179802711968,1,0.06620099302844674,False,70
PERU,1902,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",27790.0,27790.0,16030.0,73.36244541484716,0.0068990329538792,2.0,2.0,2.0,0.0,0.0175430902153414,1,1,1.0,0.0,0.02040399918384,1,1,1.0,0.0,0.0143225436837582,0,0,0.0,0.0,0.0,-0.42118626881129756,1,1.154793601038474,False,19
UNITED KINGDOM,4911,"Printed matter, n.e.c., including printed pictures and photographs",27748.0,27748.0,96057.98,-71.11327970877589,0.006888606203823,4.0,4.0,14.0,-71.42857142857143,0.0350861804306828,1,1,3.0,-66.66666666666667,0.02040399918384,4,4,14.0,-71.42857142857143,0.0572901747350329,0,0,0.0,0.0,0.0,-0.33601226169471865,1,0.11448505276415513,False,49
CHINA,3006,Pharmaceutical goods,27477.0,27477.0,408983.37,-93.2816339207142,0.0068213288403649,6.0,6.0,70.0,-91.42857142857144,0.0526292706460242,3,3,24.0,-87.5,0.0612119975515201,3,3,43.0,-93.02325581395348,0.0429676310512747,0,0,0.0,0.0,0.0,-0.33349988038219397,1,0.30924316016989617,False,30
COLOMBIA,2005,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006",27466.0,27466.0,355289.0,-92.26939195978484,0.0068185980248739,2.0,2.0,25.0,-92.0,0.0175430902153414,1,1,14.0,-92.85714285714286,0.02040399918384,1,1,14.0,-92.85714285714286,0.0143225436837582,0,0,0.0,0.0,0.0,-0.3321467463580327,1,0.3003501983080223,False,20
CHINA,4203,"Articles of apparel and clothing accessories, of leather or of composition leather",27288.0,27288.0,41640.0,-34.46685878962536,0.0067744084651118,2.0,2.0,4.0,-50.0,0.0175430902153414,1,1,2.0,-50.0,0.02040399918384,1,1,2.0,-50.0,0.0143225436837582,0,0,0.0,0.0,0.0,-0.3411519827119259,1,0.20746882406285486,False,42
BRAZIL,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",27256.8,27256.8,551134.22,-95.0544170528914,0.0067666628793557,2.0,2.0,41.5,-95.18072289156626,0.0175430902153414,1,1,10.0,-90.0,0.02040399918384,1,1,20.0,-95.0,0.0143225436837582,0,0,0.0,0.0,0.0,-0.3339813395277312,1,0.32481778895662483,False,22
