Port_of_Origin,Period_kg,Prior_kg,YoY_Pct_kg,Share_kg,Period_teu,Prior_teu,YoY_Pct_teu,Share_teu,Period_shipment,Prior_shipment,YoY_Pct_shipment,Share_shipment,Period_container,Prior_container,YoY_Pct_container,Share_container,Period_vrac,Prior_vrac,YoY_Pct_vrac,Share_vrac,country
NAPOLI,55100.0,197818.0,-72.14611410488429,0.013134838888095163,4.0,17.0,-76.47058823529412,0.03454380586381105,2,9.0,-77.77777777777779,0.040257648953301126,2,9.0,-77.77777777777779,0.02824858757062147,0,0.0,0.0,0.0,ITALY
HONG KONG,54622.92,9068396.61,-99.39765625226663,0.013021111684161726,8.0,39.0,-79.48717948717949,0.0690876117276221,4,24.0,-83.33333333333334,0.08051529790660225,4,20.0,-80.0,0.05649717514124294,0,4.0,-100.0,0.0,HONG KONG
DUBLIN,53893.229999999996,676365.0,-92.03193098401012,0.012847166845899398,4.5,54.0,-91.66666666666666,0.03886178159678743,2,24.0,-91.66666666666666,0.040257648953301126,2,27.0,-92.5925925925926,0.02824858757062147,0,0.0,0.0,0.0,IRELAND
LA SPEZIA,53710.0,308879.87,-82.6113627929201,0.012803488143005285,4.0,45.0,-91.11111111111111,0.03454380586381105,2,18.0,-88.88888888888889,0.040257648953301126,2,28.0,-92.85714285714286,0.02824858757062147,0,0.0,0.0,0.0,ITALY
DURBAN,50280.0,412799.11,-87.81974118112802,0.011985838462675586,4.0,28.0,-85.71428571428571,0.03454380586381105,2,11.0,-81.81818181818183,0.040257648953301126,2,19.0,-89.47368421052632,0.02824858757062147,0,0.0,0.0,0.0,SOUTH AFRICA
CORK,50194.0,14792.0,239.3320713899405,0.011965337625209594,4.0,2.0,100.0,0.03454380586381105,2,1.0,100.0,0.040257648953301126,2,1.0,100.0,0.02824858757062147,0,0.0,0.0,0.0,IRELAND
LONDON,48185.0,398197.76,-87.89922876512415,0.01148642852673077,6.0,44.5,-86.51685393258427,0.051815708795716564,3,23.0,-86.95652173913044,0.06038647342995169,6,36.0,-83.33333333333334,0.0847457627118644,0,0.0,0.0,0.0,UNITED KINGDOM
DA-NANG,46818.92,113303.61,-58.67835102517917,0.011160779875038409,4.0,10.0,-60.0,0.03454380586381105,1,4.0,-75.0,0.020128824476650563,2,5.0,-60.0,0.02824858757062147,0,0.0,0.0,0.0,VIETNAM
SAN ANTONIO,45813.95,1403544.85,-96.73583996977368,0.010921213286338428,4.25,89.0,-95.2247191011236,0.036702793730299235,2,32.0,-93.75,0.040257648953301126,2,68.0,-97.05882352941177,0.02824858757062147,0,0.0,0.0,0.0,CHILE
BEIJIAO,39125.76,90371.83,-56.70580091163363,0.009326870308063126,12.0,24.0,-50.0,0.10363141759143313,5,12.0,-58.333333333333336,0.10064412238325281,6,12.0,-50.0,0.0847457627118644,0,0.0,0.0,0.0,CHINA
LIVERPOOL,38808.0,0.0,0.0,0.009251122097444593,6.0,0.0,0.0,0.051815708795716564,1,0.0,0.0,0.020128824476650563,3,0.0,0.0,0.0423728813559322,0,0.0,0.0,0.0,UNITED KINGDOM
LIVORNO,37982.0,402759.0,-90.56954655265308,0.009054218705038666,6.0,25.25,-76.23762376237624,0.051815708795716564,2,7.0,-71.42857142857143,0.040257648953301126,3,20.0,-85.0,0.0423728813559322,0,0.0,0.0,0.0,ITALY
LIANYUNGANG,35753.4,228866.8,-84.37807493266826,0.00852296095647226,10.0,46.0,-78.26086956521739,0.08635951465952761,4,22.0,-81.81818181818183,0.08051529790660225,5,23.0,-78.26086956521739,0.07062146892655367,0,0.0,0.0,0.0,CHINA
PUERTO CORTES,35242.04,24306955.61,-99.85501252988877,0.008401062023372147,6.0,1617.75,-99.62911451089475,0.051815708795716564,3,130.0,-97.6923076923077,0.06038647342995169,3,996.0,-99.69879518072288,0.0423728813559322,0,0.0,0.0,0.0,HONDURAS
POINTE A PITRE,35000.0,82503.0,-57.57730021938596,0.008343364084996929,3.0,9.0,-66.66666666666666,0.025907854397858282,2,5.0,-60.0,0.040257648953301126,2,5.0,-60.0,0.02824858757062147,0,0.0,0.0,0.0,GUADELOUPE
LOS ANGELES - CA,34935.0,310812.51,-88.76010492627854,0.008327869265981934,4.0,45.25,-91.16022099447514,0.03454380586381105,2,27.0,-92.5925925925926,0.040257648953301126,2,29.0,-93.10344827586206,0.02824858757062147,0,1.0,-100.0,0.0,USA
BOSTON - MA,33949.81,1467671.92,-97.68682567695373,0.00809301786989913,4.0,143.0,-97.2027972027972,0.03454380586381105,2,42.0,-95.23809523809523,0.040257648953301126,2,72.0,-97.22222222222221,0.02824858757062147,0,0.0,0.0,0.0,USA
VUNG TAU,30663.300000000003,166441.22,-81.5770997112374,0.007309573598499608,5.0,39.0,-87.17948717948718,0.043179757329763806,3,19.0,-84.21052631578947,0.06038647342995169,3,20.0,-85.0,0.0423728813559322,0,0.0,0.0,0.0,VIETNAM
PUERTO BARRIOS,29828.440000000002,1782179.08,-98.3262938985907,0.007110558143071022,4.0,156.5,-97.44408945686901,0.03454380586381105,2,36.0,-94.44444444444444,0.040257648953301126,2,89.0,-97.75280898876404,0.02824858757062147,0,0.0,0.0,0.0,GUATEMALA
AELESUND,29689.0,90080.0,-67.0415186500888,0.007077318180556394,2.0,6.0,-66.66666666666666,0.017271902931905524,1,3.0,-66.66666666666666,0.020128824476650563,1,3.0,-66.66666666666666,0.014124293785310734,0,0.0,0.0,0.0,NORWAY
VISAKHAPATNAM,29520.48,0.0,0.0,0.007037146074396289,6.0,0.0,0.0,0.051815708795716564,1,0.0,0.0,0.020128824476650563,3,0.0,0.0,0.0423728813559322,0,0.0,0.0,0.0,INDIA
VANCOUVER,29493.25,51172.89,-42.36547906518471,0.007030654937138161,3.0,4.0,-25.0,0.025907854397858282,2,2.0,0.0,0.040257648953301126,2,2.0,0.0,0.02824858757062147,0,0.0,0.0,0.0,CANADA
AGADIR,29120.0,1065458.0,-97.26690305952933,0.006941678918717443,2.0,74.0,-97.2972972972973,0.017271902931905524,1,22.0,-95.45454545454545,0.020128824476650563,1,37.0,-97.2972972972973,0.014124293785310734,0,0.0,0.0,0.0,MOROCCO
VLISSINGEN,29056.0,0.0,0.0,0.00692642248153345,2.0,0.0,0.0,0.017271902931905524,1,0.0,0.0,0.020128824476650563,1,0.0,0.0,0.014124293785310734,0,0.0,0.0,0.0,NETHERLANDS
PAITA,28510.0,503910.0,-94.34224365462086,0.0067962660018074965,2.0,37.5,-94.66666666666667,0.017271902931905524,1,18.0,-94.44444444444444,0.020128824476650563,1,18.0,-94.44444444444444,0.014124293785310734,0,0.0,0.0,0.0,PERU
PECEM,28353.04,130274.94,-78.23599841995706,0.006758849589613751,10.0,48.0,-79.16666666666666,0.08635951465952761,2,6.0,-66.66666666666666,0.040257648953301126,5,24.0,-79.16666666666666,0.07062146892655367,0,0.0,0.0,0.0,BRAZIL
LOME,28000.0,0.0,0.0,0.006674691267997542,2.0,0.0,0.0,0.017271902931905524,1,0.0,0.0,0.020128824476650563,1,0.0,0.0,0.014124293785310734,0,0.0,0.0,0.0,TOGO
GAOMING,27950.0,1132206.12,-97.53136822825158,0.006662772176447547,1.0,41.0,-97.5609756097561,0.008635951465952762,1,7.0,-85.71428571428571,0.020128824476650563,1,41.0,-97.5609756097561,0.014124293785310734,0,0.0,0.0,0.0,CHINA
JINGZHOU,27879.2,153550.8,-81.84366346512034,0.006645894742812753,2.0,10.0,-80.0,0.017271902931905524,1,6.0,-83.33333333333334,0.020128824476650563,1,6.0,-83.33333333333334,0.014124293785310734,0,0.0,0.0,0.0,CHINA
VITORIA,27270.0,1392777.0,-98.04204118821606,0.006500672531367606,2.0,122.0,-98.36065573770492,0.017271902931905524,1,17.0,-94.11764705882352,0.020128824476650563,1,51.0,-98.0392156862745,0.014124293785310734,0,0.0,0.0,0.0,BRAZIL
TALLINN,27040.0,54080.0,-50.0,0.006445844710237627,2.0,4.25,-52.94117647058824,0.017271902931905524,1,2.0,-50.0,0.020128824476650563,1,2.0,-50.0,0.014124293785310734,0,0.0,0.0,0.0,ESTONIA
VIGO,26400.0,1148277.06,-97.700903299418,0.006293280338397683,2.0,106.5,-98.12206572769952,0.017271902931905524,1,22.0,-95.45454545454545,0.020128824476650563,1,53.0,-98.11320754716981,0.014124293785310734,0,0.0,0.0,0.0,SPAIN
COCHIN,26280.0,360544.73,-92.71102922513941,0.006264674518677693,1.0,24.0,-95.83333333333334,0.008635951465952762,1,16.0,-93.75,0.020128824476650563,1,16.0,-93.75,0.014124293785310734,0,0.0,0.0,0.0,INDIA
ASHDOD,26260.7,0.0,0.0,0.006260073749339396,4.0,0.0,0.0,0.03454380586381105,1,0.0,0.0,0.020128824476650563,2,0.0,0.0,0.02824858757062147,0,0.0,0.0,0.0,ISRAEL
PORT OF SINES,25780.8,80523.9,-67.98366696098923,0.006145674308642536,2.0,9.0,-77.77777777777779,0.017271902931905524,1,6.0,-83.33333333333334,0.020128824476650563,1,6.0,-83.33333333333334,0.014124293785310734,0,0.0,0.0,0.0,PORTUGAL
BARI,25643.0,46541.0,-44.90234416965686,0.006112825292330749,8.0,7.0,14.285714285714285,0.0690876117276221,2,3.0,-33.33333333333333,0.040257648953301126,6,6.0,0.0,0.0847457627118644,0,0.0,0.0,0.0,ITALY
TEMA,24820.0,59728.0,-58.44495044200375,0.005916637045417821,2.25,6.0,-62.5,0.019430890798393715,1,3.0,-66.66666666666666,0.020128824476650563,1,4.0,-75.0,0.014124293785310734,0,0.0,0.0,0.0,GHANA
GUAYAQUIL,23993.0,482618.82,-95.0285817697702,0.005719495271180894,1.0,65.5,-98.47328244274809,0.008635951465952762,1,25.0,-96.0,0.020128824476650563,1,34.0,-97.05882352941177,0.014124293785310734,0,0.0,0.0,0.0,ECUADOR
KOPER,23874.0,0.0,0.0,0.005691127833291904,2.0,0.0,0.0,0.017271902931905524,1,0.0,0.0,0.020128824476650563,1,0.0,0.0,0.014124293785310734,0,0.0,0.0,0.0,SLOVENIA
TANGIER,23551.0,274986.48,-91.43557894191744,0.005614130501878933,2.0,26.0,-92.3076923076923,0.017271902931905524,1,12.0,-91.66666666666666,0.020128824476650563,1,12.0,-91.66666666666666,0.014124293785310734,0,0.0,0.0,0.0,MOROCCO
SALERNO,23235.0,26080.0,-10.908742331288343,0.00553880184328296,6.0,4.25,41.17647058823529,0.051815708795716564,2,2.0,0.0,0.040257648953301126,3,2.0,50.0,0.0423728813559322,0,0.0,0.0,0.0,ITALY
BEIRUT,20889.0,116000.0,-81.99224137931034,0.004979558067757166,1.0,9.0,-88.88888888888889,0.008635951465952762,1,8.0,-87.5,0.020128824476650563,1,8.0,-87.5,0.014124293785310734,0,0.0,0.0,0.0,LEBANON
CAPE TOWN,20500.0,31085.0,-34.05179346951906,0.0048868275354982,2.0,4.0,-50.0,0.017271902931905524,1,2.0,-50.0,0.020128824476650563,1,2.0,-50.0,0.014124293785310734,0,0.0,0.0,0.0,SOUTH AFRICA
JEDDAH,20310.0,58944.0,-65.5435667752443,0.004841534987608217,1.0,4.0,-75.0,0.008635951465952762,1,3.0,-66.66666666666666,0.020128824476650563,1,3.0,-66.66666666666666,0.014124293785310734,0,0.0,0.0,0.0,SAUDI ARABIA
CHITTAGONG,19520.0,212850.0,-90.82922245712943,0.004653213341118286,1.0,20.0,-95.0,0.008635951465952762,1,3.0,-66.66666666666666,0.020128824476650563,1,10.0,-90.0,0.014124293785310734,0,0.0,0.0,0.0,BANGLADESH
HAKATA,19130.6,0.0,0.0,0.004560387456126921,2.0,0.0,0.0,0.017271902931905524,1,0.0,0.0,0.020128824476650563,1,0.0,0.0,0.014124293785310734,0,0.0,0.0,0.0,JAPAN
NANCHANG,18690.0,62649.96,-70.1675787183264,0.00445535642138836,8.0,24.0,-66.66666666666666,0.0690876117276221,1,1.0,0.0,0.020128824476650563,4,12.0,-66.66666666666666,0.05649717514124294,0,0.0,0.0,0.0,CHINA
ISTANBUL,17780.0,79420020.43,-99.97761269777602,0.004238428955178439,2.25,48.5,-95.36082474226805,0.019430890798393715,1,38.0,-97.36842105263158,0.020128824476650563,1,22.0,-95.45454545454545,0.014124293785310734,0,20.0,-100.0,0.0,TURKEY
ALIAGA,17630.62,33987959.14,-99.94812686478946,0.004202819477263672,1.0,25.25,-96.03960396039604,0.008635951465952762,1,21.0,-95.23809523809523,0.020128824476650563,1,20.0,-95.0,0.014124293785310734,0,7.0,-100.0,0.0,TURKEY
GDYNIA,16605.0,856526.66,-98.06135631551737,0.003958330303753543,2.0,77.25,-97.41100323624595,0.017271902931905524,1,35.0,-97.14285714285714,0.020128824476650563,1,37.0,-97.2972972972973,0.014124293785310734,0,0.0,0.0,0.0,POLAND
SAN JUAN - PR,15241.0,1032212.58,-98.52346306416842,0.0036331774862696617,2.0,70.5,-97.16312056737588,0.017271902931905524,1,19.0,-94.73684210526315,0.020128824476650563,1,59.0,-98.30508474576271,0.014124293785310734,0,0.0,0.0,0.0,PUERTO RICO
KATTUPALLI,14744.98,557960.23,-97.35734211737636,0.003514935330457085,2.0,86.0,-97.67441860465115,0.017271902931905524,1,39.0,-97.43589743589743,0.020128824476650563,1,43.0,-97.67441860465115,0.014124293785310734,0,0.0,0.0,0.0,INDIA
SIHANOUKVILLE,13436.0,0.0,0.0,0.0032028982813148204,1.0,0.0,0.0,0.008635951465952762,1,0.0,0.0,0.020128824476650563,1,0.0,0.0,0.014124293785310734,0,0.0,0.0,0.0,CAMBODIA
HAMBURG,13403.630000000001,829486.94,-98.38410596313909,0.0031951818614453535,5.0,109.75,-95.44419134396355,0.043179757329763806,3,44.0,-93.18181818181817,0.06038647342995169,2,67.0,-97.01492537313433,0.02824858757062147,1,0.0,0.0,0.06443298969072164,GERMANY
KOBE,12870.0,70123.0,-81.6465353735579,0.00306797416496887,2.0,9.0,-77.77777777777779,0.017271902931905524,1,3.0,-66.66666666666666,0.020128824476650563,1,5.0,-80.0,0.014124293785310734,0,0.0,0.0,0.0,JAPAN
WUHU,12396.81,9321.18,32.99614426499648,0.0029551742663580217,4.0,2.0,100.0,0.03454380586381105,2,1.0,100.0,0.040257648953301126,2,1.0,100.0,0.02824858757062147,0,0.0,0.0,0.0,CHINA
PHILADELPHIA - PA,12147.0,502943.04,-97.58481596643628,0.0028956241011559337,2.0,56.0,-96.42857142857143,0.017271902931905524,1,31.0,-96.7741935483871,0.020128824476650563,1,31.0,-96.7741935483871,0.014124293785310734,0,0.0,0.0,0.0,USA
SINGAPORE,10205.0,342857.32,-97.02354320450269,0.002432686585354104,3.0,30.0,-90.0,0.025907854397858282,2,8.0,-75.0,0.040257648953301126,2,16.0,-87.5,0.02824858757062147,0,0.0,0.0,0.0,SINGAPORE
KINGSTON,9707.28,1555011.26,-99.3757421409283,0.002314039180428828,1.0,112.5,-99.11111111111111,0.008635951465952762,1,61.0,-98.36065573770492,0.020128824476650563,1,75.0,-98.66666666666667,0.014124293785310734,0,10.0,-100.0,0.0,JAMAICA
PENANG,8688.0,203343.8,-95.72743304688906,0.002071061347727237,1.0,18.0,-94.44444444444444,0.008635951465952762,1,9.0,-88.88888888888889,0.020128824476650563,1,9.0,-88.88888888888889,0.014124293785310734,0,0.0,0.0,0.0,MALAYSIA
FREDERICIA,8560.0,70407.0,-87.84211797122445,0.0020405484733592486,1.0,8.0,-87.5,0.008635951465952762,1,5.0,-80.0,0.020128824476650563,1,6.0,-83.33333333333334,0.014124293785310734,0,0.0,0.0,0.0,DENMARK
PORT OF SENDAI,5161.0,0.0,0.0,0.001230288629790547,2.25,0.0,0.0,0.019430890798393715,1,0.0,0.0,0.020128824476650563,1,0.0,0.0,0.014124293785310734,0,0.0,0.0,0.0,JAPAN
RIGA,4620.0,110847.04,-95.83209438880822,0.0011013240592195944,2.0,37.0,-94.5945945945946,0.017271902931905524,1,4.0,-75.0,0.020128824476650563,2,20.0,-90.0,0.02824858757062147,0,0.0,0.0,0.0,LATVIA
AMBARLI,3940.0,114107.01,-96.54710083105323,0.0009392244141396541,2.0,16.0,-87.5,0.017271902931905524,1,7.0,-85.71428571428571,0.020128824476650563,1,8.0,-87.5,0.014124293785310734,0,0.0,0.0,0.0,TURKEY
HAMAD,3500.0,0.0,0.0,0.0008343364084996927,4.0,0.0,0.0,0.03454380586381105,1,0.0,0.0,0.020128824476650563,2,0.0,0.0,0.02824858757062147,0,0.0,0.0,0.0,QATAR
MARSEILLE,1207.0,153013.3,-99.21117968176623,0.00028772687001689406,1.0,34.0,-97.05882352941177,0.008635951465952762,1,13.0,-92.3076923076923,0.020128824476650563,1,20.0,-95.0,0.014124293785310734,0,0.0,0.0,0.0,FRANCE
GEBZE,940.0,1582192.26,-99.94058876258187,0.0002240789211399175,1.0,66.0,-98.48484848484848,0.008635951465952762,1,23.0,-95.65217391304348,0.020128824476650563,1,64.0,-98.4375,0.014124293785310734,0,0.0,0.0,0.0,TURKEY
CAP-HAITIEN,0.0,26400.0,-100.0,0.0,60.0,138.0,-56.52173913043478,0.5181570879571656,1,3.0,-66.66666666666666,0.020128824476650563,30,69.0,-56.52173913043478,0.423728813559322,0,1.0,-100.0,0.0,HAITI
