hs_code,hs_description,direction,q4_value,ytd_value,yoy_change_pct,share_of_total,ytd_value_teu,yoy_change_pct_teu,share_of_total_teu,ytd_value_shipment,yoy_change_pct_shipment,share_of_total_shipment,ytd_value_container,yoy_change_pct_container,share_of_total_container,ytd_value_vrac,yoy_change_pct_vrac,share_of_total_vrac
2106,Food preparations not elsewhere specified or included,import,5014302.05,5014302.05,-32.517095299108156,1.2448303376629868,342.75,-55.55555555555556,3.0064470856541377,75,-85.71428571428571,1.5302999387880025,277,-14.285714285714286,3.9673446004010313,1,0.0,0.06489292667099286
2201,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow",import,19360.14,19360.14,-85.48419276762633,0.004806270019853051,1.0,-85.71428571428571,0.008771545107670716,1,-75.0,0.020403999183840033,1,-85.71428571428571,0.014322543683758236,0,0.0,0.0
2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",import,332690.04,332690.04,16.966629588358188,0.08259228317335063,22.0,11.11111111111111,0.19297399236875576,8,-83.33333333333333,0.16323199347072026,17,11.11111111111111,0.24348324262388998,0,0.0,0.0
2203,Beer made from malt,import,1875591.7899999998,1875591.7899999998,-49.25454051058939,0.46562682861588395,138.0,-59.32203389830509,1.2104732248585588,19,-50.0,0.3876759844929606,70,-42.857142857142854,1.0025780578630765,0,0.0,0.0
2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",import,927025.87,927025.87,-77.65607314327895,0.23013969147997854,67.0,-77.77777777777777,0.587693522213938,29,-71.42857142857143,0.5917159763313609,41,-77.77777777777777,0.5872242910340876,0,0.0,0.0
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",import,78442.8,78442.8,-95.05441705289141,0.019473892126468554,6.0,-95.18072289156626,0.052629270646024295,3,-90.0,0.0612119975515201,3,-95.0,0.042967631051274706,0,0.0,0.0
2309,Preparations of a kind used in animal feeding,import,40811.83,40811.83,-93.921891108134,0.010131779779709204,3.0,-94.20289855072464,0.026314635323012148,2,-93.75,0.040807998367680065,2,-93.75,0.028645087367516472,0,0.0,0.0
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",import,73744.6,73744.6,-90.063300035722,0.01830753600470117,10.0,-89.83050847457628,0.08771545107670717,3,-94.11764705882354,0.0612119975515201,5,-90.625,0.07161271841879117,0,0.0,0.0
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,import,447940.8,447940.8,-94.60745875460907,0.11120397051410742,17.0,-94.55128205128206,0.1491162668304022,2,-97.87234042553192,0.040807998367680065,17,-94.55128205128206,0.24348324262389,0,0.0,0.0
2507,Kaolin and other kaolinic clays; whether or not calcined,import,45132.0,45132.0,-86.10775936368785,0.01120428770329181,4.0,-85.18518518518519,0.035086180430682866,1,-88.88888888888889,0.020403999183840033,2,-85.71428571428571,0.028645087367516472,0,0.0,0.0
2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",import,78539461.0,78539461.0,-93.59980704527608,19.497888795211082,1.0,0.0,0.008771545107670716,5,-93.33333333333333,0.10201999591920016,1,0.0,0.014322543683758236,4,-93.33333333333333,0.25957170668397145
2709,Petroleum oils and oils obtained from bituminous minerals; crude,import,6284558.35,6284558.35,-78.31619143159537,1.5601790268883466,2.0,0.0,0.017543090215341433,3,-75.0,0.0612119975515201,1,0.0,0.014322543683758236,2,-75.0,0.12978585334198572
2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents",import,82949607.27,82949607.27,129.84026462872134,20.592733863514713,110.0,100.0,0.9648699618437788,58,0.0,1.183431952662722,59,0.0,0.8450300773417359,18,0.0,1.1680726800778716
2711,Petroleum gases and other gaseous hydrocarbons,import,7999299.91,7999299.91,-86.85792627079272,1.9858738282494965,22.0,0.0,0.19297399236875576,13,-87.83783783783784,0.26525198938992045,11,0.0,0.15754798052134059,9,-87.83783783783784,0.5840363400389358
2712,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or n",import,56843.0,56843.0,-53.86734233429965,0.01411161317730693,4.0,-60.0,0.035086180430682866,2,-60.0,0.040807998367680065,2,-60.0,0.028645087367516472,0,0.0,0.0
2804,"Hydrogen, rare gases and other non-metals",import,97599.99,97599.99,-68.11020604207101,0.02422977860051413,5.0,-68.75,0.043857725538353584,3,-72.72727272727273,0.0612119975515201,5,-66.66666666666667,0.07161271841879117,0,0.0,0.0
2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",import,15113.0,15113.0,-51.945945945945944,0.003751892228570618,1.0,-66.66666666666667,0.008771545107670716,1,-50.0,0.020403999183840033,1,-50.0,0.014322543683758236,0,0.0,0.0
2806,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,import,53454.0,53454.0,-68.28588642867902,0.01327027375014979,3.0,-66.66666666666667,0.026314635323012148,2,-50.0,0.040807998367680065,3,-66.66666666666667,0.042967631051274706,0,0.0,0.0
2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,import,27200.0,27200.0,-50.03673769287289,0.0067525619411844635,1.0,-50.0,0.008771545107670716,1,-50.0,0.020403999183840033,1,-50.0,0.014322543683758236,0,0.0,0.0
2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,import,176495.0,176495.0,-63.63636363636363,0.043815934551814414,9.0,-63.63636363636363,0.07894390596903644,8,-63.63636363636363,0.16323199347072026,9,-63.63636363636363,0.1289028931538241,0,0.0,0.0
2815,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium,import,2000817.0,2000817.0,9.731935626818064,0.4967147325542234,0.0,0.0,0.0,2,0.0,0.040807998367680065,0,0.0,0.0,2,0.0,0.12978585334198572
2827,Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides,import,225892.8,225892.8,213.04434589800442,0.05607923250248507,16.0,220.0,0.14034472172273146,1,-66.66666666666667,0.020403999183840033,8,166.66666666666666,0.11458034947006589,0,0.0,0.0
2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,import,22840.0,22840.0,-66.54460231434012,0.00567016598296519,1.0,-75.0,0.008771545107670716,1,-66.66666666666667,0.020403999183840033,1,-66.66666666666667,0.014322543683758236,0,0.0,0.0
2835,"Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined",import,29528.5,29528.5,-95.25682689457228,0.007330625929421524,3.0,-93.33333333333333,0.026314635323012148,2,-92.85714285714286,0.040807998367680065,2,-95.23809523809524,0.028645087367516472,0,0.0,0.0
2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,import,515796.0,515796.0,-78.90084255872229,0.12804942790496993,26.0,-78.82352941176471,0.22806017279943863,4,-84.21052631578948,0.08161599673536013,19,-78.43137254901961,0.27212832999140646,0,0.0,0.0
2837,"Cyanides, cyanide oxides and complex cyanides",import,47850.0,47850.0,-88.42485079306101,0.011879047385502816,4.5,-86.66666666666667,0.03947195298451822,1,-88.88888888888889,0.020403999183840033,2,-86.66666666666667,0.028645087367516472,0,0.0,0.0
2839,Silicates; commercial alkali metal silicates,import,224480.0,224480.0,-33.333333333333336,0.05572849649106943,8.0,-33.333333333333336,0.07017236086136573,1,-66.66666666666667,0.020403999183840033,8,-33.333333333333336,0.11458034947006589,0,0.0,0.0
2842,"Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides",import,98967.0,98967.0,-93.22629686433129,0.02456914697180893,6.0,-91.17647058823529,0.052629270646024295,4,-81.81818181818181,0.08161599673536013,4,-93.93939393939394,0.057290174735032943,0,0.0,0.0
2902,Cyclic hydrocarbons,import,19716.0,19716.0,-50.291203388548524,0.004894614383543857,1.0,-50.0,0.008771545107670716,1,-50.0,0.020403999183840033,1,-50.0,0.014322543683758236,0,0.0,0.0
2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",import,141240.0,141240.0,-96.61452790353849,0.03506367090341521,10.0,-96.91358024691358,0.08771545107670717,1,-97.29729729729729,0.020403999183840033,5,-96.71052631578948,0.07161271841879117,0,0.0,0.0
2912,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde",import,23115.46,23115.46,30.69032972997421,0.005738550567976905,4.0,100.0,0.035086180430682866,2,100.0,0.040807998367680065,2,100.0,0.028645087367516472,0,0.0,0.0
2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",import,165472.0,165472.0,0.23867505058214905,0.041079409173958664,12.0,33.333333333333336,0.10525854129204859,4,-20.0,0.08161599673536013,6,0.0,0.08593526210254941,0,0.0,0.0
2916,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",import,26135.2,26135.2,-76.49475486739671,0.00648821900166339,2.0,-75.0,0.017543090215341433,1,-75.0,0.020403999183840033,1,-75.0,0.014322543683758236,0,0.0,0.0
2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",import,370915.99,370915.99,-87.47278285346553,0.09208210284745431,17.0,-91.13924050632912,0.1491162668304022,6,-92.85714285714286,0.1224239951030402,14,-87.5,0.2005156115726153,0,0.0,0.0
2936,"Provitamins, vitamins; natural or reproduced by synthesis (including natural concentrates) derivatives thereof used as vitamins, and intermixtures of the fore-going, whether or not in any solvent",import,26500.0,26500.0,-59.21834651170664,0.006578782773580452,2.0,-50.0,0.017543090215341433,1,-66.66666666666667,0.020403999183840033,1,-66.66666666666667,0.014322543683758236,0,0.0,0.0
3002,"Human blood; animal blood for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions, immunological products, modified or obtained by biotechnological processes; vaccines, toxin",import,217.0,217.0,-98.46241054347055,5.3871541957243704e-05,0.0,0.0,0.0,1,-93.33333333333333,0.020403999183840033,0,0.0,0.0,1,-93.75,0.06489292667099286
3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale",import,4910.99,4910.99,-86.06959043547039,0.0012191825061594664,2.0,-80.0,0.017543090215341433,4,-75.0,0.08161599673536013,1,-80.0,0.014322543683758236,3,0.0,0.1946787800129786
3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal",import,276918.38,276918.38,-81.85704943615065,0.0687466365295021,26.25,-75.0,0.2302530590763563,16,-75.0,0.3264639869414405,13,-75.0,0.18619306788885706,5,0.0,0.3244646333549643
3005,"Wadding, gauze, bandages (dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or in forms or packings for retail sale, for medical, surgical or veterinary us",import,29000.0,29000.0,-49.05443270354072,0.0071994226578804945,4.0,-33.333333333333336,0.035086180430682866,2,-33.333333333333336,0.040807998367680065,2,-33.333333333333336,0.028645087367516472,0,0.0,0.0
3006,Pharmaceutical goods,import,279042.72,279042.72,-45.77145787955544,0.06927401658222768,69.0,-46.34146341463415,0.6052366124292794,54,-45.45454545454545,1.1018159559273617,38,-45.45454545454545,0.5442566599828129,22,0.0,1.427644386761843
3203,"Colouring matter of vegetable or animal origin (including dyeing extracts, not animal black); whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",import,626274.0,626274.0,451.18110236220474,0.15547624916004998,27.0,212.5,0.23683171790710936,4,-75.0,0.08161599673536013,27,212.5,0.38670867946147236,0,0.0,0.0
3204,Synthetic organic colouring matter and preparations based thereon; synthetic organic products used as fluorescent brightening agents or as luminophores; whether or not chemically defined,import,3265423.0,3265423.0,-56.92850798666911,0.8106607011642792,135.0,-57.94392523364486,1.1841585895355466,12,-69.23076923076923,0.2448479902060804,135,-57.94392523364486,1.9335433973073617,0,0.0,0.0
3209,"Paints and varnishes (including enamels and lacquers) based on synthetic or chemically modified natural polymers, dispersed or dissolved in an aqueous medium",import,33359.0,33359.0,-16.20352250489237,0.008281570360146049,3.0,0.0,0.026314635323012148,2,-50.0,0.040807998367680065,2,-50.0,0.028645087367516472,0,0.0,0.0
3214,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",import,140384.0,140384.0,47.97979797979798,0.03485116380703088,10.75,50.0,0.0942941099074602,3,0.0,0.0612119975515201,5,50.0,0.07161271841879117,0,0.0,0.0
3302,"Odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferou",import,6480.0,6480.0,-20.86945903040664,0.0016086985801057106,1.0,-50.0,0.008771545107670716,1,-50.0,0.020403999183840033,1,-50.0,0.014322543683758236,0,0.0,0.0
3303,Perfumes and toilet waters,import,121133.21,121133.21,-97.88670964323858,0.030072040575717107,24.0,-97.95918367346938,0.2105170825840972,13,-97.95918367346938,0.26525198938992045,14,-97.95918367346938,0.2005156115726153,0,0.0,0.0
3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",import,905000.26,905000.26,-50.0783765508869,0.22467170266316341,82.0,-28.571428571428573,0.7192666988289987,22,-16.666666666666668,0.4488879820444807,41,-37.5,0.5872242910340877,0,0.0,0.0
3305,Hair preparations; for use on the hair,import,125493.25,125493.25,-94.39719012001508,0.03115444646417453,10.0,-93.84615384615384,0.08771545107670717,5,-93.10344827586206,0.10201999591920016,5,-93.93939393939394,0.07161271841879117,0,0.0,0.0
3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",import,578067.08,578067.08,-82.63405750279652,0.1435085942595454,50.0,-81.81818181818181,0.4385772553835358,13,-82.3529411764706,0.26525198938992045,25,-81.81818181818181,0.3580635920939559,0,0.0,0.0
3307,"Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or ",import,6204.0,6204.0,-50.0,0.0015401799368789859,1.0,-55.55555555555556,0.008771545107670716,1,0.0,0.020403999183840033,1,0.0,0.014322543683758236,0,0.0,0.0
3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, i",import,755923.22,755923.22,-56.2707154589099,0.18766243992020626,61.5,-50.0,0.539450024121749,17,-75.0,0.3468679861252806,33,-75.0,0.4726439415640218,0,0.0,0.0
