quarter,kg_2025,kg_2024,yoy_change_pct_kg,teu_2025,teu_2024,yoy_change_pct_teu,shipment_2025,shipment_2024,yoy_change_pct_shipment,container_2025,container_2024,yoy_change_pct_container,vrac_2025,vrac_2024,yoy_change_pct_vrac
Q1,860490997.4899999,881266625.29,-2.35747357312702,21891.75,15043.75,45.52056501869547,8180,6489,26.059485282786255,12650,9086,39.22518159806295,1554,2578,-39.72071373157486
Q2,1053969586.79,923217984.6299999,14.162592620246851,23209.5,18371.0,26.337706167328943,9412,6930,35.81529581529581,13814,10636,29.879654005265138,2387,2132,11.960600375234522
Q3,1022549828.47,908630293.1400001,12.537501356720385,26742.0,16918.0,58.068329589786025,12323,8841,39.3846849903857,15392,9709,58.53331960037079,3816,4433,-13.918339724791338
Q4,1154670657.65,1210496999.48,-4.611852970637809,29632.75,28015.0,5.774585043726575,13507,10102,33.706196792714316,16902,16299,3.699613473219216,4722,2317,103.79801467414761
