hs_chapter,ytd_value,ytd_value_teu,ytd_value_shipment,ytd_value_container,ytd_value_vrac,prev_year_value,prev_year_value_teu,prev_year_value_shipment,prev_year_value_container,prev_year_value_vrac,yoy_change_pct,share_of_total,yoy_change_pct_teu,share_of_total_teu,yoy_change_pct_shipment,share_of_total_shipment,yoy_change_pct_container,share_of_total_container,yoy_change_pct_vrac,share_of_total_vrac
49,1135257.69,123.25,251,84,210,926594.21,81.5,788.0,49.0,877.0,22.519402533283692,0.027745507786828015,51.22699386503067,0.12145729039378769,-68.1472081218274,0.578047994104371,71.42857142857143,0.14295925661186562,-76.05473204104904,1.6828271496113472
54,1098863.81,110.0,33,53,0,555844.1399999999,51.0,19.0,25.0,1.0,97.69279388283202,0.026856047455638462,115.68627450980392,0.10840001576727502,73.6842105263158,0.07599834185435954,112.0,0.09020048333843902,-100.0,0.0
23,807381.8300000001,67.75,36,34,3,1041316.77,83.25,46.0,42.0,4.0,-22.46530035236059,0.019732276687954832,-18.61861861861862,0.06676455516575348,-21.73913043478261,0.08290728202293768,-19.047619047619047,0.057864461009564654,-25.0,0.024040387851590673
90,789393.55,123.25,139,71,90,471210.81000000006,82.75,150.0,41.0,137.0,67.52449927878351,0.019292646137809302,48.94259818731118,0.12145729039378769,-7.333333333333333,0.32011422781078713,73.17073170731707,0.12083460975526737,-34.306569343065696,0.7212116355477202
09,655567.8,66.0,26,34,0,832351.6,90.5,34.0,44.0,0.0,-21.239077332223538,0.01602196722375315,-27.07182320441989,0.065040009460365,-23.529411764705884,0.059877481461010545,-22.727272727272727,0.057864461009564654,0.0,0.0
83,594357.45,76.25,43,44,4,569859.4,63.5,39.0,35.0,10.0,4.298963919872152,0.01452599652254656,20.078740157480315,0.07514092002049745,10.256410256410257,0.09902814241628667,25.714285714285715,0.07488342013002484,-60.0,0.032053850468787566
12,418252.98,41.25,22,24,2,859092.2,87.5,27.0,46.0,4.0,-51.31454109349381,0.010222032773417303,-52.857142857142854,0.04065000591272813,-18.51851851851852,0.05066556123623969,-47.82608695652174,0.04084550188910446,-50.0,0.016026925234393783
52,336301.45999999996,65.0,34,29,11,3757640.5500000003,36.0,16.0,16.0,2.0,-91.05019611309018,0.008219151351576953,80.55555555555556,0.0640545547715716,112.5,0.07830132191055225,81.25,0.04935498144933456,450.0,0.0881480887891658
95,292893.43,52.0,30,31,7,189789.78,32.5,16.0,18.0,2.0,54.32518547626748,0.007158266369264379,60.0,0.05124364381725728,87.5,0.0690894016857814,72.22222222222223,0.052758773273426596,250.0,0.056094238320378235
31,290000.0,0.0,1,0,1,6232504.36,0.0,3.0,0.0,3.0,-95.34697477532129,0.007087551424716731,0.0,0.0,-66.66666666666667,0.0023029800561927133,0.0,0.0,-66.66666666666667,0.008013462617196892
86,237701.13,244.0,8,125,0,10954.8,20.0,5.0,10.0,0.0,2069.8354146127726,0.00580937580202854,1120.0,0.24045094406559187,60.0,0.018423840449541706,1150.0,0.2127369890057524,0.0,0.0
55,147452.41999999998,12.0,3,6,0,160751.5,12.0,2.0,7.0,0.0,-8.273067436384741,0.003603712446375619,0.0,0.01182545626552091,50.0,0.00690894016857814,-14.285714285714286,0.010211375472276116,0.0,0.0
81,83561.0,4.0,4,3,1,34372.32,4.0,1.0,2.0,0.0,143.10549884325528,0.002042216843450878,0.0,0.003941818755173637,300.0,0.009211920224770853,50.0,0.005105687736138058,100.0,0.008013462617196892
91,62784.9,14.0,7,7,1,62785.5,12.0,6.0,6.0,1.0,-0.000955634660866832,0.0015344524394679223,16.666666666666668,0.01379636564310773,16.666666666666668,0.016120860393348993,16.666666666666668,0.011913271384322134,0.0,0.008013462617196892
18,56178.96,7.0,4,4,1,27148.06,3.0,2.0,2.0,0.0,106.93544953120038,0.0013730043723693248,133.33333333333334,0.006898182821553865,100.0,0.009211920224770853,100.0,0.0068075836481840775,100.0,0.008013462617196892
59,45842.3,4.0,2,2,0,0.0,0.0,0.0,0.0,0.0,4584230.0,0.0011203781333699715,400.0,0.003941818755173637,200.0,0.004605960112385427,200.0,0.0034037918240920387,0.0,0.0
13,44107.0,4.0,3,3,0,22458.0,3.0,2.0,2.0,0.0,96.39772018879687,0.0010779676920344165,33.333333333333336,0.003941818755173637,50.0,0.00690894016857814,50.0,0.005105687736138058,0.0,0.0
65,43230.0,4.0,2,2,0,0.0,0.0,0.0,0.0,0.0,4323000.0,0.0010565339589327734,400.0,0.003941818755173637,200.0,0.004605960112385427,200.0,0.0034037918240920387,0.0,0.0
45,40521.0,9.25,8,8,0,0.0,0.0,0.0,0.0,0.0,4052100.0,0.0009903264526929193,925.0,0.009115455871339035,800.0,0.018423840449541706,800.0,0.013615167296368155,0.0,0.0
66,27689.65,2.0,1,1,0,84044.0,9.0,4.0,5.0,0.0,-67.05338870115654,0.000676730407956578,-77.77777777777777,0.0019709093775868184,-75.0,0.0023029800561927133,-80.0,0.0017018959120460194,0.0,0.0
08,26858.09,3.0,6,2,4,403.0,0.0,1.0,0.0,1.0,6564.538461538462,0.0006564072208436903,300.0,0.0029563640663802277,500.0,0.01381788033715628,200.0,0.0034037918240920387,300.0,0.032053850468787566
89,26679.79,4.0,9,3,7,84392.12,12.25,14.0,6.0,10.0,-68.38592276150901,0.0006520495987091144,-67.34693877551021,0.003941818755173637,-35.714285714285715,0.02072682050573442,-50.0,0.005105687736138058,-30.0,0.056094238320378235
74,18810.0,2.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1881000.0,0.00045971324930662655,200.0,0.0019709093775868184,100.0,0.0023029800561927133,100.0,0.0017018959120460194,0.0,0.0
06,14961.0,0.0,38,0,38,26820.16,4.5,38.0,2.0,36.0,-44.21733501962703,0.0003656443340178862,-100.0,0.0,0.0,0.0875132421353231,-100.0,0.0,5.555555555555555,0.30451157945348184
58,12258.75,2.0,3,2,1,8652.27,3.25,4.0,2.0,3.0,41.68247176752458,0.00029960179664740075,-38.46153846153846,0.0019709093775868184,-25.0,0.00690894016857814,0.0,0.0034037918240920387,-66.66666666666667,0.008013462617196892
97,11227.0,0.0,65,0,65,11132.470000000001,0.0,66.0,0.0,66.0,0.8491377025942924,0.00027438599946653355,0.0,0.0,-1.5151515151515151,0.14969370365252638,0.0,0.0,-1.5151515151515151,0.5208750701177979
92,3253.0,1.0,3,1,2,0.0,0.0,0.0,0.0,0.0,325300.0,7.95027751193225e-05,100.0,0.0009854546887934092,300.0,0.00690894016857814,100.0,0.0017018959120460194,200.0,0.016026925234393783
88,2149.0,0.0,10,0,14,3617.0,0.0,43.0,0.0,87.0,-40.58612109482997,5.252120004040087e-05,0.0,0.0,-76.74418604651163,0.023029800561927133,0.0,0.0,-83.9080459770115,0.11218847664075647
